Name:	Kotgarhi, also known as Kotgurui, Sodochi, Shodochi
SIL classification: 	Indo-European > Indo-Iranian > Indo-Aryan > Northern Zone > Western Pahari > Mahasu Pahari > Upper Mahasu Pahari > Kotgarhi
ISO 639-3 code:	No code
WALS classification:	Family: Indo-European > Genus: Indic
WALS coordinates: 	
Compiler:	Anju Saxena
Data entry personnel:	David Karlander
License:       This work is licensed under a Creative Commons Attribution 3.0 Unported License

S01.100	the world	dunia, prīthɪ, prīthwɪ		The Amazon is the longest river in the world.
S07.220	the door or gate	dwa:r, dwawrʈu	dwawrʈu 'door (poet. dimininutive of dwa:r)'	–
S07.221	the doorpost	-		–
S07.230	the lock	dzɔndo		–
S07.231	the latch or door-bolt	ag:əɭ		–
S07.240	the key	tsab:ɪ		–
S07.250	the window	khīɽkɪ		–
S07.260	the floor	bɔ̄:ɽ		–
S07.270	the wall	b'ì:t, mandzɳa		The walls of our house are very thick.
S07.310	the fireplace	tsu:l 		–
S07.320	the stove	-		She put the kettle on the stove and lit the fire.
S07.330	the chimney	-		–
S07.370	the ladder	ʃīɽ', ʃīɽɔ, ʃīɽ'ɪ		–
S07.420	the bed	tsörpaɪ, bīstrɔ		–
S07.421	the pillow	ʃər'`ɛ:ɳ		–
S07.422	the blanket	kambəl		–
S07.430	the chair	kʊʃrɪ, kʊrsɪ		–
S07.440	the table	me:z		–
S07.450	the lamp or torch	tsintsuo, laʈu	laʈu 'electrical lamp'	–
S07.460	the candle	tsəra:g, diwɔ		–
S07.470	the shelf	-		Put it back on the top shelf.
S07.480	the trough	-		–
S07.510	the roof	tshāp:ər		–
S07.520	the thatch	-		–
S07.530	the ridgepole	kurəd		–
S07.540	the rafter	-		–
S07.550	the beam	da:r		–
S07.560	the post or pole	-		a fence post
S07.570	the board	-		–
S07.580	the arch	-		–
S07.610	the mason	mɪstri		–
S07.620	the brick	-		–
S07.630	the mortar(2)	ga:r, garɔ		–
S07.640	the adobe	-		–
S08.110	the farmer	beʈhu	a low caste farmer, being servant to a zamindar'	The poor farmer did not own the land he cultivated.
S08.120	the field	khē:c, ɖokrɔ, ro:ʈ, sērɪ 	serI 'terraced irrigated field'	The field was planted with cabbage.
S08.130	the garden	ba:g		Behind the house was a garden where the family grew vegetables.
S08.150	to cultivate	pɔdzɳõ	to grow a crop'	There is no more land left to cultivate.
S08.160	the fence	məɖe:r, məɳɖe:r		–
S08.170	the ditch	-		–
S08.210	to plough/plow	bā:ɳõ		–
S08.212	the furrow	ləki:r		–
S08.220	to dig	khoɽnōn		–
S08.230	the spade	ku|daɭe		–
S08.240	the shovel	ku|daɭe		–
S08.250	the hoe	kɔ̄ʃʈɔ		–
S08.260	the fork(2)/pitchfork	-		–
S08.270	the rake	-		–
S08.310	to sow	bɔ:ɳõ		–
S08.311	the seed	bɪ:dz		–
S08.320	to mow	rɛɭno		–
S08.330	the sickle or scythe	dac:ɪ		–
S08.340	to thresh	-		–
S08.350	the threshing-floor	khɔ̄ɭ		–
S08.410	the harvest	sa:l		–
S08.420	the grain	bɪ:dz		–
S08.430	the wheat	kɔɳök, gɪũ		–
S08.440	the barley	dzɔ:		–
S08.450	the rye	-		–
S08.460	the oats	-		–
S08.470	the maize/corn	ɔn:, bɛlre		The bought corn-on-the-cob from the vendor in the park.
S08.480	the rice	-		They ate their rice with the stew.
S08.510	the grass	khōɽu,  g'ā:, g'ās, g'a:s		Green grass was growing in the forest clearing.
S08.520	the hay	khɔ:ɽ		–
S08.530	the plant	bʊ:ʈɪ		–
S08.531	to plant	rumbɳõ		–
S08.540	the root	dz'ò:ʈ		–
S08.550	the branch	ʃã:, ʃāɳʈɔ		–
S08.560	the leaf	paulo, pa:c		–
S08.570	the flower	phulɽu		–
S08.600	the tree	bɪ:kh, brɪk:h, brɪkʃ		–
S08.610	the oak	ba:n		–
S08.620	the beech	-		–
S08.630	the birch	-		–
S08.640	the pine	-		–
S08.650	the fir	rɔe		–
S08.660	the acorn	-		–
S08.670	the vine	-		–
S08.680	the tobacco	təbaku		–
S08.690	to smoke	ɟ'ʊ̀ʈɳõ		–
S08.691	the pipe	-		–
S08.720	the tree stump	-		–
S08.730	the tree trunk	go:d		–
S08.740	the forked branch	-		–
S08.750	the bark	tshā:l		–
S08.760	the sap	-		The farmers collected the sap from the maple trees to make syrup. 
S08.810	the palm tree	-		Dates grow on palm trees. 
S08.820	the coconut	gɔrɪ		The boy picked a green coconut and drank its juice.
S08.830	the citrus fruit	-		–
S08.840	the banana	-		The monkey peeled the banana and ate it.
S08.850	the banyan	-		–
S08.910	the sweet potato	-		–
S08.912	the yam	-		–
S08.920	the cassava/manioc	-		The farmer grew cassava/manioc to feed his family. 
S08.930	the gourd	tʊmʈɪ		–
S08.931	the pumpkin or squash	-		–
S08.940	the bamboo	bāĩʃ, bāĩʃɔ		–
S08.941	the sugar cane	-		–
S08.960	the fish poison	-		–
S08.970	the nettle	-		–
S08.980	the mushroom	-		–
S09.110	to do	kɔrnõ		A has climbed on a tree. B says to A: "What are you doing up there?"
S09.120	the work	ka:m		I can't go out because I have too much work.
S09.140	to bend	nauɳõ		I'll bend the branches away so that you can get through.
S09.150	to fold	-		She folded the piece of paper and put it in the envelope.
S09.160	to tie	gāɳʈhɳõ		He tied his dog to a tree.
S09.161	to untie	-		He untied his dog from the tree.
S09.180	the chain	ʃāŋəɭ		–
S09.190	the rope	ɖo:r, bānd', rɔ̄ʃ:ɔ		They tied up the prisoner with rope.
S09.192	the knot	gaɳʈh		Can you help me undo this knot?
S09.210	to strike or hit or beat	gəsraɭnõ		–
S09.211	to pound	tshɔ̄ɽnõ		He pounded the door with his fist.
S09.220	to cut	dz'aɽno		The thieves cut the phone wires and entered the house.
S09.221	to cut down	kaʈɳõ		Before building the road, we first have to cut down many trees.
S09.222	to chop	raɽnõ		chopping wood for the fire
S09.223	to stab	-		Brutus stabbed Caesar to death.
S09.230	the knife(2)	tsa:kər		To chop the onions I need a knife.
S09.240	the scissors or shears	kəʈɛurɔ		–
S09.250	the axe/ax	ɖaŋgrɔ		–
S09.251	the adze	bās		–
S09.260	to break	coɽnõ		The thieves got into the house by breaking a window.
S09.261	broken	-		The radio is broken, it won't turn on.
S09.270	to split	phʊʈɳõ		This log is too large, we have to split it into two.
S09.280	to tear	d'èɽnõ, tsirnõ		She tore a piece of her blouse to use as a bandange.
S09.290	to skin	-		The cook skinned the chicken before frying it.
S09.310	to rub	mɔlɳõ		He rubbed the fragrant leaves between his fingers.
S09.320	to stretch	tɪɳnõ		Don't stretch the rubber band too much.
S09.330	to pull	-		Help me move the piano: you push and I'll pull.
S09.340	to spread out	-		They spread out the mat on the ground and sat on it.
S09.341	to hang up	-		Hang your coat up on the hook.
S09.342	to press	pətsintsərnõ		The little boys pressed their noses against the glass.
S09.343	to squeeze	pətsintsərnõ		She squeezed some oranges and drank the juice.
S09.350	to pour	pernõ		He poured the wine into the glass.
S09.360	to wash	d'ò:ɳõ		She washed her son's feet.
S09.370	to sweep	èdzɳõ		He swept the path in front of the house.
S09.380	the broom	ʃū:ɳ 		–
S09.422	the tool	alo, ʃɔ̄stər		–
S09.430	the carpenter	bād:'ɪ, bāɽ'ɪ, böɽ'`ɛɪ		–
S09.440	to build	cɪɳnõ		build a house
S09.460	to bore	kornõ		–
S09.461	to hollow out	-		–
S09.480	the saw	-		One needs a saw to cut down a tree.
S09.490	the hammer	-		–
S09.500	the nail	kəɳɪ:l		–
S09.560	the glue	-		–
S09.600	the blacksmith	l'wà:r		–
S09.610	to forge	-		From a piece of scrap iron, the blacksmith forged a sword blade.
S09.620	the anvil	ɛ̄:rəɳ, ɛ̄:rni		–
S09.630	to cast	-		The goldsmith melted the coins and cast them into a goblet.
S09.640	the gold	sūn:ɔ		The bracelet is made of gold.
S09.650	the silver	rupu, tsandɪ		The necklace is made of silver.
S09.660	the copper	tambɔ		The coin is made of copper.
S09.670	the iron	lōɔ		–
S09.680	the lead	-		–
S09.690	the tin or tinplate	-		The cup was made of tin.
S09.710	the potter	kəm'à:r		The potter made jars.
S09.720	to mould/mold	-		She molded the clay into a dish before firing it.
S09.730	the clay	maʈ:ɪ, maʈe		–
S09.740	the glass	ʃiʃ:ɔ		The window is made of glass.
S09.750	to weave or plait/braid	bʊɳnõ		–
S09.760	the basket	kɔɳɖɪ, tshābɽɪ, ʈokrɔ, ʈokru		She carried the fruit home in a basket.
S09.770	the mat	-		–
S09.771	the rug	-		–
S09.780	the netbag	-		–
S09.790	the fan	-		The lady had a delicate fan made of sandalwood.
S09.791	to fan	-		People in the audience were fanning themselves with their programmes.
S09.810	to carve	-		Michaelangelo carved this figure from a single block of marble.
S09.820	the sculptor	-		Rodin was a French sculptor.
S09.830	the statue	-		The sculptor made a statue of a woman.
S09.840	the chisel	n'È:ɳ		–
S09.880	the paint	-		–
S09.890	to paint	-		We need to paint our house.
S10.110	to move	-		This rock is so heavy that it cannot be moved.
S10.120	to turn	-		to turn one's head
S10.130	to turn around	-		He heard someone call out his name and turned around.
S10.140	to wrap	pəɭɛ̄ʃɳõ		He wrapped the fish in leaves and steamed it.
S10.150	to roll	-		He rolled the log down the hill.
S10.160	to drop	-		We dropped the stone into the water.
S10.170	to twist	ləpeʈɳõ		She twisted the wire around the branch.
S10.210	to rise	khɔ̄ɽ'nõ		The sun rises in the east.
S10.220	to raise or lift	uʈhauɳo		–
S10.230	to fall	ɔɭnõ, loʈɳõ		The ripe coconut fell on the ground.
S10.240	to drip	-		The tap is dripping, shut it tightly!
S10.250	to throw	ɖalɳo		Don't throw stones, it's dangerous!
S10.252	to catch	pakəɽnõ		She caught the ball and passed it to her team mate.
S10.260	to shake	-		Shake the bottle before pouring out the sauce.
S10.320	to flow	bɔ̄:ɳõ		The river flows to the sea.
S10.330	to sink	dʊbɳõ		The coconut fell into the water and sank.
S10.340	to float	-		The raft floated on the river.
S10.350	to swim	tɛ̄rnõ		He drowned because he could not swim.
S10.351	to dive	dʊbɳõ		Diving too deeply is dangerous.
S10.352	to splash	-		The girl splashed water in the boy's face.
S10.360	to sail	-		The ship sailed from America to Australia.
S10.370	to fly	ɖja:ɳo , ɽɛuɳõ, ɽɛ:ɳõ		Look at that bird flying up in the sky!
S10.380	to blow	phūkərnõ		The wind is blowing hard.
S10.410	to crawl	khīsəkɳõ		The baby is still crawling, it can't walk yet.
S10.412	to kneel	-		The messenger kneeled before the king.
S10.413	to crouch	-		She crouched under the sink to fix the pipes.
S10.420	to slide or slip	phrīʃ:əɭnõ		–
S10.430	to jump	kudɳõ		The children were so happy they jumped up and down.
S10.431	to kick	-		He kicked the ball.
S10.440	to dance	natsɳõ		Though the music stopped they kept on dancing.
S10.450	to walk	àɳɖɳõ		The children walk to school every day.
S10.451	to limp	-		After his foot injury he limped for months.
S10.460	to run	dɔɽnõ 		They ran all the way to school.
S10.470	to go	ɖeuɳõ		Sometimes I go to school by car, sometimes on foot.
S10.471	to go up	-		I went up on the roof to get a better view.
S10.472	to climb	ukeɭnõ		If you want to pick mangos, you must climb the tree.
S10.473	to go down	-		Come down from the roof or you'll fall down.
S10.474	to go out	-		Get out of here before you get hurt!
S10.480	to come	a:ɳõ		When I came to school it was still closed.
S10.481	to come back	-		He left and then came back an hour later.
S10.490	to leave	-		The guest arrived yesterday and left this morning.
S10.491	to disappear	ʈɔɭnõ		The man disappeared without a trace.
S10.510	to flee	cɔɽno		Because of the fire they had to flee their home.
S10.520	to follow	-		I came here first, my family followed me later.
S10.530	to pursue	-		The policeman pursued the thief.
S10.550	to arrive	pɔ̄:tsɳõ		The guest arrived yesterday and left this morning.
S10.560	to approach	-		As we approached the city we could see the lights in the distance.
S10.570	to enter	-		She entered the room and sat down.
S10.610	to carry	tsakɳõ, tsagɳõ, tsuŋgɳõ		She carried her baby home.
S10.612	to carry in hand	-		She carried a stone in her hand.
S10.613	to carry on shoulder	-		He carried the books on his shoulder.
S10.614	to carry on head	-		She carried the fruit basket on her head.
S10.615	to carry under the arm	-		She carried her bag under her arm.
S10.620	to bring	lɛ:ɳõ		Please bring me the book you are holding.
S10.630	to send	tshāɽnõ		She sent her parents some money.
S10.640	to lead	göm'àuɳõ		The dog led the hunter to the fox.
S10.650	to drive	khēdɳõ, tsölauɳõ, 		He can drive a car, but not a truck.
S10.660	to ride	-		She rides her horse to work every day.
S10.670	to push	d'àk:ɔ		Don't push me or I'll fall down.
S10.710	the road	sɔɽək		Many cars drove up and down the road.
S10.720	the path	pɛ:ɳɖ, pɛɳɖɔ, rɔstɔ , ba:t		The path leads from the house to the field.
S10.740	the bridge	sēu		A beautiful bridge stood over the river.
S10.750	the cart or wagon	-		The cart was pulled by a horse.
S10.760	the wheel	tsɔk:ər, paiɔ		The car has four wheels.
S10.770	the axle	-		–
S10.780	the yoke	ʃəmɛĩ		–
S10.810	the ship	-		–
S10.830	the boat	beɽe		–
S10.831	the canoe	-		–
S10.832	the outrigger	-		–
S10.840	the raft	-		–
S10.850	the oar	-		–
S10.851	the paddle	-		–
S10.852	to row	-		–
S10.860	the rudder	-		–
S10.870	the mast	-		–
S10.880	the sail	-		–
S10.890	the anchor	-		–
S10.910	the port	-		–
S10.920	to land	-		–
S11.110	to have	-		The boy has a flower in his hand.
S11.120	to own	-		The woman owns a car.
S11.130	to take	ginɳõ, g'ìnɳõ		I took my bag and walked to the market square.
S11.140	to grasp	pɔtskɔ		Make sure you grasp the rope with both hands.
S11.150	to hold	pətsɛʈ:ɔ		I held the baby in my arms.
S11.160	to get	phābɳõ		–
S11.170	to keep	ginɳõ, g'ìnɳõ		I like the hat you gave me and I'd like to keep it.
S11.180	the thing	tsi:z, tsizəɭ		My brother is rich, and many things in his house are never used.
S11.210	to give	dɛ:ɳõ		The girl gave the boy a flower.
S11.220	to give back	-		I lent you my watch, and you haven't given it back yet.
S11.240	to preserve	-		I think these traditional customs should be preserved. / The wreck was preserved by the muddy sea bed.
S11.250	to rescue	-		He saved his friend from drowning.
S11.270	to destroy	tshūnɳõ, dzwaɽɳõ		The school was completely destroyed by fire.
S11.280	to injure	-		The falling tree injured two loggers.
S11.310	to look for	-		I am looking for my purse; I must have lost it on my way.
S11.320	to find	-		I had lost my purse but I found it again.
S11.330	to lose	gəɽauɳõ		I had lost my purse but I found it again.
S11.340	to let go	piɳɖ tshāɽnõ		She let go of the rope.
S11.430	the money	pauli		A thousand dollars is a lot of money.
S11.440	the coin	pɛ̄sɔ, pərdzatən 	pɛ̄sɔ 'pice (coin)', pərdzatən 'coin put into the mouth of a dead person',  mū:r 'gold coin', ʃɔrphi 'a perticular coin'	I don't have any coins left, only paper money.
S11.510	rich	-		The beggar invested his money so well that he became rich.
S11.520	poor	gəri:b		After he became rich, he donated a lot of money to poor people.
S11.530	the beggar	-		The beggar collected money in a cup.
S11.540	stingy	-		He is so stingy he doesn't heat his house even in winter.
S11.610	to lend	-		Can you lend me your ladder?
S11.620	to borrow	d'wàrnõ		Can I borrow your ladder?
S11.630	to owe	-		My brother owes me 100 Euros.
S11.640	the debt	kɔrzɔ, rɪ:ɳ		He now had enough money to pay off his father's outstanding debts.
S11.650	to pay	b'ɔ̀rnõ		I paid 100 Euros for this book.
S11.660	the bill	-		–
S11.690	the tax	-		If you don't pay your taxes, you go to jail.
S11.770	to hire	-		We need to hire/employ more workers if we want to finish the task in time.
S11.780	the wages	-		The job's not very exciting, but he earns a good wage.
S11.790	to earn	kəmauɳõ		The job's not very exciting, but he earns a good wage.
S11.810	to buy	khəridɳõ		I bought ten bananas for a dollar.
S11.820	to sell	betsɳõ		He sold his car for five thousand Euros.
S11.830	to trade or barter	-		The farmer traded his cow for three goats.
S11.840	the merchant	baɳe, baɳia		–
S11.850	the market	dzatər, melɔ		He is going to the market to buy vegetables.
S11.860	the shop/store	duka:n		There are no shops in the market, only open stalls.
S11.870	the price	kimöt, mɔ:l, mo:l		The price of these bananas is two dollars a bunch.
S11.880	expensive	mɛ̄ŋgɔ		Mangos are more expensive than bananas.
S11.890	cheap	sɔ̄tsɔ		Bananas are so cheap even poor people can afford them.
S11.910	to share	-		The girl shared the cookies with her brother.
S11.920	to weigh	tolɳõ		The bag weighs 10 kilograms.
S12.110	the place	dzaga		This place is too hot, let's look for a cooler place.
S12.120	to put	pa:ɳõ		He put the book on the table.
S12.130	to sit	bɔʈhɳo		Let's sit under the tree.
S12.140	to lie down	-		She lay down in her bed but could not fall asleep.
S12.150	to stand	ʈekɳõ		He got tired of standing and sat down.
S12.160	to remain	rɔ̄ .ɳõ		I plan to remain here for a week.
S12.170	the remains	-		After the earthquake, some people continued to live in the remains of their homes.
S12.210	to gather	meʈɳõ		He gathered wild mushrooms for dinner.
S12.212	to pick up	-		She picked up the stone and then threw it down again.
S12.213	to pile up	-		He piled up the mushrooms he had collected.
S12.220	to join	dzoɽnõ		He joined the two boards with nails.
S12.230	to separate	-		He separated the two boards by pulling out the nails.
S12.232	to divide	baɳɖɳõ		She divided the bananas equally among the children.
S12.240	to open	g'wàɽnõ		He opened the door and went out.
S12.250	to shut	-		After coming in, he shut the door.
S12.260	to cover	dəbrʊʈɳo		He covered the child with a blanket.
S12.270	to hide	-		Hide your money here, so no one can find it.
S12.310	high	utsʈɔ, ūshʈɔ		The eagle flew so high it was hardly visible.
S12.320	low	nīʃʈɔ		The bat flew so low its wings brushed against the bush.
S12.330	the top	-		The top of the tree caught fire.
S12.340	the bottom	tal:ɔ		The coin was lying on the bottom of the pond.
S12.350	the end(1)	ak:hör, ɔnt	not specified for temporal or spatial	At the end of the village stood a small house.
S12.352	pointed	-		He pierced the leather with a pointed knife.
S12.353	the edge	kənarɪ		–
S12.360	the side	kənarɪ		There were trees on both sides of the house.
S12.370	the middle	-		–
S12.410	right(1)	sūlʈɔ, dakhɳo		on the right side
S12.420	left	ulʈɔ, baũo		on the left side
S12.430	near	nɛɽu, neɖia, neɖie		She was standing near enough to hear what they said.
S12.440	far	du:r		–
S12.450	the east	purəb		–
S12.460	the west	pɔt:shəm		–
S12.470	the north	ut:ər		–
S12.480	the south	dɔ̄khəɳ		–
S12.530	to grow	bɔ̄d'ɳõ, bɔrdzɳo		–
S12.540	to measure	-		–
S12.541	the fathom	-		–
S12.550	big	bɔɖɽɔ		–
S12.560	small	tshōʈ:ɔ		–
S12.570	long	lɔmbo , lambɔ		–
S12.580	tall	utsʈɔ, ūshʈɔ		–
S12.590	short	òstɔ, 'òtsɽɔ		–
S12.610	wide	khul:ɔ		–
S12.620	narrow	säŋgɽɔ		–
S12.630	thick	-		a thick board
S12.650	thin	pɔtɭo		a thin board
S12.670	deep	dʊg:ɔ		–
S12.680	shallow	-		–
S12.710	flat	sɔ̄ɭɖɔ		–
S12.730	straight	sɔrlo, sīd:'ɔ, kō:rɔ		–
S12.740	crooked	baŋgɔ		–
S12.750	the hook	-		–
S12.760	the corner	kʊɳɔ, kəɳauʈ		–
S12.770	the cross	-		–
S12.780	the square	-		–
S12.810	round	-		–
S12.820	the circle	phɛrɔ		–
S12.830	the ball	-		–
S12.840	the line	ləki:r		–
S12.850	the hole	ʃəɽɭol:, ʃōʃ:əɭ, tshē:d, tsərɽʊndər		–
S12.920	similar	dza, sāj'		–
S12.930	to change	-		The baby changed her life.
S13.100	ten	dɔ̄ʃ		ten trees
S13.101	eleven	gɛ:ra		eleven trees
S13.102	twelve	ba:ra		twelve trees
S13.103	fifteen	pɔndra		fifteen trees
S13.104	twenty	bɪ	bɪ:ʃ 'twenty' (in a part of the Kc. area)	twenty trees
S13.105	a hundred	ʃɔ̄ 		a hundred trees
S13.106	a thousand	sɛ̃:sər		a thousand trees
S13.107	to count	gəɳnõ		The teacher was counting the children as they got on the bus.
S13.140	all	sɔ̄b		All the children got on the bus.
S13.150	many	bɔ:to		There are many children on the bus.
S13.160	more	-		Today I found more mushrooms than yesterday.
S13.170	few	-		There are few mushrooms in this forest.
S13.180	enough	kaphi		Today I found enough mushrooms for our supper.
S13.181	some	ēk:ho		Today we found some mushrooms.
S13.190	the crowd	dzəma:t		There was a large crowd of people waiting outside the theatre.
S13.210	full	purɔ		An empty pot is easier to carry than a full pot.
S13.220	empty	khāl:i, rit:ɔ		An empty pot is easier to carry than a full pot.
S13.230	the part	ba:ɳɖ		The front part of the car was badly damaged.
S13.240	the half	ād:'ɔ		She cut the banana in two halves and gave one half to her husband.
S13.330	only	sīrf		Saturn is the only planet with rings.
S13.340	first	pɛ̄:lɔ		You are the first person I see today.
S13.350	last	patshkɔ		You were last person I saw before going to bed.
S13.360	second	duɟ:ɔ		You are the second person I see today.
S13.370	the pair	dzoɽɪ		a pair of shoes
S13.380	twice/two times	-		He came over twice today.
S13.420	third	ciɔ		You are the third person I see today.
S13.440	three times	-		He came over three times today.
S14.110	the time	wɔkt		Only time can heal her pain.
S14.120	the age	umör		At this age the baby can only drink milk.
S14.130	new	nɔuwɔ		I bought a new car.
S14.140	young	dzwa:n , nɔuwɔ		He is too young to eat solid foods.
S14.150	old	pəraɳɔ, bʊ̄ɖ:'ɔ		She is so old that all her teeth are gone.
S14.160	early	ʃīg:'ər		Come early, otherwise you won't get any cake.
S14.170	late	-		Don't come late, otherwise you won't get any cake.
S14.180	now	ɛbɛ, ɛb:ɛ		I was sick last week, but I'm fine now.
S14.190	immediately	tēb:'i , tēb'iɛ		Come here immediately!
S14.210	fast	te:z		That man runs as fast as a horse.
S14.220	slow	-		That horse runs as slow as a human.
S14.230	to hurry	ʈʊrnõ		Please hurry, or we'll be late.
S14.240	to be late	ber'no		We expected her by 10 o'clock, but she was late.
S14.250	to begin	lagɳõ		I began the work yesterday.
S14.252	to last	-		The dry season lasts three months.
S14.260	the end(2)	ak:hər, ɔnt		At the end of the harvest there is a celebration.
S14.270	to finish	mukɳõ		I began building my house five years ago, but only finished it this year.
S14.280	to cease	-		The two sides promised to cease all hostile acts against each other.
S14.290	ready	-		I'm ready to go, but my husband is still in the shower.
S14.310	always	sɔda		He always comes late.
S14.320	often	-		He often comes late, but today he's on time.
S14.330	sometimes	kēb:'i, kebi, kēb:'iɛ, kebiɛ		Sometimes he comes late, but more often he's on time.
S14.331	soon	stabi		Don't go yet, he'll be here soon.
S14.332	for a long time	-		He waited for a long time, but she never came.
S14.340	never	-		I never eat pork.
S14.350	again	phīri, phīr'i		I was there yesterday, but today I'm going again.
S14.410	the day(1)	din		The days are very hot here, but the nights are cool.
S14.420	the night	ra:c		The days very hot here, but the nights are cool.
S14.430	the dawn	-		The sun comes up at dawn.
S14.440	the morning	do:t		The children go to school in the morning.
S14.450	the midday	dəpā:r		We prefer having dinner at midday rather than in the evening.
S14.451	the afternoon	bɛɭkɽɪ		In the aftertoon I like to take a nap.
S14.460	the evening	bɛ:ɭ		We prefer having dinner at midday rather than in the evening.
S14.470	today	-		He's not in today, please call again tomorrow morning.
S14.480	tomorrow	ɟiʃo , kal:ɛ		He's not in today, please call again tomorrow morning.
S14.481	the day after tomorrow	pɔrʃi		She's leaving tomorrow and coming back the day after tomorrow.
S14.490	yesterday	'iz:		She left the day before yesterday and arrived yesterday.
S14.491	the day before yesterday	-		She left the day before yesterday and arrived yesterday.
S14.510	the hour	g'àɳʈɔ		The day here lasts 15 hours in midsummer.
S14.530	the clock	-		That clock on the wall was bought by my grandfather.
S14.610	the week	ɔ̄ptɔ, 'ɔ̄ftɔ		I'm planning to stay for a week or two.
S14.620	Sunday	twa:r		On Sunday we go to church.
S14.630	Monday	swā:r		On Monday we go to work.
S14.640	ʈuesday	muŋgəɭ		On Tuesday we're having a party.
S14.650	Wednesday	būd:'		On Wednesday there is a holiday.
S14.660	ʈhursday	brēst		On Thursday my mother is arriving.
S14.670	Friday	ʃūk:ər		On Friday we go to the mosque.
S14.680	Saturday	ʃɛ̄ɳʃər, ʃəɳic:ər		On Saturday we go to the synagogue.
S14.710	the month	mɪn:ɔ, m'ìn:ɔ, ma:s		There are twelve months in a year.
S14.730	the year	bɔ̄rʃ		A year normally lasts 365 days.
S14.740	the winter	ìund		The winters are very cold here.
S14.750	the spring(2)	-		The tree blooms in the spring.
S14.760	the summer	bərʃā:ɭ		The summers are very hot here.
S14.770	the autumn/fall	ʃɛ:r		In the autumn it gets cooler.
S14.780	the season	-		There are only two seasons here, the dry season and the wet season.
S15.210	to smell(1)	-		The flower smells pleasant.
S15.212	to sniff	-		He opened the milk and sniffed it.
S15.220	to smell(2)	-		I think I smell gas!
S15.250	fragrant	-		–
S15.260	stinking 	-		–
S15.310	to taste	tsākhɳõ		This soup tastes very good.
S15.350	sweet	guɭuɔ		The ripe fruit is sweet.
S15.360	salty	lʊ̄ɳ:'uɔ		The soup is too salty, add some water.
S15.370	bitter	kɔduɔ, kəɽɛŋkho		The medicine is bitter, take it with honey.
S15.380	sour	-		Sprinkle a little sugar over the strawberries if they are sour.
S15.390	brackish	-		brackish water
S15.410	to hear	ʃʊ̄ɳnõ		I heard the sound of rain splashing on the window.
S15.420	to listen	ʃʊ̄ɳnõ		Listen to the strange noise in the engine.
S15.440	the sound or noise	kaŋg		There were strange sounds coming from the next room.
S15.450	loud	-		The music is very loud.
S15.460	quiet	sūl:ɛ		We have to be quiet so as not to wake the baby.
S15.510	to see	dēkhɳõ		I see a house in the distance.
S15.520	to look	-		I'm looking but I can't see the house.
S15.550	to show	khɔ̄dzɳõ, khədzɛɭnõ		She showed me her house.
S15.560	to shine	-		That lamp is shining in my eyes.
S15.570	bright	tsa:n:ɔ		I awoke from the bright sunlight.
S15.610	the colour/color	rɔŋg		My shirt is red, but I'd prefer a different colour.
S15.620	light(2)	-		–
S15.630	dark	-		It is dark in the room because the lamp is broken.
S15.640	white	cito		(snow)
S15.650	black	kaɭɔ		(charcoal)
S15.660	red	rat:ɔ		(blood)
S15.670	blue	ʃāũɔ, 'ɔ̀rɔ	ɔ̀rɔ 'green, blue'	(sky)
S15.680	green	ɔ̀rɔ		(leaves)
S15.690	yellow	piũɭɔ		(yolk of chicken egg)
S15.710	to touch	tshʊ̃:ɳõ		The child wanted to touch everything.
S15.712	to pinch	ʈɪpɳõ		Mum, the boy pinched me!
S15.720	to feel	tsɔkət'nõ		Feel (the quality of) this cloth!
S15.740	hard	kākhɽɔ		Diamond is the hardest substance known to man.
S15.750	soft	kõɭo		a soft pillow
S15.760	rough(1)	pəraɽɔ		Her hands were rough from hard work.
S15.770	smooth	sõrlo 		smooth skin
S15.780	sharp	pɛn:ɔ		The knife is very sharp.
S15.790	blunt	ʈʊɳɖɔ		This knife is blunt and does not cut well.
S15.810	heavy	gɔrkɔ		The suitcase is too heavy for me to carry.
S15.820	light(1)	ɔ̀ɭkɔ		You can carry this bag, it's fairly light.
S15.830	wet	sīn:'ɔ		He fell into the water, so his clothes are now wet.
S15.840	dry	ʃūk:hɔ, ʃu:kho		The clothes were in the sun for a long time and are now dry.
S15.850	hot	nɛt:ɔ		It's better to do the work now because later it'll be too hot.
S15.851	warm	nɛtɭo		The sun is shining and there's no wind, so it's warm and you can go out without a coat.
S15.860	cold	ʈhāɳɖɔ		It's cold outside, so you need warm clothes.
S15.870	clean	-		I washed my hands, so now they are clean.
S15.880	dirty	ɟɔgrɔ		My hands are dirty from the work, so I need to wash them before the meal.
S15.890	wrinkled	-		the wrinkled face of a 90-year old man
S16.110	the soul or spirit	ru:		–
S16.150	surprised or astonished	-		–
S16.180	the good luck	b'à:g		–
S16.190	the bad luck	b'wau		–
S16.230	happy	kʊ̄ʃ:ɪ, khʊ̄ʃ:ɪ		–
S16.250	to laugh	'āsɳõ		–
S16.251	to smile	-		–
S16.260	to play	khēɭɳõ, bədzauɳõ	bədzauɳõ 'to play (an instrument)'	–
S16.270	to love	-		I love you.
S16.290	to kiss	-		–
S16.300	to embrace	g'wà:ɭ'nõ		–
S16.310	the pain	wedəna, bed:əɳ		–
S16.320	the grief	ʃō:g		–
S16.330	the anxiety	phīkər		–
