S05.230	to roast or fry	तलना	t̪alan̪aː	--
S05.240	to bake	पकाना, सेंकना 	pakaːn̪aː , seŋkn̪aː	--
S05.250	the oven	भट्टी , तंदूर	bʱaʈʈiː ,  t̪an̪d̪uːr	--
S05.260	the pot	बरतन	barat̪an̪	--
S05.270	the kettle	केतली	ket̪aliː	--
S05.280	the pan	कड़ाही	kaɽaːhiː 	--
S05.310	the dish	थाली	t̪ʰaːliː	--
S05.320	the plate	थाली	t̪ʰaːliː	--
S05.330	the bowl	कटोरा , कटोरी	kaʈoraː , kaʈoriː	--
S05.340	the jug/pitcher	घड़ा , कलश , कुंभ , मटकी , मटका 	gʱaɽaː , kalaɕ , kumbʱ ,  maʈkiː , maʈkaː 	--
S05.350	the cup	प्याला , प्याली	pjaːlaː , pjaːliː	--
S05.360	the saucer	तश्तरी	t̪aɕt̪ariː	--
S05.370	the spoon	चिम्मच	tʃimmatʃ	--
S05.380	the knife(1)	चाकू	tʃaːkuː	--
S05.390	the fork	कांटा	kaːn̪ʈaː	--
S05.391	the tongs	चिमटा , चिमटी	tʃimaʈaː , tʃimaʈiː   	--
S05.410	the meal	खाना	kʰaːn̪aː	--
S05.420	the breakfast	नाश्ता	n̪aːɕt̪aː	--
S05.430	the lunch	दोपहर का खाना	d̪opahar kaː kʰaːn̪aː	--
S05.440	the dinner	रात का खाना	raːt̪ kaː kʰaːn̪aː 	--
S05.450	the supper	ब्यालू	bjaːluː 	--
S05.460	to peel	छीलना	tʃʰiːlan̪aː	--
S05.470	to sieve or to strain	छानना	tʃʰaːn̪n̪aː	--
S05.480	to scrape	खुरचना	kʰuratʃan̪aː	--
S05.490	to stir or to mix	मिलाना	milaːn̪aː	--
S05.510	the bread	रोटी	roʈiː	--
S05.530	the dough	आटा	aːʈaː 	--
S05.540	to knead	गूंधना	guːn̪d̪ʱan̪aː	--
S05.550	the flour	आटा	aːʈaː 	--
S05.560	to crush or to grind	कुचलना	kutʃalan̪aː	--
S05.570	the mill	कारखाना	kaːrakʰaːn̪aː	--
S05.580	the mortar(1)	ओखली	okʰaliː	--
S05.590	the pestle	मूसल , मूसली	muːsal , muːsaliː 	--
S05.610	the meat	गोश्त , मांस	goɕt̪  , maːn̪s	--
S05.630	the sausage	लंगूचा	laŋguːtʃaː	--
S05.640	the soup	झोल , शोरबा , रसा	dʒʱol , ɕorabaː , rasaː	--
S05.650	the vegetables	सब्जी 	sabdʒiː	--
S05.660	the bean	फली , सेम	pʰaliː , sem 	--
S05.700	the potato	आलू	aːluː	--
S05.710	the fruit	फल	pʰal	--
S05.712	the bunch	गुच्छा	gutʃtʃʰaː 	--
S05.750	the fig	अंजीर	an̪dʒiːr	--
S05.760	the grape	अंगूर	aŋguːr	--
S05.770	the nut	nw	nw	--
S05.780	the olive	जलपाई, औलिव	dʒalpaːi, ɔliv	--
S05.790	the oil	तेल	t̪el	--
S05.791	the grease or fat	चरबी , चिकनाई	tʃarabiː , tʃikn̪aːiː  	--
S05.810	the salt	नमक	n̪amak	--
S05.820	the pepper	मिर्च	mirtʃ	--
S05.821	the chili pepper	मिर्च 	mirtʃ 	--
S05.840	the honey	शहद	ɕahad̪	--
S05.850	the sugar	चीनी	tʃiːn̪iː	--
S05.860	the milk	दूध	d̪uːd̪ʱ	--
S05.870	to milk	दुहना	d̪uhan̪aː	--
S05.880	the cheese	पनीर , चीज़	pan̪iːr , tʃiːdʒ	--
S05.890	the butter	मक्खन	makkʰan̪	--
S05.900	the drink	शराब	ɕaraːb	--
S05.910	the mead	शहद की शराब	ɕahad̪ kiː ɕaraːb	--
S05.920	the wine	मदिरा , शराब	mad̪iraː , ɕaraːb 	--
S05.930	the beer	बीयर , शराब	bijar , ɕaraːb	--
S05.940	the fermented drink	शराब	ɕaraːb	--
S05.970	the egg	अंडा	an̪ɖaː	--
S05.971	the yolk	अण्डे की ज़रदी	aɳɖe kiː dʒarad̪iː	--
S06.110	to put on	पहनना	pahan̪an̪aː	--
S06.120	the clothing or clothes	कपड़ा	kapaɽaː	--
S06.130	the tailor	दरजी	d̪aradʒiː	--
S06.210	the cloth	कपड़ा	kapaɽaː	--
S06.220	the wool	ऊन	uːn̪	--
S06.230	the linen	लिनेन	lin̪en̪	--
S06.240	the cotton	सूती	suːt̪iː	--
S06.250	the silk	रेशम , सिल्क	reɕam, silk	--
S06.270	the felt	कंबल , नमदा 	kambal , n̪amad̪aː 	--
S06.280	the fur	लोम	lom	--
S06.290	the leather	चमड़ा	tʃamaɽaː	--
S06.310	to spin	कातना	kaːt̪an̪aː	--
S06.320	the spindle	तकला	t̪akalaː	--
S06.330	to weave	बुनना	bun̪an̪aː	--
S06.340	the loom	करघा	kargʱaː 	--
S06.350	to sew	सिलना	silan̪aː	--
S06.360	the needle(1)	सूई	suːiː	--
S06.370	the awl	सूआ	suːaː	--
S06.380	the thread	धागा	d̪ʱaːgaː	--
S06.390	to dye	रंगना	raŋgan̪aː	--
S06.410	the cloak	लबादा	labaːd̪aː	--
S06.411	the poncho	पोनचो	pon̪atʃo	--
S06.420	the (woman's) dress	कपड़े	kapaɽe	--
S06.430	the coat	अचकन , कोट , शेरवानी	atʃakan̪, koʈ , ɕervaːn̪iː 	--
S06.440	the shirt	कमीज	kamiːdʒ	--
S06.450	the collar	गला , कौलर	galaː , kɔlar	--
S06.460	the skirt	घाघरा , लहंगा	gʱaːgʱraː , lahaŋgaː	--
S06.461	the grass-skirt	घास का लहंगा	gʱaːs kaː lahaŋgaː 	--
S06.480	the trousers	पजामा , पतलून	padʒaːmaː , pat̪aluːn̪ 	--
S06.490	the sock or stocking	मोजा , जुर्राब	modʒaː , dʒurraːb	--
S06.510	the shoe	जूता	dʒuːt̪aː	--
S06.520	the boot	बूट	buːʈ 	--
S06.540	the shoemaker	मोची	motʃiː	--
S06.550	the hat or cap	टोपी	ʈopiː 	--
S06.570	the belt	कमरबंद , पट्टा	kamarban̪d̪  , paʈʈaː	--
S06.580	the glove	दस्ताना	d̪ast̪aːn̪aː	--
S06.590	the veil	घूंघट	gʱuːŋgʱaʈ	--
S06.610	the pocket	जेब	dʒeːb	--
S06.620	the button	बटन , काज	baʈan̪  , kaːdʒ	--
S06.630	the pin	पिन , सुई	pin̪ , suiː	--
S06.710	the ornament or adornment	जेवर	dʒevar 	--
S06.720	the jewel	जवाहर , मणि	dʒavaːhar , maɳi	--
S06.730	the ring	अंगूठी	aŋguːʈʰiː	--
S06.740	the bracelet	कंगन	kaŋgan̪ 	--
S06.750	the necklace	हार	haːr	--
S06.760	the bead	मणिका	maɳikaː 	--
S06.770	the earring	झुमका, कान की बाली	dʒʱumakaː, kaːn̪ kiː baːliː	--
S06.780	the headband or headdress	सिर की पट्टी	sir kiː paʈʈiː	--
S06.790	the tattoo	गुदना	gud̪an̪aː	--
S06.810	the handkerchief or rag	रुमाल	ruːmaːl	--
S06.820	the towel	अंगोछा ,  तौलिया	aŋgotʃʰaː ,  t̪ɔlijaː 	--
S06.910	the comb	कंघा	kaŋgʱaː	--
S06.920	the brush	तूलिका	t̪uːlikaː 	--
S06.921	the plait/braid	चुटिया	tʃuʈijaː 	--
S06.930	the razor	रेज़र	redʒʱar	--
S06.940	the ointment	लेप , वीलेप	lep , viːlep	--
S06.950	the soap	साबुन	saːbun̪	--
S06.960	the mirror	शीशा	ɕiːɕaː	--
S07.110	to live	जीना	dʒiːn̪aː	--
S07.120	the house	घर	gʱar	--
S07.130	the hut	झोपड़ी	dʒʱopaɽiː	--
S07.131	the garden-house	बगीचावाले घर	bagiːtʃevaːlaː gʱar	--
S07.140	the tent	तंबू	t̪ambuː	--
S07.150	the yard or court	कतरा	kat̪araː 	--
S07.160	the men's house	आदमियों का घर	aːd̪amiːjon̪ kaː gʱar	--
S07.170	the cookhouse	रसोई	rasoiː	--
S07.180	the meeting house	सभा केंद्र	sabʱaː ken̪d̪ra	--
S07.210	the room	कमरा	kamaraː 	--
S07.220	the door or gate	दरवाज़ा , फाटक	d̪aravaːdʒaː , pʰaːʈak 	--
S07.221	the doorpost	दरवाज़ा	d̪aravaːdʒaː 	--
S07.230	the lock	ताला	t̪aːlaː	--
S07.231	the latch or door-bolt	चिटकनी	tʃiʈakan̪iː 	--
S07.240	the key	चाबी	tʃaːbiː	--
S07.250	the window	खिड़की	kʰiɽakiː	--
S07.260	the floor	ज़मीन , फर्श	dʒaːmiːn̪ , pʰarɕ	--
S07.270	the wall	दीवार	d̪iːvaːr	--
S07.310	the fireplace	चूल्हा	tʃuːlhaː	--
S07.320	the stove	चूल्हा	tʃuːlhaː	--
S07.330	the chimney	चिमनी	tʃiman̪iː  	--
S07.370	the ladder	सीढ़ी	siːɽʱiː	--
S07.420	the bed	पलंग	palaŋg	--
S07.421	the pillow	तकिया	t̪akijaː 	--
S07.422	the blanket	कंबल	kambal	--
S07.430	the chair	कुरसी	kurasiː	--
S07.440	the table	मेज	medʒ	--
S07.450	the lamp or torch	दीपक , दिया , चिराग  	d̪iːpak ,  d̪ijaː ,  tʃiraːg̣	--
S07.460	the candle	मोमबत्ती	mombat̪t̪iː	--
S07.470	the shelf	खाना	kʰaːn̪aː	--
S07.480	the trough	गर्त , कुंडा	gart̪a , kun̪ɖaː	--
S07.510	the roof	छप्पर , छत	tʃʰappar , tʃʰat̪ 	--
S07.520	the thatch	छप्पर	tʃʰappar 	--
S07.530	the ridgepole	शहतीर	ɕahat̪iːr	--
S07.540	the rafter	कढ़ी	kaɽʱiː 	--
S07.550	the beam	किरा	kiraː 	--
S07.560	the post or pole	खंभा	kʰambʱaː	--
S07.570	the board	तख्ता	t̪akʰt̪aː 	--
S07.580	the arch	धनुश्य	d̪ʱan̪uɕja 	--
S07.610	the mason	मेमार , राजगीर	memaːr , raːdʒagiːr	--
S07.620	the brick	ईंट	iːn̪ʈ	--
S07.630	the mortar(2)	खल्ल	kʰall	--
S07.640	the adobe	कच्ची ईंट	katʃtʃiː iːn̪ʈ	--
S08.110	the farmer	किसान	kisaːn̪	--
S08.120	the field	खेत	kʰet̪	--
S08.130	the garden	बगीचा	bagiːtʃaː	--
S08.150	to cultivate	उगाना	ugaːn̪aː	--
S08.160	the fence	घेरा	gʱeraː  	--
S08.170	the ditch	खाई	kʰaːiː	--
S08.210	to plough/plow	जोतना	dʒot̪an̪aː	--
S08.212	the furrow	कुंड	kun̪ɖ  	--
S08.220	to dig	खोदना	kʰod̪an̪aː	--
S08.230	the spade	फावड़ा	pʰaːvaɽaː  	--
S08.240	the shovel	बेलचा	belatʃaː	--
S08.250	the hoe	गोर	gor	--
S08.260	the fork(2)/pitchfork	कांटा	kaːn̪ʈaː	--
S08.270	the rake	पचरा	patʃaraː	--
S08.310	to sow	बोना	bon̪aː	--
S08.311	the seed	बीज	biːdʒ	--
S08.320	to mow	काटना	kaːʈan̪aː 	--
S08.330	the sickle or scythe	हंसिया	han̪sijaː	--
S08.340	to thresh	गाहना	gaːhan̪aː	--
S08.350	the threshing-floor	खलिहान	kʰalihaːn̪	--
S08.410	the harvest	फसल , उपज	pʰasal , upadʒ	--
S08.420	the grain	अनाज , दाना	an̪aːdʒ , d̪aːn̪aː  	--
S08.430	the wheat	गेहूं	gehuːn̪	--
S08.440	the barley	जौ	jɔː	--
S08.450	the rye	राई	raːiː	--
S08.460	the oats	जई	dʒaiː 	--
S08.470	the maize/corn	मकई , मक्का	makaiː , makkaː	--
S08.480	the rice	चावल	tʃaːval	--
S08.510	the grass	घास	gʱaːs	--
S08.520	the hay	फूस	pʰuːs 	--
S08.530	the plant	पौधा	pɔd̪ʱaː	--
S08.531	to plant	बोना	bon̪aː	--
S08.540	the root	जड़	dʒaɽ 	--
S08.550	the branch	डाल	ɖaːl	--
S08.560	the leaf	पत्ता	pat̪t̪aː	--
S08.570	the flower	फूल	pʰuːl	--
S08.600	the tree	पेड़	peɽ 	--
S08.610	the oak	शाहबलूत	ɕaːhabaluːt̪	--
S08.620	the beech	बीच	biːtʃ	--
S08.630	the birch	भोज	bʱodʒ	--
S08.640	the pine	चीड़	tʃiːɽ 	--
S08.650	the fir	देवदार	d̪evd̪aːr	--
S08.660	the acorn	बंजुफल	ban̪dʒupʰal	--
S08.670	the vine	बेल , लता	bel , lat̪aː	--
S08.680	the tobacco	तंबाकू	t̪ambaːkuː	--
S08.690	to smoke	चीलम पीना , सीगरेट पीना	tʃilam piːn̪aː , sigareʈ piːn̪aː	--
S08.691	the pipe	नली	n̪aliː	--
S08.720	the tree stump	ठूँठ	ʈʰuːn̪ʈʰ 	--
S08.730	the tree trunk	ठूँठ	ʈʰuːn̪ʈʰ 	--
S08.740	the forked branch	-	--	--
S08.750	the bark	छाल	tʃʰaːl	--
S08.760	the sap	रस	ras	--
S08.810	the palm tree	ताड़	t̪aːɽ 	--
S08.820	the coconut	नारियल	n̪aːrijal	--
S08.830	the citrus fruit	निम्बू वंश	n̪imbuː van̪ɕ	--
S08.840	the banana	केला	kelaː	--
S08.850	the banyan	पीपल	piːpal	--
S08.910	the sweet potato	शकरकंदी	ɕakarkan̪d̪iː	--
S08.912	the yam	शकरकंदी	ɕakarkan̪d̪iː	--
S08.920	the cassava/manioc	कसावा	kasaːvaː	--
S08.930	the gourd	कद्दू	kad̪d̪uː	--
S08.931	the pumpkin or squash	कद्दू	kad̪d̪uː	--
S08.940	the bamboo	बांस	baːn̪s	--
S08.941	the sugar cane	गन्ना	gan̪n̪aː	--
S08.960	the fish poison	मछली का जहर	matʃʰli kaː dʒaher	--
S08.970	the nettle	बिच्छू , बूटी	bitʃtʃʰuː ,  buːʈiː	--
S08.980	the mushroom	खुंभी	kʰumbʱiː	--
S09.110	to do	करना	karan̪aː	--
S09.120	the work	काम	kaːm	--
S09.140	to bend	झुकाना	dʒʱukaːn̪aː	--
S09.150	to fold	तह करना	 t̪ah karan̪aː	--
S09.160	to tie	बांधना	baːn̪d̪ʱan̪aː	--
S09.161	to untie	खोलना	kʰolan̪aː	--
S09.180	the chain	जंज़ीर	dʒan̪dʒiːr	--
S09.190	the rope	रस्सी	rassiː	--
S09.192	the knot	गांठ	gaːn̪ʈʰ	--
S09.210	to strike or hit or beat	मारना , पीटना	maːran̪aː , piːʈan̪aː	--
S09.211	to pound	कूटना	kuːʈan̪aː	--
S09.220	to cut	काटना	kaːʈan̪aː	--
S09.221	to cut down	काट डालना	kaːʈ ɖaːlan̪aː	--
S09.222	to chop	काटना	kaːʈan̪aː 	--
S09.223	to stab	भोंकना	bʱoŋkn̪aː	--
S09.230	the knife(2)	चाकू	tʃaːkuː	--
S09.240	the scissors or shears	क़ैंची	kɛn̪tʃiː	--
S09.250	the axe/ax	कुल्हाड़ा	kulhaːɽaː	--
S09.251	the adze	बसूला	basuːlaː	--
S09.260	to break	तोड़ना	t̪oɽan̪aː 	--
S09.261	broken	फूटा हुआ , तूटा हुआ	pʰuːʈaː huaː , t̪uʈaː huaː	--
S09.270	to split	फाड़ना , चीरना	pʰaːɽan̪aː , tʃiːran̪aː	--
S09.280	to tear	फाड़ना	pʰaːɽn̪aː	--
S09.290	to skin	खाल उतारना	kʰaːl ut̪aːran̪aː	--
S09.310	to rub	घिसना , मलना	gʱisan̪aː , malan̪aː	--
S09.320	to stretch	खींचना , तानना	kʰiːn̪tʃan̪aː , t̪aːn̪an̪aː	--
S09.330	to pull	खींचना	kʰiːn̪tʃan̪aː	--
S09.340	to spread out	फैलाना	pʰɛlaːn̪aː	--
S09.341	to hang up	टांगना	ʈaːŋgan̪aː	--
S09.342	to press	दबाना	d̪abaːn̪aː	--
S09.343	to squeeze	निचोड़ना	n̪itʃoɽan̪aː 	--
S09.350	to pour	उड़ेलना	uɽeln̪aː	--
S09.360	to wash	धोना	d̪ʱon̪aː	--
S09.370	to sweep	झाड़ना	dʒʱaːɽan̪aː	--
S09.380	the broom	झाड़ू	dʒʱaːɽuː	--
S09.422	the tool	शस्त्र	ɕast̪ra 	--
S09.430	the carpenter	बढ़ई	baɽʱaiː	--
S09.440	to build	बनाना	ban̪aːn̪aː	--
S09.460	to bore	उबाना	ubaːn̪aː 	--
S09.461	to hollow out	छेद करना	tʃʰed̪ karan̪aː	--
S09.480	the saw	आरा	aːraː 	--
S09.490	the hammer	हथौड़ा	hat̪ʰɔɽaː	--
S09.500	the nail	कील	kiːl	--
S09.560	the glue	गोंध	gon̪d̪ʱ	--
S09.600	the blacksmith	लुहार	luhaːr	--
S09.610	to forge	गाढना	gaːɽʱn̪aː	--
S09.620	the anvil	निहाई	n̪ihaːiː 	--
S09.630	to cast	ढालना	ɖʱaːlan̪a	--
S09.640	the gold	सोना	son̪aː	--
S09.650	the silver	चांदी	tʃaːn̪d̪iː	--
S09.660	the copper	तांबा	t̪aːmbaː	--
S09.670	the iron	लोहा	lohaː	--
S09.680	the lead	सीसा	siːsaː 	--
S09.690	the tin or tinplate	कलई	kalaiː 	--
S09.710	the potter	कुम्हार	kumhaːr	--
S09.720	to mould/mold	ढालना	ɖʱaːlan̪aː	--
S09.730	the clay	मिट्टी	miʈʈiː 	--
S09.740	the glass	शीशा	ɕiːɕaː	--
S09.750	to weave or plait/braid	बुनना, चोटी करना	bun̪an̪aː , tʃoʈiː karan̪aː	--
S09.760	the basket	टोकरी	ʈokariː	--
S09.770	the mat	चटाई	tʃaʈaːiː 	--
S09.771	the rug	कंबल	kambal 	--
S09.780	the netbag	जाली	dʒaːliː	--
S09.790	the fan	पंखा	paŋkʰaː	--
S09.791	to fan	पंखा करना , पंखा चलाना	paŋkʰaː karan̪aː , paŋkʰaː tʃalaːn̪aː	--
S09.810	to carve	तराशना	t̪araːɕan̪aː 	--
S09.820	the sculptor	मूर्तिकार , शिल्पकार	muːrt̪ikaːr , ɕilpakaːr	--
S09.830	the statue	मूर्ति	muːrt̪i	--
S09.840	the chisel	छेनी	tʃʰen̪iː 	--
S09.880	the paint	रंग	raŋg 	--
S09.890	to paint	रंगना	raŋgan̪aː 	--
S10.110	to move	हिलाना	hilaːn̪aː	--
S10.120	to turn	उलटना	ulaʈan̪aː	--
S10.130	to turn around	उलटना	ulaʈan̪aː	--
S10.140	to wrap	लपेटना	lapeʈan̪aː 	--
S10.150	to roll	ढरकना	ʈʰarakn̪aː	--
S10.160	to drop	टपकना	ʈapakan̪aː 	--
S10.170	to twist	मोड़ना	moɖan̪aː	--
S10.210	to rise	निकलना , उठना	n̪ikaln̪aː , uʈʰan̪aː	--
S10.220	to raise or lift	उठाना	uʈʰaːn̪aː 	--
S10.230	to fall	गिरना	giran̪aː	--
S10.240	to drip	टपकना	ʈapakan̪aː 	--
S10.250	to throw	फेंकना	pʰeŋkan̪aː	--
S10.252	to catch	पकड़ना	pakaɽan̪aː	--
S10.260	to shake	हिलाना	hilaːn̪aː	--
S10.320	to flow	बहना	behan̪aː	--
S10.330	to sink	डूबना	ɖuːban̪aː	--
S10.340	to float	तैरना	t̪ɛran̪aː  	--
S10.350	to swim	तैरना	t̪ɛran̪aː	--
S10.351	to dive	गोता लगाना	g̣ot̪aː lagaːn̪aː	--
S10.352	to splash	छपछपाना	tʃʰaptʃʰapaːn̪aː	--
S10.360	to sail	जलयात्रा करना	dʒaljaːt̪raː karn̪aː	--
S10.370	to fly	उड़ना	uɽan̪aː	--
S10.380	to blow	चलना	tʃalan̪aː	--
S10.410	to crawl	सरकना	sarakan̪aː 	--
S10.412	to kneel	घुटने टेकना	gʱuʈn̪e ʈekan̪aː	--
S10.413	to crouch	दुबकना	d̪ubakn̪aː	--
S10.420	to slide or slip	फिसलना , सरकना	pʰisalan̪aː , sarakan̪aː 	--
S10.430	to jump	कूदना , उछलना	kuːd̪an̪aː , utʃʰalan̪aː	--
S10.431	to kick	ठुकराना	ʈʰukaraːn̪aː 	--
S10.440	to dance	नाचना	n̪aːtʃan̪aː	--
S10.450	to walk	चलना	tʃalan̪aː	--
S10.451	to limp	लंगड़ाना	laŋgaɽaːn̪aː	--
S10.460	to run	दौड़ना	d̪ɔɽan̪aː	--
S10.470	to go	जाना	dʒaːn̪aː	--
S10.471	to go up	ऊपर जाना	uːpar dʒaːn̪aː	--
S10.472	to climb	चढना	tʃaɽʱan̪aː	--
S10.473	to go down	नीचे जाना , उतरना 	n̪iːtʃe dʒaːn̪aː , ut̪aran̪aː 	--
S10.474	to go out	बाहर जाना	baːhar dʒaːn̪aː	--
S10.480	to come	आना	aːn̪aː	--
S10.481	to come back	वापिस आना	vaːpis aːn̪aː	--
S10.490	to leave	छोड़ना	tʃʰoɽan̪aː 	--
S10.491	to disappear	ग़ायब होना	g̣aːjab hon̪aː	--
S10.510	to flee	भाग जाना	bʱaːg dʒaːn̪aː	--
S10.520	to follow	पीछा करना	piːtʃʰaː karn̪aː	--
S10.530	to pursue	पीछा करना	piːtʃʰaː karn̪aː 	--
S10.550	to arrive	पहुंचना	pahun̪tʃan̪aː	--
S10.560	to approach	पहुंचना	pahun̪tʃan̪aː	--
S10.570	to enter	घुसना	gʱusn̪aː	--
S10.610	to carry	उठाना	uʈʰaːn̪aː	--
S10.612	to carry in hand	हाथ से उठाना	haːt̪ʰ se uʈʰaːn̪aː	--
S10.613	to carry on shoulder	कंधे पर उठाना	kand̪ʱe par uʈʰaːn̪aː 	--
S10.614	to carry on head	सिर पर उठाना	sir par uʈʰaːn̪aː	--
S10.615	to carry under the arm	बाजू के नीचे उठाना	baːdʒuː ke n̪iːtʃe uʈʰaːn̪aː	--
S10.620	to bring	लाना	laːn̪aː	--
S10.630	to send	भेजना	bʱedʒn̪aː	--
S10.640	to lead	नेतृत्व करना	n̪et̪rat̪va karan̪aː	--
S10.650	to drive	चलाना	tʃalaːn̪aː	--
S10.660	to ride	सवारी करना	savaːriː karan̪aː	--
S10.670	to push	धक्का देना	d̪ʱakkaː d̪en̪aː	--
S10.710	the road	पथ , मार्ग , रस्ता	pat̪ʰ , marg , raːst̪aː	--
S10.720	the path	पथ , मार्ग , रस्ता	pat̪ʰ , marg , raːst̪aː	--
S10.740	the bridge	पुल	pul	--
S10.750	the cart or wagon	गाड़ी , ठेला	gaːɽiː ,  ʈʰelaː 	--
S10.760	the wheel	पहिया , चक्कर	pahijaː , tʃakkar	--
S10.770	the axle	धुरा	d̪ʱuraː 	--
S10.780	the yoke	जुटना	dʒuʈan̪aː	--
S10.810	the ship	जहाज	dʒahaːdʒ	--
S10.830	the boat	नाव	n̪aːv 	--
S10.831	the canoe	डोंगा	ɖoŋgaː 	--
S10.832	the outrigger	nw	nw	--
S10.840	the raft	बेड़ा	beɽaː	--
S10.850	the oar	चप्पू	tʃappuː 	--
S10.851	the paddle	पतवार	pat̪avaːr	--
S10.852	to row	खेना	kʰen̪aː	--
S10.860	the rudder	पतवार	pat̪avaːr	--
S10.870	the mast	मस्तूल	mast̪uːl 	--
S10.880	the sail	पाल	paːl	--
S10.890	the anchor	लंगर	laŋgar	--
S10.910	the port	बंदरगाह	ban̪d̪argaːh	--
S10.920	to land	उतरना	ut̪aran̪aː 	--
S11.110	to have	होना	hon̪aː	--
S11.120	to own	मालिक होना	maːlik hon̪aː	--
S11.130	to take	लेना	len̪aː	--
S11.140	to grasp	जखड़ना , पकड़ना	dʒakʰaɽan̪aː , pakaɽan̪aː 	--
S11.150	to hold	पकड़ना	pakaɽan̪aː 	--
S11.160	to get	मिलना	milan̪aː	--
S11.170	to keep	रखना	rakʰn̪aː	--
S11.180	the thing	चीज	ʧiːdʒ	--
S11.210	to give	देना	d̪en̪aː	--
S11.220	to give back	वापिस देना , वापिस करना , वापिस लेना	vaːpis d̪en̪aː  , vaːpis karn̪aː , vaːpis len̪aː	--
S11.240	to preserve	बचाना , बनाये रखना	batʃaːn̪aː , ban̪aːje rakʰan̪aː	--
S11.250	to rescue	बचाना	batʃaːn̪aː	--
S11.270	to destroy	ख़तम करना , उजाड़ना	kʰat̪am karn̪aː , udʒaːɽn̪aː	--
S11.280	to injure	चोट लगना	tʃoʈ lagan̪aː 	--
S11.310	to look for	ढूँढना , खोजना	ɽʱuːn̪ɽʱan̪aː , kʰodʒn̪aː	--
S11.320	to find	मिलना	milan̪aː	--
S11.330	to lose	गुम होना	gum hon̪aː  	--
S11.340	to let go	जाने देना	dʒaːn̪eː d̪en̪aː	--
S11.430	the money	पैसा	pɛsaː	--
S11.440	the coin	सिक्का	sikkaː	--
S11.510	rich	अमीर	amiːr 	--
S11.520	poor	ग़रीब	gariːb	--
S11.530	the beggar	भिक्षु , भिखारी , फकीर	bʱikʂu , bʱikʰaːriː , fakiːr	--
S11.540	stingy	कंजूस	kan̪dʒuːs	--
S11.610	to lend	उधार देना	ud̪ʱaːr d̪en̪aː	--
S11.620	to borrow	उधार लेना	ud̪ʱaːr leːn̪aː	--
S11.630	to owe	ऋण  लेना	riɳ  leːn̪aː	--
S11.640	the debt	उधार	ud̪ʱaːr 	--
S11.650	to pay	चुकाना	tʃukaːn̪aː	--
S11.660	the bill	रसीद	rasiːd̪ 	--
S11.690	the tax	कर	kar	--
S11.770	to hire	उधार लेना , किराये पर लेना	ud̪ʱaːr len̪aː , kiraːje per len̪aː	--
S11.780	the wages	पगार	pagaːr 	--
S11.790	to earn	कमाना	kamaːn̪aː	--
S11.810	to buy	खरीदना	kʰariːd̪n̪aː	--
S11.820	to sell	बेचना	betʃan̪aː	--
S11.830	to trade or barter	व्यापार करना	vjaːpaːr karan̪aː	--
S11.840	the merchant	व्यापारी	vjaːpaːriː	--
S11.850	the market	बाजार , मंडी 	baːdʒaːr , man̪ɖiː 	--
S11.860	the shop/store	दूकान	d̪uːkaːn̪ 	--
S11.870	the price	दाम	d̪aːm	--
S11.880	expensive	महंगा	mahaŋgaː	--
S11.890	cheap	सस्ता	sast̪aː	--
S11.910	to share	बाटना	baːʈan̪aː	--
S11.920	to weigh	तोलना	t̪olan̪aː  	--
S12.110	the place	जगह	dʒagah	--
S12.120	to put	रखना	rakʰn̪aː	--
S12.130	to sit	बैठना	bɛʈʰan̪aː 	--
S12.140	to lie down	लेटना	leʈan̪aː	--
S12.150	to stand	खड़ा होना	kʰaɽaː hon̪aː	--
S12.160	to remain	रहना	rahn̪aː	--
S12.170	the remains	अवशेष	avaɕeʂ	--
S12.210	to gather	बटोरना , इकट्ठा करना	baʈorn̪aː , ikaʈʈʰaː karan̪aː	--
S12.212	to pick up	उठाना	uʈʰaːn̪a	--
S12.213	to pile up	ढेर लगाना , इकट्ठा करना	ɖʱer lagaːn̪aː , ikaʈʈʰaː karan̪aː	--
S12.220	to join	जोड़ना	dʒoɽan̪aː	--
S12.230	to separate	अलग करना	alag karan̪aː 	--
S12.232	to divide	बांटना	baːn̪ʈan̪aː	--
S12.240	to open	खोलना	kʰoln̪aː	--
S12.250	to shut	बंद करना	ban̪d̪ karn̪aː	--
S12.260	to cover	ढाकना	ɖʱaːkan̪aː 	--
S12.270	to hide	छुपाना	tʃʰupaːn̪aː	--
S12.310	high	ऊंचा	uːn̪tʃaː	--
S12.320	low	नीचा	n̪iːtʃaː	--
S12.330	the top	चोटी	tʃoʈiː 	--
S12.340	the bottom	तल	t̪al 	--
S12.350	the end(1)	अंत	an̪t̪	--
S12.352	pointed	नुकीला	n̪ukiːlaː 	--
S12.353	the edge	धार	d̪ʱaːr 	--
S12.360	the side	ओर	or 	--
S12.370	the middle	बीच	biːtʃ	--
S12.410	right(1)	दाहिना , सीधा	d̪aːhin̪aː , siːd̪ʱaː	--
S12.420	left	बायें , उलटा	baːjen̪  , ulaʈaː 	--
S12.430	near	पास	paːs	--
S12.440	far	दूर	d̪uːr	--
S12.450	the east	पूरब	puːrab	--
S12.460	the west	पश्चिम	paɕtʃim	--
S12.470	the north	उत्तर	ut̪t̪ar	--
S12.480	the south	दक्षिण	d̪akɕiɳ	--
S12.530	to grow	उगाना	ugaːn̪aː	--
S12.540	to measure	नापना	n̪aːpan̪aː	--
