Name:   Tibetan
SIL classification:     Sino-Tibetan > Tibeto-Burman > Western Tibeto-Burman > Bodish > Central Bodish > Central
ISO 639-3 code: bod
WALS classification:    Family: Sino-Tibetan > Genus: Bodic
WALS coordinates:       29°50'N, 91°30'E
Compiler:       Anju Saxena
Data entry personnel:   David Karlander
License:       This work is licensed under a Creative Commons Attribution 3.0 Unported License

S01.100	the world	dzam bu gliṅ	The Amazon is the longest river in the world.
S06.590	the veil	yol ba	During the wedding the bride wore a veil that hid her face.
S06.610	the pocket	paṅ kha	He put the money in his shirt pocket.
S06.620	the button	sgrog bu	–
S06.630	the pin	-	The torn shirt was held together by pins.
S06.710	the ornament or adornment	rgyan	Her hair was adorned with silver oranments.
S06.720	the jewel	nor bu	–
S06.730	the ring	*mgu ya	–
S06.740	the bracelet	dpuṅ cha	She wore a solid gold bracelet.
S06.750	the necklace	ske 'khor	Her necklace was made of pearls and coral.
S06.760	the bead	-	–
S06.770	the earring	rna loṅ	The pirate wore one earring.
S06.780	the headband or headdress	źwa mo	–
S06.790	the tattoo	-	–
S06.810	the handkerchief or rag	sna lcibs	–
S06.820	the towel	a chor	–
S06.910	the comb	skra bśad	–
S06.920	the brush	phaṅ to	He used the brush to thoroughly brush his hair.
S06.921	the plait/braid	lhas ma, lhad ma	–
S06.930	the razor	-	While he was shaving the razor cut his face.
S06.940	the ointment	sman	–
S06.950	the soap	dag khu	A bar of soap was placed by the sink.
S06.960	the mirror	melong	He looked at himself in the mirror that hung on the wall.
S06.9800	the snowshoe	-	She put on her snowshoes before going out into the cold.
S06.99901	the bag	skye	–
S06.99903	the fringe	-	–
S06.99904	the leg band	-	–
S06.99906	the pompom	-	–
S06.99907	the sandal	*khyi la	–
S06.99908	the sleeve	phu thuṅ	–
S06.99909	the smock	-	–
S06.99910	the style or fashion	bźogs	–
S06.99911	to wear	gon	–
S07.110	to live	bźugs	A family of five lives in that large house.
S07.120	the house	gzims gźuṅ	–
S07.130	the hut	khu tu	–
S07.131	the garden-house	-	–
S07.140	the tent	dbu gur	–
S07.150	the yard or court	sraṅ	–
S07.160	the men's house	-	–
S07.170	the cookhouse	-	–
S07.180	the meeting house	-	–
S07.210	the room	khaṅ mig	–
S07.220	the door or gate	sgo	–
S07.221	the doorpost	-	–
S07.230	the lock	*gzi ma	–
S07.231	the latch or door-bolt	-	–
S07.2320	the padlock	sgo lcags	–
S07.240	the key	lde mig	–
S07.250	the window	-	–
S07.260	the floor	sa mthil	–
S07.270	the wall	gyaṅ kha	The walls of our house are very thick.
S07.310	the fireplace	thab	–
S07.320	the stove	thab ka, thab kha	She put the kettle on the stove and lit the fire.
S07.330	the chimney	thog khuṅ	–
S07.370	the ladder	skas	–
S07.420	the bed	gzim sa	–
S07.421	the pillow	sṅas	–
S07.422	the blanket	cha li 	–
S07.430	the chair	rkub bkyag	–
S07.440	the table	sgrog tse	–
S07.450	the lamp or torch	glog bźu	–
S07.460	the candle	la	–
S07.470	the shelf	slaṅs	Put it back on the top shelf.
S07.480	the trough	-	–
S07.510	the roof	khaṅ leb	–
S07.520	the thatch	-	–
S07.530	the ridgepole	-	–
S07.540	the rafter	drab	–
S07.550	the beam	gduṅ	–
S07.560	the post or pole	ka ba 	a fence post
S07.570	the board	spaṅ leb	–
S07.580	the arch	-	–
S07.610	the mason	rtsig dpon	–
S07.620	the brick	pag ba, bag pa	–
S07.630	the mortar(2)	z'al ba	–
S07.640	the adobe	-	–
S07.6500	the camp 	sgar	The nomads built a camp in which they would stay for a week.
S07.6600	the hammock	-	–
S07.6700	to tan	mñed	to tan hides
S07.99901	the bench	oṅ bkyag	–
S07.99902	the case	śubs	–
S07.99903	the griddle	ta ba 	–
S07.99904	the guestroom	-	–
S07.99905	the mosquito net	bu gur	–
S07.99906	the roof tile	g.ya' rmaṅs	–
S08.110	the farmer	źiṅ pa	The poor farmer did not own the land he cultivated.
S08.120	the field	źiṅ	The field was planted with cabbage.
S08.1210	the paddy	bras	The paddy provided rice for the entire village.
S08.130	the garden	ldum ra	Behind the house was a garden where the family grew vegetables.
S08.150	to cultivate	*ged	There is no more land left to cultivate.
S08.160	the fence	gog ra	–
S08.170	the ditch	rka	–
S08.210	to plough/plow	rmod, rmos	–
S08.212	the furrow	rol	–
S08.220	to dig	rko, brkos	–
S08.230	the spade	lcags khyem	–
S08.240	the shovel	khyem	–
S08.250	the hoe	jor	–
S08.260	the fork(2)/pitchfork	kha brag, kha dbrag	–
S08.270	the rake	kha tse	–
S08.2800	the digging stick (=yamstick) 	-	–
S08.2900	the lasso	źags	–
S08.310	to sow	debs, btab	–
S08.311	the seed	-	–
S08.320	to mow	rṅa	–
S08.330	the sickle or scythe	lo zor	–
S08.340	to thresh	rduṅ, brduṅs, brduṅ, rduṅs	–
S08.350	the threshing-floor	-	–
S08.410	the harvest	btsas ma	–
S08.420	the grain	gro nas	–
S08.430	the wheat	gro 	–
S08.440	the barley	nas	–
S08.450	the rye	-	–
S08.460	the oats	-	–
S08.470	the maize/corn	ma rmos lo thog	The bought corn-on-the-cob from the vendor in the park.
S08.480	the rice	bras	They ate their rice with the stew.
S08.510	the grass	rtswa	Green grass was growing in the forest clearing.
S08.520	the hay	rtswa	–
S08.530	the plant	sa bu	–
S08.531	to plant	debs, btab	–
S08.540	the root	ba thag	–
S08.550	the branch	yral ga	–
S08.560	the leaf	lab, loma	–
S08.570	the flower	me tog	–
S08.600	the tree	śiṅ sdoṅ	–
S08.610	the oak	be  śiṅ	–
S08.620	the beech	-	–
S08.630	the birch	stag pa	–
S08.640	the pine	thaṅ śiṅ	–
S08.650	the fir	-	–
S08.660	the acorn	-	–
S08.670	the vine	sdoṅ ma	–
S08.680	the tobacco	du ba	–
S08.690	to smoke	-	–
S08.691	the pipe	sbu gu	–
S08.720	the tree stump	boṅ laṅs	–
S08.730	the tree trunk	sdoṅ mo	–
S08.740	the forked branch	-	–
S08.750	the bark	sdoṅ śun	–
S08.760	the sap	khu ba	The farmers collected the sap from the maple trees to make syrup. 
S08.810	the palm tree	-	Dates grow on palm trees. 
S08.820	the coconut	-	The boy picked a green coconut and drank its juice.
S08.830	the citrus fruit	-	–
S08.840	the banana	-	The monkey peeled the banana and ate it.
S08.850	the banyan	-	–
S08.910	the sweet potato	gro ma	–
S08.9110	the millet or sorghum	phra mo, 'bru ma	–
S08.912	the yam	gro ma	–
S08.920	the cassava/manioc	-	The farmer grew cassava/manioc to feed his family. 
S08.930	the gourd	ku ba	–
S08.931	the pumpkin or squash	ku ba	–
S08.940	the bamboo	smyug ma	–
S08.941	the sugar cane	bur  śiṅ	–
S08.960	the fish poison	ña dug	–
S08.970	the nettle	zwa	–
S08.980	the mushroom	 śa mo	–
S08.9910	the larch	-	–
S08.9930	the needle(2)	-	–
S08.9960	the cone	-	–
S08.99901	the almond	-	–
S08.99902	the amomum	-	–
S08.99903	the anatto	-	–
S08.99904	the Andean weed	-	–
S08.99905	the apple	kushu	–
S08.99906	the ash tree	-	–
S08.99907	the black tree dye	-	–
S08.99908	the broccoli	-	–
S08.99909	the bromelia	-	–
S08.99910	the carrot		–
S08.99911	the cashew	-	–
S08.99912	the Chinese rice flower	-	–
S08.99914	the coniferous tree	-	–
S08.99915	the cottontree	-	–
S08.99916	the creeper	khri	–
S08.99917	the mortiño	-	–
S08.99918	the dung	śil sbaṅ	–
S08.99921	the guava	-	–
S08.99922	the jarilla	-	–
S08.99923	the jowar	-	–
S08.99924	the kohlrabi	-	–
S08.99925	the liana	-	–
S08.99926	the lima beans	-	–
S08.99927	the lupin	-	–
S08.99929	the mamuelchoique	-	–
S08.99930	the mango	-	–
S08.99931	the mangrove	-	–
S08.99932	the melon	-	–
S08.99933	the millet	bru ma	–
S08.99935	the onion	tsoṅ po	–
S08.99936	the orange	tshal lu	–
S08.99937	the pea	srad ma	–
S08.99938	the pear	li	–
S08.99939	the pineapple	-	–
S08.99941	the plum	-	–
S08.99943	the reed	dam bu	–
S08.99944	the rubber tree	-	–
S08.99945	the sensitive mimosa	-	–
S08.99946	the straw	sog ma	–
S08.99947	the sugar beet	-	–
S08.99948	the tar	-	–
S08.99949	the taro	-	–
S08.99950	the tree dye	-	–
S08.99952	the turnip	ñuṅ ma	–
S08.99953	the vetch	-	–
S08.99954	the watermelon	-	–
S08.99955	the whip	lcag tshan	–
S08.99956	the wild maize	-	–
S08.99957	the willow	lcaṅ ma	–
S08.99958	the woody shrub	-	–
S08.99959	the yerba mate	-	–
S08.99960	to grow(2) (INTR)	tshar	–
S08.99961	to pick	btus	–
S08.99962	to raise	*btog	–
S09.110	to do	mdzad	A has climbed on a tree. B says to A: "What are you doing up there?"
S09.1110	to make	-	I'm going to make a cake for Lisi's birthday.
S09.120	the work	las ka ~ las kha	I can't go out because I have too much work.
S09.140	to bend (INTR)	dgu	I'll bend the branches away so that you can get through.
S09.150	to fold	lteb, bltabs	She folded the piece of paper and put it in the envelope.
S09.160	to tie	*bkyiṅs	He tied his dog to a tree.
S09.161	to untie	-	He untied his dog from the tree.
S09.180	the chain	lcags thag	–
S09.190	the rope	thag pa	They tied up the prisoner with rope.
S09.192	the knot	sgrog pa	Can you help me undo this knot?
S09.210	to strike or hit or beat	rdeg, brdegs	–
S09.211	to pound	rduṅ, brduṅs	He pounded the door with his fist.
S09.220	to cut	gtub, 'thub	The thieves cut the phone wires and entered the house.
S09.221	to cut down	-	Before building the road, we first have to cut down many trees.
S09.222	to chop	gtsab, btsabs	chopping wood for the fire
S09.223	to stab	-	Brutus stabbed Caesar to death.
S09.230	the knife(2)	gri	To chop the onions I need a knife.
S09.240	the scissors or shears	chan pa	–
S09.250	the axe/ax	sta ri	–
S09.251	the adze	ste po, ste'u	–
S09.260	to break	-	The thieves got into the house by breaking a window.
S09.261	broken	chag'gyel	The radio is broken, it won't turn on.
S09.270	to split	-	This log is too large, we have to split it into two.
S09.280	to tear	-	She tore a piece of her blouse to use as a bandange.
S09.290	to skin	b śu, b śus	The cook skinned the chicken before frying it.
S09.310	to rub	-	He rubbed the fragrant leaves between his fingers.
S09.3110	to wipe	byid, phyis	The waiter wiped the table with a dirty rag.
S09.320	to stretch	rkyoṅ, brkyaṅs	Don't stretch the rubber band too much.
S09.330	to pull	-	Help me move the piano: you push and I'll pull.
S09.340	to spread out	*thiṅ	They spread out the mat on the ground and sat on it.
S09.341	to hang up	phyar, phyar	Hang your coat up on the hook.
S09.342	to press	mnan	The little boys pressed their noses against the glass.
S09.343	to squeeze	tshir, btsir	She squeezed some oranges and drank the juice.
S09.350	to pour	-	He poured the wine into the glass.
S09.360	to wash	khrud, bkrus	She washed her son's feet.
S09.370	to sweep	phyag, 'phyags	He swept the path in front of the house.
S09.380	the broom	-	–
S09.422	the tool	bzo chas	–
S09.430	the carpenter	śiṅ mkhan	–
S09.440	to build	rtsig, brtsigs	build a house
S09.460	to bore	rtol, brtol	–
S09.461	to hollow out	-	–
S09.480	the saw	sog le 	One needs a saw to cut down a tree.
S09.490	the hammer	tho	–
S09.500	the nail	dzer ma	–
S09.560	the glue	spyin	–
S09.600	the blacksmith	mgar ba	–
S09.610	to forge	-	From a piece of scrap iron, the blacksmith forged a sword blade.
S09.620	the anvil	-	–
S09.630	to cast	-	The goldsmith melted the coins and cast them into a goblet.
S09.640	the gold	gser	The bracelet is made of gold.
S09.650	the silver	dṅul	The necklace is made of silver.
S09.660	the copper	zaṅs	The coin is made of copper.
S09.670	the iron	lcags	–
S09.680	the lead	-	–
S09.690	the tin or tinplate	b śa'	The cup was made of tin.
S09.710	the potter	-	The potter made jars.
S09.720	to mould/mold	-	She molded the clay into a dish before firing it.
S09.730	the clay	jim pa	–
S09.740	the glass	śel	The window is made of glass.
S09.750	to weave or plait/braid	thag, btags	–
S09.760	the basket	sel po	She carried the fruit home in a basket.
S09.770	the mat	stan	–
S09.771	the rug	*gog gdan	–
S09.780	the netbag	-	–
S09.790	the fan	rluṅ g.yab	The lady had a delicate fan made of sandalwood.
S09.791	to fan	g.yob, g.yabs	People in the audience were fanning themselves with their programmes.
S09.810	to carve	jog, bźogs	Michaelangelo carved this figure from a single block of marble.
S09.820	the sculptor	dpon	Rodin was a French sculptor.
S09.830	the statue	dra sku	The sculptor made a statue of a woman.
S09.840	the chisel	gzoṅ	–
S09.8700	the boomerang	-	The boomerang hit the wallaby and then came back to the hunter.
S09.880	the paint	tshon	–
S09.890	to paint	skud, bskus	We need to paint our house.
S09.9000	to draw water	-	She lowered the bucket into the well and drew water.
S09.9100	the peg	phur pa	The scouts fastened the tent to the ground with wooden pegs.
S09.9200	the tumpline	-	–
S09.9300	the whetstone	dzeṅ	Before cutting the meat, he sharpened his knife with a whetstone.
S09.99901	the barrel	zem	–
S09.99902	the basketry	-	–
S09.99903	the bucket	chu zo	–
S09.99904	the cable	-	–
S09.99905	the canvas sheet	-	–
S09.99906	the corrugated iron	-	–
S09.99907	the deck	-	–
S09.99908	the drill	gsor	–
S09.99909	the file	seg rdar, sag rdar	–
S09.99910	the harbour	-	–
S09.99911	the harpoon	-	–
S09.99912	the hearthstones	-	–
S09.99914	the manioc squeezer	-	–
S09.99915	the pencil	źa smyug	–
S09.99916	the rust	btsa'	–
S09.99917	the sack	tsa ras	–
S09.99918	the scraper	-	–
S09.99920	the skin bag	mar ko ba	–
S09.99921	the slap	gram lcag	–
S09.99922	the spur	sgaṅ	–
S09.99923	the string or cord	thag pa	–
S09.99924	the trail	sraṅ lan	–
S09.99925	the well	khron pa	–
S09.99926	the wharf	-	–
S09.99927	the wheelbarrow	-	–
S09.99928	to barbecue	-	–
S09.99929	to close	-	–
S09.99930	to draw	drud	–
S09.99931	to dwell	gnas	–
S09.99932	to go away	g śoṅ	–
S09.99933	to muddle	sñog, bsñogs	–
S09.99934	to prepare	-	–
S09.99936	to smear	byil, byil	–
S09.99938	to support (INTR)	gson	–
S10.110	to move (INTR)	gul	This rock is so heavy that it cannot be moved.
S10.120	to turn	slog	to turn one's head
S10.130	to turn around (INTR)	khyir	He heard someone call out his name and turned around.
S10.140	to wrap	*skril	He wrapped the fish in leaves and steamed it.
S10.150	to roll	*sdril	He rolled the log down the hill.
S10.160	to drop	thig, 'thigs	We dropped the stone into the water.
S10.170	to twist	gcu, gcus	She twisted the wire around the branch.
S10.210	to rise	śar	The sun rises in the east.
S10.220	to raise or lift (INTR)	ker	–
S10.230	to fall (INTR)	gyel	The ripe coconut fell on the ground.
S10.240	to drip	gtig, btigs	The tap is dripping, shut it tightly!
S10.250	to throw	-	Don't throw stones, it's dangerous!
S10.252	to catch	ju, 'jus	She caught the ball and passed it to her team mate.
S10.260	to shake	sprug, sprugs	Shake the bottle before pouring out the sauce.
S10.320	to flow	*bźur	The river flows to the sea.
S10.330	to sink	*'guṅ	The coconut fell into the water and sank.
S10.340	to float	ldiṅ, ldiṅs	The raft floated on the river.
S10.350	to swim	rkyal	He drowned because he could not swim.
S10.351	to dive	dzul	Diving too deeply is dangerous.
S10.352	to splash	gcol	The girl splashed water in the boy's face.
S10.360	to sail	-	The ship sailed from America to Australia.
S10.370	to fly	phur	Look at that bird flying up in the sky!
S10.380	to blow	byed, byas	The wind is blowing hard.
S10.410	to crawl	gog	The baby is still crawling, it can't walk yet.
S10.412	to kneel	cha'	The messenger kneeled before the king.
S10.413	to crouch	bred	She crouched under the sink to fix the pipes.
S10.420	to slide or slip	gred	–
S10.430	to jump	mchoṅ, mchoṅs	The children were so happy they jumped up and down.
S10.431	to kick	-	He kicked the ball.
S10.440	to dance	chams	Though the music stopped they kept on dancing.
S10.450	to walk	chas	The children walk to school every day.
S10.451	to limp	theṅ, 'theṅs	After his foot injury he limped for months.
S10.460	to run	-	They ran all the way to school.
S10.470	to go	skyod, bskyod	Sometimes I go to school by car, sometimes on foot.
S10.471	to go up	thul	I went up on the roof to get a better view.
S10.472	to climb	-	If you want to pick mangos, you must climb the tree.
S10.473	to go down	nub	Come down from the roof or you'll fall down.
S10.474	to go out	thon, thon	Get out of here before you get hurt!
S10.480	to come	phebs	When I came to school it was still closed.
S10.481	to come back	-	He left and then came back an hour later.
S10.490	to leave	-	The guest arrived yesterday and left this morning.
S10.491	to disappear	dag, dag	The man disappeared without a trace.
S10.510	to flee	chor, śor	Because of the fire they had to flee their home.
S10.520	to follow	-	I came here first, my family followed me later.
S10.530	to pursue	ded, ded	The policeman pursued the thief.
S10.550	to arrive	phrod	The guest arrived yesterday and left this morning.
S10.560	to approach	dud, btud	As we approached the city we could see the lights in the distance.
S10.570	to enter	dzul	She entered the room and sat down.
S10.5800	to go or return home	-	After working in the field the farmer went home.
S10.610	to carry	-	She carried her baby home.
S10.612	to carry in hand	-	She carried a stone in her hand.
S10.613	to carry on shoulder	-	He carried the books on his shoulder.
S10.614	to carry on head	-	She carried the fruit basket on her head.
S10.615	to carry under the arm	-	She carried her bag under her arm.
S10.620	to bring	-	Please bring me the book you are holding.
S10.630	to send	skur, bskur	She sent her parents some money.
S10.640	to lead	khrid, khrid	The dog led the hunter to the fox.
S10.650	to drive	srul, bsrul	He can drive a car, but not a truck.
S10.660	to ride	chib, bcibs	She rides her horse to work every day.
S10.670	to push	phul	Don't push me or I'll fall down.
S10.710	the road	phebs lam	Many cars drove up and down the road.
S10.720	the path	phebs lam, lam	The path leads from the house to the field.
S10.740	the bridge	zam	A beautiful bridge stood over the river.
S10.750	the cart or wagon	śiṅ rta	The cart was pulled by a horse.
S10.760	the wheel	khorlo	The car has four wheels.
S10.770	the axle	-	–
S10.780	the yoke	gña śiṅ	–
S10.7900	the sledge/sled	-	–
S10.810	the ship	gru	–
S10.830	the boat	gru	–
S10.831	the canoe	gduṅ gru	–
S10.832	the outrigger	-	–
S10.840	the raft	gduṅ gru	–
S10.850	the oar	gru khyem	–
S10.851	the paddle	-	–
S10.852	to row	dkrug, dkrugs	–
S10.860	the rudder	-	–
S10.870	the mast	-	–
S10.880	the sail	-	–
S10.890	the anchor	-	–
S10.910	the port	-	–
S10.920	to land	bab, bab	–
S10.99901	to accompany (TR)	grogs	–
S10.99903	to carry on the back	khur, khur	–
S10.99904	to dip	smog	–
S10.99905	to give a ride	-	–
S10.99906	to pass	brgyud	–
S10.99907	to step	gom, bgoms	–
S10.99908	to wait	sgug, bsgugs	–
S11.110	to have	yod	The boy has a flower in his hand.
S11.120	to own	-	The woman owns a car.
S11.130	to take	snom, bsnams	I took my bag and walked to the market square.
S11.140	to grasp	dzin, bzuṅ	Make sure you grasp the rope with both hands.
S11.150	to hold	-	I held the baby in my arms.
S11.160	to get (INTR)	rñed	–
S11.170	to keep	ñar	I like the hat you gave me and I'd like to keep it.
S11.180	the thing	bca' lag	My brother is rich, and many things in his house are never used.
S11.210	to give	ster	The girl gave the boy a flower.
S11.220	to give back	gtod, gtad	I lent you my watch, and you haven't given it back yet.
S11.240	to preserve	-	I think these traditional customs should be preserved. / The wreck was preserved by the muddy sea bed.
S11.250	to rescue	skyob, bskyabs	He saved his friend from drowning.
S11.270	to destroy	gtor, 'thor	The school was completely destroyed by fire.
S11.280	to injure	skyel, bskyal	The falling tree injured two loggers.
S11.2900	to damage	rtib, brtibs	The fire damaged the house but it was quickly repaired.
S11.310	to look for	gloṅ	I am looking for my purse; I must have lost it on my way.
S11.320	to find (INTR)	rñed	I had lost my purse but I found it again.
S11.330	to lose	-	I had lost my purse but I found it again.
S11.340	to let go	gtoṅ, btaṅ	She let go of the rope.
S11.430	the money	phyag dṅul 	A thousand dollars is a lot of money.
S11.440	the coin	-	I don't have any coins left, only paper money.
S11.510	rich	phyug	The beggar invested his money so well that he became rich.
S11.520	poor	*skyo 'de	After he became rich, he donated a lot of money to poor people.
S11.530	the beggar	-	The beggar collected money in a cup.
S11.540	stingy	-	He is so stingy he doesn't heat his house even in winter.
S11.610	to lend	khyer, khyer	Can you lend me your ladder?
S11.620	to borrow	-	Can I borrow your ladder?
S11.630	to owe	chad, chad	My brother owes me 100 Euros.
S11.640	the debt	bu lon	He now had enough money to pay off his father's outstanding debts.
S11.650	to pay	sprod, sprad	I paid 100 Euros for this book.
S11.660	the bill	-	–
S11.690	the tax	khral	If you don't pay your taxes, you go to jail.
S11.770	to hire	gla, glas	We need to hire/employ more workers if we want to finish the task in time.
S11.780	the wages	gla	The job's not very exciting, but he earns a good wage.
S11.790	to earn	-	The job's not very exciting, but he earns a good wage.
S11.810	to buy	ño, ños	I bought ten bananas for a dollar.
S11.820	to sell	tshoṅ, btsoṅs	He sold his car for five thousand Euros.
S11.830	to trade or barter	-	The farmer traded his cow for three goats.
S11.840	the merchant	tshoṅ pa	–
S11.850	the market	khrom	He is going to the market to buy vegetables.
S11.860	the shop/store	tshoṅ khaṅ	There are no shops in the market, only open stalls.
S11.870	the price	ljags goṅ	The price of these bananas is two dollars a bunch.
S11.880	expensive	-	Mangos are more expensive than bananas.
S11.890	cheap	khe	Bananas are so cheap even poor people can afford them.
S11.910	to share	bgod, bgos	The girl shared the cookies with her brother.
S11.920	to weigh	sgar, bsgar	The bag weighs 10 kilograms.
S11.99901	for free	-	–
S11.99902	the card	-	–
S11.99903	the gift	-	–
S11.99904	the property	kha dbaṅ	–
S11.99905	the string instrument	-	–
S11.99906	to be worth	gnas	–
S11.99907	to receive	thob, thob	–
S12.0100	after	rgyab	After the storm we went outside again.
S12.0110	behind	rgyab khar	I can't see the tree, it's behind the house.
S12.0120	in	sbug	–
S12.0130	at	kha	–
S12.0200	beside	-	Beside the house there are some trees.
S12.0300	down	thur	She looked down into the well.
S12.0400	before	khar dus	Before the war people freely crossed the border.
S12.0410	in front of	gdoṅ	In front of the house is a white gate.
S12.0500	inside	khog po	What's inside the box?
S12.0600	outside	phyi kha	It's cold outside.
S12.0700	under	-	He hid under the table.
S12.0800	up	yar	She looked up into the sky.
S12.0810	above	ltag	Above the house flew a dove.
S12.110	the place	gnas	This place is too hot, let's look for a cooler place.
S12.120	to put	sgrig, bsgrigs	He put the book on the table.
S12.130	to sit	bźugs	Let's sit under the tree.
S12.140	to lie down	ñal	She lay down in her bed but could not fall asleep.
S12.150	to stand	bźeṅs	He got tired of standing and sat down.
S12.160	to remain	dug	I plan to remain here for a week.
S12.170	the remains	chag ro	After the earthquake, some people continued to live in the remains of their homes.
S12.210	to gather	tshog, 'tshogs	He gathered wild mushrooms for dinner.
S12.212	to pick up	sgrug, bsgrugs	She picked up the stone and then threw it down again.
S12.213	to pile up	spuṅ, spuṅs	He piled up the mushrooms he had collected.
S12.220	to join	mthud	He joined the two boards with nails.
S12.230	to separate	*spral	He separated the two boards by pulling out the nails.
S12.232	to divide	bgod, bgos	She divided the bananas equally among the children.
S12.240	to open	gdaṅ, gdaṅs	He opened the door and went out.
S12.250	to shut	gcod, bcad	After coming in, he shut the door.
S12.260	to cover	-	He covered the child with a blanket.
S12.270	to hide	skuṅ, bskuṅs	Hide your money here, so no one can find it.
S12.310	high	mtho	The eagle flew so high it was hardly visible.
S12.320	low	*babs mo	The bat flew so low its wings brushed against the bush.
S12.330	the top	*steg	The top of the tree caught fire.
S12.340	the bottom	gtiṅ	The coin was lying on the bottom of the pond.
S12.350	the end(1)	mjug bsdoms	At the end of the village stood a small house.
S12.352	pointed	sñuṅ ba	He pierced the leather with a pointed knife.
S12.353	the edge	gru	–
S12.360	the side	gram	There were trees on both sides of the house.
S12.370	the middle	dkyil	–
S12.410	right(1)	g.yas pa	on the right side
S12.420	left	g.yon ma	on the left side
S12.430	near	ñe	She was standing near enough to hear what they said.
S12.440	far	thag riṅ	–
S12.450	the east	śar	–
S12.460	the west	-	–
S12.470	the north	byaṅ	–
S12.480	the south	lho	–
S12.530	to grow (INTR)	tshar	–
S12.540	to measure	skad	–
S12.541	the fathom	dom gaṅ	–
S12.550	big	che	–
S12.560	small	chuṅ	–
S12.570	long	riṅ po	–
S12.580	tall	mthon mo	–
S12.590	short	te ma	–
S12.610	wide	rgya can	–
S12.620	narrow	dog	–
S12.630	thick	*khar po	a thick board
S12.650	thin	kha lad	a thin board
S12.670	deep	mthil can	–
S12.680	shallow	thuṅ thuṅ 	–
S12.710	flat	-	–
S12.730	straight	kyaṅ kyaṅ, rkyaṅ rkyaṅ	–
S12.740	crooked	kyag kyog	–
S12.750	the hook	kug kug	–
S12.760	the corner	khugs	–
S12.770	the cross	-	–
S12.780	the square	gru bźi	–
S12.810	round	kyir kyir	–
S12.820	the circle	kor kor, gor gor	–
S12.830	the ball	rdog rdog	–
S12.840	the line	thig	–
S12.850	the hole	kha gdaṅs	–
S12.920	similar	*cogs	–
S12.930	to change (INTR)	gyur	The baby changed her life.
S12.99901	apart	-	–
S12.99902	back	rgyab logs	–
S13.0100	one	gcig	one tree
S13.0200	two	gñis	two trees
S13.0300	three	gsum	three trees
S13.0400	four	bźi	four trees
S13.0500	five	lṅa	five trees
S13.0600	six	drug	six trees
S13.0700	seven	bdun	seven trees
S13.0800	eight	brgyad	eight trees
S13.0900	nine	dgu	nine trees
S13.100	ten	bcu	ten trees
S13.101	eleven	bcu gcig	eleven trees
S13.102	twelve	bcu gñis	twelve trees
S13.103	fifteen	bcu lṅa, bco lṅa	fifteen trees
S13.104	twenty	ñi  śu	twenty trees
S13.105	a hundred	brgya	a hundred trees
S13.106	a thousand	stoṅ	a thousand trees
S13.107	to count	-	The teacher was counting the children as they got on the bus.
S13.140	all	kun	All the children got on the bus.
S13.150	many	rgyags tshad	There are many children on the bus.
S13.160	more	lhag	Today I found more mushrooms than yesterday.
S13.170	few	ñuṅ	There are few mushrooms in this forest.
S13.180	enough	-	Today I found enough mushrooms for our supper.
S13.181	some	kha śas	Today we found some mushrooms.
S13.190	the crowd	mi tshogs	There was a large crowd of people waiting outside the theatre.
S13.210	full	gaṅ	An empty pot is easier to carry than a full pot.
S13.220	empty	stoṅ	An empty pot is easier to carry than a full pot.
S13.230	the part	khag	The front part of the car was badly damaged.
S13.2310	the piece	ti ka	a piece of cheese
S13.240	the half	kha tshal	She cut the banana in two halves and gave one half to her husband.
S13.330	only	rkyaṅ	Saturn is the only planet with rings.
S13.3310	alone	rkyaṅ po	Don't leave me alone.
S13.340	first	mgo ma, 'go ma	You are the first person I see today.
S13.350	last	rjes ma	You were last person I saw before going to bed.
S13.360	second	gñis pa	You are the second person I see today.
S13.370	the pair	cha	a pair of shoes
S13.380	twice/two times	ldab gcig	He came over twice today.
S13.420	third	gsum pa	You are the third person I see today.
S13.440	three times	-	He came over three times today.
S13.99901	a little	-	–
S13.99902	by	thog	–
S13.99903	each or every	gaṅ raṅ	–
S13.99904	the centigram	-	–
S13.99905	the yard	sraṅ	–
S13.99906	thirty	sum bcu	–
S13.99907	to fill	skoṅ, bskaṅs	–
S13.99908	to substitute	-	–
S13.00000	zero	klad kor	The number ten is written as a one and a zero.
S14.110	the time	skabs	Only time can heal her pain.
S14.120	the age	lo	At this age the baby can only drink milk.
S14.130	new	so ma	I bought a new car.
S14.140	young	gźon gźon	He is too young to eat solid foods.
S14.150	old (objects)	rñiṅ pa	She is so old that all her teeth are gone.
S14.160	early	sṅa	Come early, otherwise you won't get any cake.
S14.170	late	gor	Don't come late, otherwise you won't get any cake.
S14.180	now	da	I was sick last week, but I'm fine now.
S14.190	immediately	lam saṅ	Come here immediately!
S14.210	fast	mgyogs pa	That man runs as fast as a horse.
S14.220	slow	gul po	That horse runs as slow as a human.
S14.230	to hurry	n.a	Please hurry, or we'll be late.
S14.240	to be late	gor	We expected her by 10 o'clock, but she was late.
S14.250	to begin	-	I began the work yesterday.
S14.2510	the beginning	go zug	At the beginning it was difficult, but now it's easier.
S14.252	to last	rme	The dry season lasts three months.
S14.260	the end(2)	mtha'	At the end of the harvest there is a celebration.
S14.270	to finish	grub, grub	I began building my house five years ago, but only finished it this year.
S14.280	to cease	chad, chad	The two sides promised to cease all hostile acts against each other.
