Name:	Bengali
SIL classification: 	Indo-European > Indo-Iranian > Indo-Aryan > Eastern zone > Bengali-Assamese > Bengali
ISO 639-3 code:	ben
WALS classification:	Family: Indo-European > Genus: Indic
WALS coordinates: 	24° N, 90° E
Compiler:	Anju Saxena
Data entry personnel:	Anju Saxena, Mohini Pimpalkhare
License:       This work is licensed under a Creative Commons Attribution 3.0 Unported License



S01.100	the world	বিশ্ব	biśba	The Amazon is the longest river in the world.		
S04.910	tired	শ্রান্ত	śrānta 	–		
S04.912	to rest	জিরানো	 jirāno	–		
S04.920	lazy	অলস	alasa	–		
S04.930	bald	টাক	ṭāka	–		
S04.940	lame	খোঁড়া	khon̄r̖ā	–		
S04.950	deaf	বধির	badhira	–		
S04.960	mute	নীরব	nīraba	–		
S04.970	blind	অন্ধ	andha	–		
S04.980	drunk	মাতাল	mātāla	They became drunk after drinking too much beer.		
S04.990	naked	উলঙ্গ	ulaṅga	The child does not like to wear clothes, and goes around naked.		
S04.99904	the cholesterol	কোলেস্টেরল	kolesṭerala			
S04.99914	to itch	চুলকানো	culakāno			
S05.110	to eat	আহার করা	āhāra karā	The child has eaten the fruit.		
S05.120	the food	খাদ্য	khādya	–		
S05.121	cooked	রাঁধা	ran̄dhā	Cooked bananas taste even better than raw bananas.		
S05.122	raw	কাঁচা	kān̄cā	Cooked bananas taste even better than raw bananas.		
S05.123	ripe	পাকা	pākā	Unripe bananas have a green colour, whereas ripe bananas are yellow.		
S05.124	unripe	আপাকা	āpākā 	Unripe bananas have a green colour, whereas ripe bananas are yellow.		
S05.125	rotten	পচা	pacā	a rotten apple or mango		
S05.130	to drink	পান করা	pāna karā	drink water		
S05.140	to be hungry	-	kṣudhā lāgā	–		
S05.141	the famine	আকাল	ākāla	–		
S05.150	to be thirsty	-	-	–		
S05.160	to suck	চোষা	coṣā	The baby is sucking milk.		
S05.180	to chew	কামড়ানো	kāmar̖āno	This meat is so tough I can hardly chew it!		
S05.181	to swallow	গেলা	gelā 	You need to chew this meat well before you can swallow it.		
S05.190	to choke	রোধা	rodhā	The smoke was choking the fire fighters./The assailant choked his victim.		
S05.210	to cook	রাঁধা	rān̄dhā 	She was cooking a soup for her mother.		
S05.220	to boil	সিঝা	sijhā	The water is boiling.		
S05.230	to roast or fry	ভাজা	bhājā	–		
S05.240	to bake	সেকা	sekā 	We are baking some bread.		
S05.250	the oven	চুল্লি	culli	–		
S05.260	the pot	পাত্র	pātra	He is cooking soup for the whole family in a big pot.		
S05.270	the kettle	কেটলি	keṭali	The water is boiling in the kettle.		
S05.280	the pan	কন্দু	kandu	–		
S05.310	the dish	খঞ্চা	khañcā	–		
S05.320	the plate	পিরিচ	pirica	–		
S05.330	the bowl	জামবাটি	jāmabāṭi 	–		
S05.340	the jug/pitcher	গাগরি	gāgari 	–		
S05.350	the cup	পেয়ালা	peyālā	–		
S05.360	the saucer	পিরিচ	pirica	–		
S05.370	the spoon	চামচ	cāmaca	He ate the soup with a spoon. 		
S05.380	the knife(1)	ছুরি	churi	–		
S05.390	the fork	কাঁটা	kān̄ṭā	–		
S05.391	the tongs	চিমটা	cimaṭā 	–		
S05.410	the meal	আহার	āhāra 	Dinner is the main meal of the day for most people.		
S05.420	the breakfast	প্রাতরাশ	prātarāśa	–		
S05.430	the lunch	মধ্যাহ্নভোজ	madhyāhnabhoja	–		
S05.440	the dinner	ভোজ	bhoja 	–		
S05.450	the supper	ভোজ	bhoja	–		
S05.460	to peel	ছোলা	cholā	This knife is good for peeling potatoes.		
S05.470	to sieve or to strain	ছাঁকা	chan̄kā 	She strained the coffee before serving it.		
S05.480	to scrape	চাঁচা	cān̄chā	Scrape the carrots and slice them thinly.		
S05.490	to stir or to mix	ঘাঁটা	ghān̄ṭā	–		
S05.510	the bread	রুটি	ruṭi	–		
S05.530	the dough	লেচি	leci	–		
S05.540	to knead	মাখা	mākhā	Knead the dough for three minutes.		
S05.550	the flour	আটা	āṭā	–		
S05.560	to crush or to grind	পিষা	piṣā	–		
S05.570	the mill	ভানা	bhānā 	–		
S05.580	the mortar(1)	খল	khala	–		
S05.590	the pestle	নোড়া	nor̖ā			
S05.610	the meat	মাংস	māṁsa	–		
S05.630	the sausage	-	-	–		
S05.640	the soup	সুপ, ঝোল	supa, jhola	Clear chicken soup can relieve the symptoms of the common cold.		
S05.650	the vegetables	শাকসব্জী	śākasabjī	–		
S05.660	the bean	শিম	śima 	–		
S05.700	the potato	আলু	ālu	–		
S05.710	the fruit	ফল	phala	–		
S05.712	the bunch	গুচ্ছ	guccha	–		
S05.750	the fig	ডুমুর	ḍumura	–		
S05.760	the grape	আঙুর	āṅura	–		
S05.770	the nut	বাদাম	bādāma	–		
S05.780	the olive	জলপাই	jalapāi	–		
S05.790	the oil	তেল	tela	–		
S05.791	the grease or fat	ঘুষ, তেল	ghuṣa, tela	–		
S05.810	the salt	নুন	nuna	–		
S05.820	the pepper	গোলমরিচ	golamarica	–		
S05.821	the chili pepper	কাঁচা মরিচ	kān̄cā marica	–		
S05.840	the honey	মধু	madhu	–		
S05.850	the sugar	চিনি	cini	–		
S05.860	the milk	দুধ	dudha	–		
S05.870	to milk	দোহন করা	dohana karā	–		
S05.880	the cheese	পনির	panira	–		
S05.890	the butter	মাখন	mākhana	–		
S05.900	the drink	পানীয়	pānīya	–		
S05.910	the mead	তৃণ	triṇa 	–		
S05.920	the wine	মদ	mada	–		
S05.930	the beer	বিয়ার	biyāra	–		
S05.940	the fermented drink	-	-	–		
S05.970	the egg	ডিম	ḍima	–		
S05.971	the yolk	ডিমের কুসুম	ḍimera kusuma	–		
S05.9830	the manioc bread	-	-	–		
S05.99903	the soy sauce	-	-			
S05.99905	the bacon	-	-			
S05.99906	the biscuit	বিস্কুট	biskuṭa			
S05.99907	the brandy	ব্র্যানডি	bryānaḍi			
S05.99908	the cabbage	বাঁধাকপি	bān̄dhākapi			
S05.99910	the cream	ননি, মাখন	nani, mākhana			
S05.99912	the jelly	মোরব্বা	morabbā 			
S05.99921	the tortilla	-	-			
S05.99922	the vinegar	সির্কা	sirkā			
S06.110	to put on	-	por̖āno	The child can already put on his clothes by himself.		
S06.120	the clothing or clothes	পোষাক	poṣāka	–		
S06.130	the tailor	দর্জি	darji	–		
S06.210	the cloth	জামাকাপড়	jāmākāpar̖a	–		
S06.220	the wool	ঊর্ণা	ūrṇā 	–		
S06.230	the linen	ক্ষৌম	kṣauma 	–		
S06.240	the cotton	তুলা	tulā	–		
S06.250	the silk	রেশম	reśama	–		
S06.270	the felt	পশমি	paśami	–		
S06.280	the fur	পশম	paśama	–		
S06.290	the leather	চর্ম	carma 	–		
S06.310	to spin	ঘোরা	ghorā 	–		
S06.320	the spindle	তর্কু	tarku 	–		
S06.330	to weave	বোনা	bonā			
S06.340	the loom	তাঁত	tān̄ta	–		
S06.350	to sew	সেলাই করা	selāi karā			
S06.360	the needle(1)	সূচি	sūci	–		
S06.370	the awl	আরা	ārā	–		
S06.380	the thread	সুতা	sutā	–		
S06.390	to dye	রং করা	raṁ karā	The weaver dyed the cloth bright red.		
S06.410	the cloak	আবরণ	ābaraṇa	–		
S06.411	the poncho	-	-	–		
S06.420	the (woman's) dress	পোশাক	pośāka	–		
S06.430	the coat	কোট, আংরাখা	koṭa, āṃrākhā	–		
S06.440	the shirt	শার্ট	śārṭa	–		
S06.450	the collar	কলার	kalāra 	–		
S06.460	the skirt	ঘাগরা	ghāgarā	–		
S06.461	the grass-skirt	-	-	–		
S06.480	the trousers	পাতলুন	pātaluna 	–		
S06.490	the sock or stocking	মোজা	mojā	–		
S06.510	the shoe	জুতা	jutā	–		
S06.520	the boot	বুট	buṭa	–		
S06.540	the shoemaker	চামার	cāmāra	–		
S06.550	the hat or cap	টুপি	ṭupi	–		
S06.570	the belt	বন্ধনী	bandhanī	–		
S06.580	the glove	দস্তানা	dastānā 	–		
S06.590	the veil	ঘোমটা	ghomaṭā	During the wedding the bride wore a veil that hid her face.		
S06.610	the pocket	পকেট, জেব	pakeṭa, jeba	He put the money in his shirt pocket.		
S06.620	the button	বোতাম	botāma 	–		
S06.630	the pin	খুঁট	khun̄ṭa 	The torn shirt was held together by pins.		
S06.710	the ornament or adornment	-	-	Her hair was adorned with silver oranments.		
S06.720	the jewel	রত্ন	ratna	–		
S06.730	the ring	অঙ্গুরি	aṅguri	–		
S06.740	the bracelet	চুড়	cur̖ 	She wore a solid gold bracelet.		
S06.750	the necklace	মালা	mālā	Her necklace was made of pearls and coral.		
S06.760	the bead	পুঁতি	pun̄ti 	–		
S06.770	the earring	ইয়ারিং	iyāriṁ	The pirate wore one earring.		
S06.780	the headband or headdress	-	-	–		
S06.790	the tattoo	উলকি	ulaki	–		
S06.810	the handkerchief or rag	রুমাল	rumāla	–		
S06.820	the towel	তোয়ালে	toyāle 	–		
S06.910	the comb	চিরুনি	ciruni	–		
S06.920	the brush	ব্রাশ	brāśa 	He used the brush to thoroughly brush his hair.		
S06.921	the plait/braid	বিনুনি	binuni	–		
S06.930	the razor	ক্ষুর	kṣura	While he was shaving the razor cut his face.		
S06.940	the ointment	মলম	malama 	–		
S06.950	the soap	সাবান	sābāna	A bar of soap was placed by the sink.		
S06.960	the mirror	আয়না	āyanā	He looked at himself in the mirror that hung on the wall.		
S06.9800	the snowshoe	-	-	She put on her snowshoes before going out into the cold.		
S06.99901	the bag	থলি	thali			
S06.99907	the sandal	-	-			
S06.99911	to wear	পরা	parā			
S07.110	to live	টিকা, টেকা	ṭikā, ṭekā	A family of five lives in that large house.		
S07.120	the house	ঘর, আবাস	ghara, ābāsa	–		
S07.130	the hut	উটজ	uṭaja	–		
S07.131	the garden-house	বাগান বাড়ি	bāgāna bār̖i	–		
S07.140	the tent	তাঁবু	tān̄bu 	–		
S07.150	the yard or court	চতুষ্ক	catuṣka	–		
S07.160	the men's house	-	-	–		
S07.170	the cookhouse	বাবুর্চিখানা	bāburcikhānā	–		
S07.180	the meeting house	-	-	–		
S07.210	the room	কামরা	kāmarā	–		
S07.220	the door or gate	দরজা	darajā	–		
S07.221	the doorpost	-	-	–		
S07.230	the lock	কুলুপ, তালা	tālā	–		
S07.231	the latch or door-bolt	হুড়কা	hur̖kā	–		
S07.2320	the padlock	তালা	tālā	–		
S07.240	the key	চাবি	cābi	–		
S07.250	the window	জানালা	jānālā	–		
S07.260	the floor	মেঝে	mejhe	–		
S07.270	the wall	দেয়াল	deyāla	The walls of our house are very thick.		
S07.310	the fireplace	-	-	–		
S07.320	the stove	চুল্লি	culli	She put the kettle on the stove and lit the fire.		
S07.330	the chimney	চিমনি	cimani 	–		
S07.370	the ladder	মই	mai	–		
S07.420	the bed	বিছানা	bichānā	–		
S07.421	the pillow	উপাধান	upādhāna 	–		
S07.422	the blanket	কম্বল	kambala	–		
S07.430	the chair	কেদারা	kedārā	–		
S07.440	the table	মেজ	meja	–		
S07.450	the lamp or torch	দীপ	dīpa	–		
S07.460	the candle	বাতি	bāti 	–		
S07.470	the shelf	তাক	tāka	Put it back on the top shelf.		
S07.480	the trough	তাগারি	tāgāri 	–		
S07.510	the roof	ছাদ	chāda	–		
S07.520	the thatch	চালাঘর	cālāghara 	–		
S07.530	the ridgepole	-	-	–		
S07.540	the rafter	-	-	–		
S07.550	the beam	বিম	bima 	–		
S07.560	the post or pole	মেরু	meru	a fence post		
S07.570	the board	পাটা	pāṭā	–		
S07.580	the arch	খিলান	khilāna	–		
S07.610	the mason	স্হপতি	sthapati 	–		
S07.620	the brick	ইট	iṭa 	–		
S07.630	the mortar(2)	খল	khala	–		
S07.640	the adobe	বাড়ি	bār̖i	–		
S07.6500	the camp 	শিবির	śibira	The nomads built a camp in which they would stay for a week.		
S07.6600	the hammock	-	-	–		
S07.6700	to tan	চামড়া পাকা করা	cāmar̖ā pākā karā	to tan hides		
S07.99904	the guestroom	অতিথী কামড়া	atithī kāmar̖ā			
S07.99905	the mosquito net	মশারি	maśāri			
S08.110	the farmer	কৃষক	kr̥ṣaka	The poor farmer did not own the land he cultivated.		
S08.120	the field	মাঠ	māṭha	The field was planted with cabbage.		
S08.1210	the paddy	ধান	dhāna	The paddy provided rice for the entire village.		
S08.130	the garden	উদ্দ্যান	uddyāna	Behind the house was a garden where the family grew vegetables.		
S08.150	to cultivate	চাষ করা	cāṣa karā	There is no more land left to cultivate.		
S08.160	the fence	বেড়া	ber̖ā	–		
S08.170	the ditch	খন্দ	khanda	–		
S08.210	to plough/plow	হল	hala	–		
S08.212	the furrow	সীতা	sītā 	–		
S08.220	to dig	কোদলানো	kodalāno	–		
S08.230	the spade	কোদাল	kodāla	–		
S08.240	the shovel	বেলচা	belacā 	–		
S08.250	the hoe	নিড়ানো	nir̖āno	–		
S08.260	the fork(2)/pitchfork	-	kānṭā 	–		
S08.270	the rake	আঁচড়া	ān̄car̖ā	–		
S08.2800	the digging stick (=yamstick) 	কোদাল	kodāla	–		
S08.2900	the lasso	ফাঁস	phān̄sa	–		
S08.310	to sow	আজ্জানো, বপন করা	ājjāno, bapana karā	–		
S08.311	the seed	বীজ	bīja	–		
S08.320	to mow	কাটা	kāṭā 	–		
S08.330	the sickle or scythe	কাস্তে	kāste	–		
S08.340	to thresh	ঝাড়া	jhār̖ā	–		
S08.350	the threshing-floor	খামার	khāmāra 	–		
S08.410	the harvest	ফসল	phasala 	–		
S08.420	the grain	দানা	dānā	–		
S08.430	the wheat	গম	gama	–		
S08.440	the barley	যব	yaba	–		
S08.450	the rye	রাই	rāi	–		
S08.460	the oats	চিড়া	cir̖ā	–		
S08.470	the maize/corn	ভুট্টা	bhuṭṭā	The bought corn-on-the-cob from the vendor in the park.		
S08.480	the rice	ভাত	bhāta	They ate their rice with the stew.		
S08.510	the grass	ঘাস	ghāsa	Green grass was growing in the forest clearing.		
S08.520	the hay	পালুই, খড়	pālui, khar̖ 	–		
S08.530	the plant	গাছপালা, উদ্ভিদ	gāchapālā, udbhida	–		
S08.531	to plant	পোঁতা	pon̄tā	–		
S08.540	the root	মূল	mūla	–		
S08.550	the branch	শাখা	śākhā	–		
S08.560	the leaf	পাতা	pātā	–		
S08.570	the flower	ফুল	phula	–		
S08.600	the tree	গাছ	gācha	–		
S08.610	the oak	ওক	oka	–		
S08.620	the beech	মসৃণ বাকল	masriṇa bākala	–		
S08.630	the birch	ভূর্জ	bhūrja	–		
S08.640	the pine	পাইন গাছ	pāina gācha	–		
S08.650	the fir	-	-	–		
S08.660	the acorn	ওক বীজ	oka bīja	–		
S08.670	the vine	-	-	–		
S08.680	the tobacco	তামাক	tāmāka	–		
S08.690	to smoke	-	dhūmapān karā	–		
S08.691	the pipe	নল	nala	–		
S08.720	the tree stump	গুঁড়ি	gun̄r̖i	–		
S08.730	the tree trunk	কান্ড	kānḍa	–		
S08.740	the forked branch	-	-	–		
S08.750	the bark	ছাল	chāla	–		
S08.760	the sap	অঙ্কুর	aṅkura	The farmers collected the sap from the maple trees to make syrup. 		
S08.810	the palm tree	তাল গাছ	tāla gācha	Dates grow on palm trees. 		
S08.820	the coconut	নারকোল	nārakola	The boy picked a green coconut and drank its juice.		
S08.830	the citrus fruit	লেবু	lebu	–		
S08.840	the banana	কলা	kalā	The monkey peeled the banana and ate it.		
S08.850	the banyan	বট গাছ	baṭa gācha	–		
S08.910	the sweet potato	মিষ্টি আলু	miṣṭi ālu	–		
S08.9110	the millet or sorghum	বজরা	bajarā	–		
S08.912	the yam	গাছ আলু	gācha ālu	–		
S08.920	the cassava/manioc	-	-	The farmer grew cassava/manioc to feed his family. 		
S08.930	the gourd	অলাবু, লাউ	alābu, lāu	–		
S08.931	the pumpkin or squash	কুমড়া	kumar̖ā	–		
S08.940	the bamboo	বাঁশ	bān̄śa	–		
S08.941	the sugar cane	আখ	ākha	–		
S08.960	the fish poison	-	-	–		
S08.970	the nettle	বিছুটি	bichuṭi 	–		
S08.980	the mushroom	ছত্রাক	chatrāka	–		
S08.9910	the larch	-	-	–		
S08.9930	the needle(2)	সূচ	sūca	–		
S08.9960	the cone	মোচা	mocā 	–		
S08.99901	the almond	বাদাম	bādāma			
S08.99905	the apple	আপেল	āpela			
S08.99910	the carrot	গাজর	gājara			
S08.99911	the cashew	কাজুবাদাম	kājubādāma 			
S08.99916	the creeper	লতা	latā 			
S08.99918	the dung	মল	mala			
S08.99921	the guava	পেয়ারা	peyārā 			
S08.99930	the mango	আম	āma			
S08.99931	the mangrove	গরান	garāna 			
S08.99932	the melon	তরমুজ	taramuja			
S08.99933	the millet	বজরা	bajarā			
S08.99935	the onion	পেঁয়াজ	pen̄yāja			
S08.99936	the orange	কমলা	kamalā			
S08.99937	the pea	মটর	maṭara			
S08.99938	the pear	নাশপাতি	nāśapāti			
S08.99939	the pineapple	আনারস	ānārasa			
S08.99941	the plum	আলুবোখারা	ālubokhārā			
S08.99946	the straw	খড়	khar̖a			
S08.99952	the turnip	শালগম	śālagama			
S08.99954	the watermelon	তরমুজ	taramuja			
S08.99960	to grow(2)	বাড়া	bār̖ā, janmāno			
S08.99961	to pick	বাছা	bāchā			
S08.99962	to raise	তোলা	tolā			
S09.110	to do	করা	karā	A has climbed on a tree. B says to A: "What are you doing up there?"		
S09.1110	to make	বানানো	bānāno	I'm going to make a cake for Lisi's birthday.		
S09.120	the work	কাজ	kāja	I can't go out because I have too much work.		
S09.140	to bend	-	bānkāno, bānkā kārā 	I'll bend the branches away so that you can get through.		
S09.150	to fold	ভাঁজ করা	bhān̄ja karā	She folded the piece of paper and put it in the envelope.		
S09.160	to tie	আবদ্ধ করা	ābaddha karā	He tied his dog to a tree.		
S09.161	to untie	আলুলায়িত করা, খোলা	ālulāyita karā, kholā	He untied his dog from the tree.		
S09.180	the chain	শৃঙ্খল	śr̥ṅkhala	–		
S09.190	the rope	রশি	raśi	They tied up the prisoner with rope.		
S09.192	the knot	গিঁট	gin̄ṭa	Can you help me undo this knot?		
S09.210	to strike or hit or beat	চোটানো, মারা	coṭāno, mārā	–		
S09.211	to pound	ছেঁচা	chencā (deoyā) 	He pounded the door with his fist.		
S09.220	to cut	কুচানো, কাঁটা	kucāno, kān̄ṭā	The thieves cut the phone wires and entered the house.		
S09.221	to cut down	ছিন্ন	chinna 	Before building the road, we first have to cut down many trees.		
S09.222	to chop	কোপানো	kopāno	chopping wood for the fire		
S09.223	to stab	ছুরি মারা 	churi mārā	Brutus stabbed Caesar to death.		
S09.230	the knife(2)	চাকু	cāku	To chop the onions I need a knife.		
S09.240	the scissors or shears	কাঁচি	kān̄ci	–		
S09.250	the axe/ax	কুঠার	kuṭhāra	–		
S09.251	the adze	বাইস	bāisa	–		
S09.260	to break	ভাঙা	bhāṅā	The thieves got into the house by breaking a window.		
S09.261	broken	ভগ্ন	bhagna	The radio is broken, it won't turn on.		
S09.270	to split	বিভক্ত কারা	bibhakta kārā	This log is too large, we have to split it into two.		
S09.280	to tear	ছেঁড়া	chen̄r̖ā	She tore a piece of her blouse to use as a bandange.		
S09.290	to skin	চাঁছা	cān̄chā	The cook skinned the chicken before frying it.		
S09.310	to rub	কচলানো	kacalāno 	He rubbed the fragrant leaves between his fingers.		
S09.3110	to wipe	মুছা	muchā 	The waiter wiped the table with a dirty rag.		
S09.320	to stretch	টেনে বাড়ানো	ṭene bār̖āno	Don't stretch the rubber band too much.		
S09.330	to pull	টানা	ṭānā 	Help me move the piano: you push and I'll pull.		
S09.340	to spread out	চারানো	cārāno	They spread out the mat on the ground and sat on it.		
S09.341	to hang up	টাঙানো	ṭāṅāno	Hang your coat up on the hook.		
S09.342	to press	ঠাসা	ṭhāsā 	The little boys pressed their noses against the glass.		
S09.343	to squeeze	কচলানো	kacalāno 	She squeezed some oranges and drank the juice.		
S09.350	to pour	ঢালা	ḍhālā	He poured the wine into the glass.		
S09.360	to wash	ধোয়া	dhoyā	She washed her son's feet.		
S09.370	to sweep	-	jhān̄ṭa deoyā	He swept the path in front of the house.		
S09.380	the broom	ঝাঁটা	jhān̄ṭā	–		
S09.422	the tool	যন্ত্রপাতি	yantrapāti	–		
S09.430	the carpenter	বাড়ই, ছুতার	bār̖ai, chutāra	–		
S09.440	to build	নির্মাণ	nirmāṇa	build a house		
S09.460	to bore	বিঁধ করা	bin̄dha kārā	–		
S09.461	to hollow out	ছিদ্র করা	chidra karā	–		
S09.480	the saw	করাত	karāta	One needs a saw to cut down a tree.		
S09.490	the hammer	হাতুড়ি	hātur̖i	–		
S09.500	the nail	পেরেক , নখ	pereka , nakha	–		
S09.560	the glue	আঠা	āṭhā	–		
S09.600	the blacksmith	কামার	kāmāra	–		
S09.610	to forge	-	-	From a piece of scrap iron, the blacksmith forged a sword blade.		
S09.620	the anvil	নিহাই	nihāi 	–		
S09.630	to cast	ঢালা	ḍhālā 	The goldsmith melted the coins and cast them into a goblet.		
S09.640	the gold	সোনা	sonā	The bracelet is made of gold.		
S09.650	the silver	রুপা	rupā	The necklace is made of silver.		
S09.660	the copper	তাম্র	tāmra 	The coin is made of copper.		
S09.670	the iron	লৌহ	lauha 	–		
S09.680	the lead	সীসা	sīsā	–		
S09.690	the tin or tinplate	টিন	ṭina	The cup was made of tin.		
S09.710	the potter	কুমোর	kumora 	The potter made jars.		
S09.720	to mould/mold	-	-	She molded the clay into a dish before firing it.		
S09.730	the clay	মৃত্	mr̖ita	–		
S09.740	the glass	কাঁচ	kān̄ca	The window is made of glass.		
S09.750	to weave or plait/braid	বোনা	bonā	–		
S09.760	the basket	টুকরি	ṭukari	She carried the fruit home in a basket.		
S09.770	the mat	গদি	gadi	–		
S09.771	the rug	কম্বল	kambala	–		
S09.780	the netbag	থলে	thale	–		
S09.790	the fan	পাখা	pākhā	The lady had a delicate fan made of sandalwood.		
S09.791	to fan	বাতাস করা	bātāsa karā	People in the audience were fanning themselves with their programmes.		
S09.810	to carve	খুদা	khudā	Michaelangelo carved this figure from a single block of marble.		
S09.820	the sculptor	ভাস্কর	bhāskara 	Rodin was a French sculptor.		
S09.830	the statue	মূর্তি	mūrti	The sculptor made a statue of a woman.		
S09.840	the chisel	বাটালি	bāṭāli 	–		
S09.8700	the boomerang	-	-	The boomerang hit the wallaby and then came back to the hunter.		
S09.880	the paint	রং, রঙ	raṁ, raṅa	–		
S09.890	to paint	দাগা	dāgā	We need to paint our house.		
S09.9000	to draw water	-	-	She lowered the bucket into the well and drew water.		
S09.9100	the peg	কীল, কীলক	kīla, kīlaka 	The scouts fastened the tent to the ground with wooden pegs.		
S09.9200	the tumpline	-	-	–		
S09.9300	the whetstone	শাণ	śāṇa 	Before cutting the meat, he sharpened his knife with a whetstone.		
S09.99915	the pencil	পেনসিল	penasila 			
S09.99916	the rust	মরচে	marace			
S09.99917	the sack	বস্তা	bastā			
S09.99925	the well	বেশ, কুয়া	beśa, kūyā			
S09.99928	to barbecue	-	-			
S09.99929	to close	ভেজানো	bhejāno			
S09.99930	to draw	আঁকা	ān̄kā			
S09.99931	to dwell	তিষ্ঠানো, বাস করা	tiṣṭhāno, bāsa karā			
S09.99934	to prepare	-	par̖ā, prastuti neoyā, prastuta haoyā			
S09.99936	to smear	মাখা	mākhā 			
S09.99938	to support	পুষা, পোষা	puṣā, poṣā 			
S10.110	to move	সরা	sarā	This rock is so heavy that it cannot be moved.		
S10.120	to turn	ঘুরা, ঘোরা	ghurā, ghorā 	to turn one's head		
S10.130	to turn around	ঘুরা, ঘোরা	ghurā, ghorā 	He heard someone call out his name and turned around.		
S10.140	to wrap	মুড়া, মোড়া	mur̖ā, mor̖ā	He wrapped the fish in leaves and steamed it.		
S10.150	to roll	গড়ানো	gar̖āno	He rolled the log down the hill.		
S10.160	to drop	টোপানো	ṭopāno	We dropped the stone into the water.		
S10.170	to twist	মচকানো	macakāno	She twisted the wire around the branch.		
S10.210	to rise	ফুটা, ফোটা	phuṭā, phoṭā 	The sun rises in the east.		
S10.220	to raise or lift	তোলা	tolā	–		
S10.230	to fall	পড়া	par̖ā	The ripe coconut fell on the ground.		
S10.240	to drip	ঝরা	jharā	The tap is dripping, shut it tightly!		
S10.250	to throw	ছুড়া, ছোড়া	chur̖ā, chor̖ā	Don't throw stones, it's dangerous!		
S10.252	to catch	লোফা	lophā	She caught the ball and passed it to her team mate.		
S10.260	to shake	ঝাঁকা	jhān̄kā	Shake the bottle before pouring out the sauce.		
S10.320	to flow	ছুটা, ছোটা	chuṭā, choṭā	The river flows to the sea.		
S10.330	to sink	ডুবা	ḍubā 	The coconut fell into the water and sank.		
S10.340	to float	-	bhāsā, bhese thākā	The raft floated on the river.		
S10.350	to swim	সাঁতরানো	sān̄tarāno	He drowned because he could not swim.		
S10.351	to dive	ডুব মারা	ḍuba mārā	Diving too deeply is dangerous.		
S10.352	to splash	ছিটানো	chiṭāno	The girl splashed water in the boy's face.		
S10.360	to sail	পাল তোলা	pāla tolā	The ship sailed from America to Australia.		
S10.370	to fly	ওড়া	or̖ā 	Look at that bird flying up in the sky!		
S10.380	to blow	ফুঁকা, ফোঁকা	phun̄kā, phon̄kā 	The wind is blowing hard.		
S10.410	to crawl	-	hāmā deoyā, hāmāgur̖i 	The baby is still crawling, it can't walk yet.		
S10.412	to kneel	নতজানু হওয়া	natajānu haoyā	The messenger kneeled before the king.		
S10.413	to crouch	গুড়ি মারা 	guri mārā	She crouched under the sink to fix the pipes.		
S10.420	to slide or slip	পিছলানো	pichalāno	–		
S10.430	to jump	তড়পানো, লাফানো	tar̖pāno, lāphāno	The children were so happy they jumped up and down.		
S10.431	to kick	লাথি মারা	lāthi mārā	He kicked the ball.		
S10.440	to dance	নাচা	nācā	Though the music stopped they kept on dancing.		
S10.450	to walk	হাঁটা	hān̄ṭā 	The children walk to school every day.		
S10.451	to limp	ল্যাংচানো	lyāṁcāno 	After his foot injury he limped for months.		
S10.460	to run	দৌড়ানো	daur̖āno	They ran all the way to school.		
S10.470	to go	চলা	calā	Sometimes I go to school by car, sometimes on foot.		
S10.471	to go up	চড়া	car̖ā	I went up on the roof to get a better view.		
S10.472	to climb	চড়া	car̖ā	If you want to pick mangos, you must climb the tree.		
S10.473	to go down	ঢলা	ḍhalā	Come down from the roof or you'll fall down.		
S10.474	to go out	বাইরে যাওয়া	bāire yāoyā	Get out of here before you get hurt!		
S10.480	to come	আসা	āsā	When I came to school it was still closed.		
S10.481	to come back	ফিরে আসা	phire āsā	He left and then came back an hour later.		
S10.490	to leave	যাওয়া	yāoyā	The guest arrived yesterday and left this morning.		
S10.491	to disappear	লুকানো	lukāno	The man disappeared without a trace.		
S10.510	to flee	পালানো	pālāno	Because of the fire they had to flee their home.		
S10.520	to follow	অনুসরণ (করা)	anusaraṇa (karā)	I came here first, my family followed me later.		
S10.530	to pursue	পশ্চাদ্ধাবন করা 	paśchāddhaban karā	The policeman pursued the thief.		
S10.550	to arrive	পৌঁছা	paun̄chā	The guest arrived yesterday and left this morning.		
S10.560	to approach	নিকটবর্তী হওয়া	nikaṭabartī haoyā	As we approached the city we could see the lights in the distance.		
S10.570	to enter	ঢোকা	ḍhokā	She entered the room and sat down.		
S10.5800	to go or return home	নেউটা, নেউটানো	neuṭā, neuṭāno	After working in the field the farmer went home.		
S10.610	to carry	বহন করা	bahana karā	She carried her baby home.		
S10.612	to carry in hand	হাতে বহন করা	hāte bahana karā	She carried a stone in her hand.		
S10.613	to carry on shoulder	কাঁধে বহন করা	kān̄dhe bahana karā	He carried the books on his shoulder.		
S10.614	to carry on head	মাথায় বহন করা	māthāya bahana karā	She carried the fruit basket on her head.		
S10.615	to carry under the arm	বগলে বহন করা	bagale bahana karā	She carried her bag under her arm.		
S10.620	to bring	আনা	ānā	Please bring me the book you are holding.		
S10.630	to send	পাঠানো	pāṭhāno	She sent her parents some money.		
S10.640	to lead	নেতৃত্ব দেওয়া	netritba deoyā	The dog led the hunter to the fox.		
S10.650	to drive	চালানো	cālāno	He can drive a car, but not a truck.		
