S05.580	the mortar(1)	 sorki	a hard bowl in which substances are crushed with a pestle	-
S05.590	the pestle	(u) synrei	a short stick with a heavy round end, used for crushing things in a mortar	-
S05.610	the meat	doh	the flesh of animals or birds eaten as food	-
S05.630	the sausage	-	-	-
S05.640	the soup	 syrwa	-	Clear chicken soup can relieve the symptoms of the common cold.
S05.650	the vegetables	(u) jhur	an edible plant grown in gardens that is not sweet	-
S05.660	the bean	(u) rymbái	-	-
S05.700	the potato	(u) phan	-	-
S05.710	the fruit	(u) soh	generic name for tree fruit covering apples, pears, mangos, oranges, etc.	-
S05.712	the bunch	-	a group of flowers/fruit that are held together	-
S05.750	the fig	-	-	-
S05.760	the grape	-	-	-
S05.770	the nut	-	-	-
S05.780	the olive	-	-	-
S05.790	the oil	umphniang	a smooth, thick liquid made from plants or animals, used especially in cooking	-
S05.791	the grease or fat	khleiñ	-	-
S05.810	the salt	mluh 	-	-
S05.820	the pepper	(u) sohmrit	black pepper, a table seasoning produced from the berries of the plant piper nigrum	-
S05.821	the chili pepper	(u) sohmyngken	the fruit of the plant Capsicum	-
S05.840	the honey	ngap	-	-
S05.850	the sugar	shini	-	-
S05.860	the milk	dud	-	-
S05.870	to milk	ban khemdut	-	-
S05.880	the cheese	-	-	-
S05.890	the butter	-	-	-
S05.900	the drink	dih	any kind of beverage	-
S05.910	the mead	-	-	-
S05.920	the wine	waiñ	-	-
S05.930	the beer	iad-um	-	-
S05.940	the fermented drink	-	-	-
S05.970	the egg	pylleng	-	-
S05.971	the yolk	khangai	the yellow part in the centre of an egg	-
S05.9830	the manioc bread	-	-	-
S05.99903	the soy sauce	-	-	-
S05.99905	the bacon	-	-	-
S05.99906	the biscuit	(u) biskit	-	-
S05.99907	the brandy	barandi	-	-
S05.99908	the cabbage	(u) kubi	-	-
S05.99910	the cream	malai	-	-
S05.99912	the jelly	-	-	-
S05.99921	the tortilla	-	-	-
S05.99922	the vinegar	-	-	-
S06.110	to put on	ban phong	(transitive)	The child can already put on his clothes by himself.
S06.120	the clothing or clothes	jáiñ	-	-
S06.130	the tailor	nongsuhjaiñ	-	-
S06.210	the cloth	jáiñ	woven fabric	-
S06.220	the wool	sâi-wul	-	-
S06.230	the linen	-	fabric woven of flax	-
S06.240	the cotton	rui	-	-
S06.250	the silk	jaiñryndia	-	-
S06.270	the felt	-	-	-
S06.280	the fur	(u) Shñiuh	-	-
S06.290	the leather	Snieh	-	-
S06.310	to spin	thir	to draw out and twist fiber into thread	-
S06.320	the spindle	-	a stick used in spinning fiber into thread	-
S06.330	to weave	ban tháiñ	-	The village women weave cloth from cotton thread.
S06.340	the loom	-	-	-
S06.350	to sew	ban súh	-	-
S06.360	the needle(1)	(u) thyrnia	(for sewing)	-
S06.370	the awl	-	pointed tool for marking or piercing wood or leather	-
S06.380	the thread	(u) ksái	-	-
S06.390	to dye	-	-	The weaver dyed the cloth bright red.
S06.410	the cloak	jaiñkup	-	-
S06.411	the poncho	-	-	-
S06.420	the (woman's) dress	-	garment worn by women over the torso extending to the legs	-
S06.430	the coat	sopti	-	-
S06.440	the shirt	sopti-poh	-	-
S06.450	the collar	-	-	-
S06.460	the skirt	-	-	-
S06.461	the grass-skirt	-	-	-
S06.480	the trousers	patlun	-	-
S06.490	the sock or stocking	muja	-	-
S06.510	the shoe	juti	-	-
S06.520	the boot	-	-	-
S06.540	the shoemaker	-	-	-
S06.550	the hat or cap	tupia	-	-
S06.570	the belt	(u) pánpoh	-	-
S06.580	the glove	-	-	-
S06.590	the veil	-	-	During the wedding the bride wore a veil that hid her face.
S06.610	the pocket	pla	(in a garment)	He put the money in his shirt pocket.
S06.620	the button	(u) budam, kudam	-	-
S06.630	the pin	(u) pin 	-	-
S06.710	the ornament or adornment	jingdeng	-	The torn shirt was held together by pins.
S06.720	the jewel	jingdeng	-	Her hair was adorned with silver oranments.
S06.730	the ring	sati	(for finger)	-
S06.740	the bracelet	khadu	-	She wore a solid gold bracelet.
S06.750	the necklace	shán-'dang	-	Her necklace was made of pearls and coral.
S06.760	the bead	(u) kpieng	-	-
S06.770	the earring	sohshkor	-	The pirate wore one earring.
S06.780	the headband or headdress	-	-	-
S06.790	the tattoo	-	-	-
S06.810	the handkerchief or rag	rumar	-	-
S06.820	the towel	tawlia	-	-
S06.910	the comb	snád	-	-
S06.920	the brush	-	-	He used the brush to thoroughly brush his hair.
S06.921	the plait/braid	-	a length of hair that has been separated into three parts and then woven together	-
S06.930	the razor	syrti	-	While he was shaving the razor cut his face.
S06.940	the ointment	malom	-	-
S06.950	the soap	sabon	-	A bar of soap was placed by the sink.
S06.960	the mirror	iit 	-	He looked at himself in the mirror that hung on the wall.
S06.9800	the snowshoe	-	-	She put on her snowshoes before going out into the cold.
S06.99901	the bag	jhula	-	-
S06.99907	the sandal	-	-	-
S06.99911	to wear	phong	-	-
S07.110	to live	ban im	dwell, reside	A family of five lives in that large house.
S07.120	the house	kpoh, iing	-	-
S07.130	the hut	trep	-	-
S07.131	the garden-house	-	-	-
S07.140	the tent	dara	-	-
S07.150	the yard or court	phyllâw	enclosed area attached to a house, whether outside or an inner court	-
S07.160	the men's house	-	-	-
S07.170	the cookhouse	-	-	-
S07.180	the meeting house	-	-	-
S07.210	the room	kamra	-	-
S07.220	the door or gate	phalór	-	-
S07.221	the doorpost	-	-	-
S07.230	the lock	tala	-	-
S07.231	the latch or door-bolt	-	-	-
S07.2320	the padlock	-	-	-
S07.240	the key	(u) shabi	-	-
S07.250	the window	jingkhangiit	-	-
S07.260	the floor	tybian	-	-
S07.270	the wall	kynroh	-	The walls of our house are very thick.
S07.310	the fireplace	-	-	-
S07.320	the stove	kyndùr	-	She put the kettle on the stove and lit the fire.
S07.330	the chimney	mustul	-	-
S07.370	the ladder	jingkieng 	-	-
S07.420	the bed	jingthiah 	-	-
S07.421	the pillow	syngkhlieh	-	-
S07.422	the blanket	-	-	-
S07.430	the chair	mula	-	-
S07.440	the table	miej	-	-
S07.450	the lamp or torch	sharak	-	-
S07.460	the candle	mombati (u)	-	-
S07.470	the shelf	kyndon	a long flat narrow board fixed onto a wall or in a frame or cupboard, used for putting things on or storing things on	Put it back on the top shelf.
S07.480	the trough	-	a long narrow open container that holds water or food for animals	-
S07.510	the roof	tnum 	-	-
S07.520	the thatch	satep	natural roofing material such as straw, reeds, leaves, etc.	-
S07.530	the ridgepole	-	the highest horizontal beam in a roof	-
S07.540	the rafter	bhán-khung	a horizontal beam that supports the roof	-
S07.550	the beam	lyphur, khung	-	-
S07.560	the post or pole	jingbnoh	-	A fence post
S07.570	the board	-	-	-
S07.580	the arch	khilon	-	-
S07.610	the mason	-	-	-
S07.620	the brick	maw-it	-	-
S07.630	the mortar(2)	sorki	a mixture of lime, sand and water, used in building for joining bricks or stones together	-
S07.640	the adobe	-	earth and straw that are made into bricks for building houses	-
S07.6500	the camp 	-	-	The nomads built a camp in which they would stay for a week.
S07.6600	the hammock	-	-	-
S07.6700	to tan	-	to make animal skin into leather by by treating it with tannin (=a kind of acid)	To tan hides
S07.99904	the guestroom	-	-	-
S07.99905	the mosquito net	musári	-	-
S08.110	the farmer	nongrep	-	The poor farmer did not own the land he cultivated.
S08.120	the field	lyngkha	(for cultivation)	The field was planted with cabbage.
S08.1210	the paddy	kba, ktieh	wet land in which rice is grown	The paddy provided rice for the entire village.
S08.130	the garden	kpèr	-	Behind the house was a garden where the family grew vegetables.
S08.150	to cultivate	ban rep, thung	-	There is no more land left to cultivate.
S08.160	the fence	syrdeng	-	-
S08.170	the ditch	morsha, khap	a long narrow hole cut into the ground at the side of a field, road etc., especially for water to flow through	-
S08.210	to plough/plow	ban lûr	-	-
S08.212	the furrow	-	-	-
S08.220	to dig	ban tih	-	-
S08.230	the spade	-	tool with handle and blade used for digging in the ground	-
S08.240	the shovel	-	tool with handle and scoop for lifting and throwing material such as soil	-
S08.250	the hoe	(u) mohkhiew	tool with handle and blade with two or more prongs used for weeding, raking, etc.	-
S08.260	the fork(2)/pitchfork	proh	-	-
S08.270	the rake	-	-	-
S08.2800	the digging stick (=yamstick) 	-	-	-
S08.2900	the lasso	-	-	-
S08.310	to sow	ban bet	-	-
S08.311	the seed	symbái	-	-
S08.320	to mow	ot	-	-
S08.330	the sickle or scythe	rashi	-	-
S08.340	to thresh	shop	-	-
S08.350	the threshing-floor	kyntem	-	-
S08.410	the harvest	-	-	-
S08.420	the grain	dana	(barley, oats, etc.)	-
S08.430	the wheat	(u) kew	-	-
S08.440	the barley	-	-	-
S08.450	the rye	-	-	-
S08.460	the oats	-	-	-
S08.470	the maize/corn	(u) riewhadem	-	The bought corn-on-the-cob from the vendor in the park.
S08.480	the rice	(u) sohkháw	cooked rice as a meal	They ate their rice with the stew.
S08.510	the grass	(u) phlang	-	Green grass was growing in the forest clearing.
S08.520	the hay	-	-	-
S08.530	the plant	-	-	-
S08.531	to plant	ban thung	-	-
S08.540	the root	tynrái	-	-
S08.550	the branch	tnat	-	-
S08.560	the leaf	sla	-	-
S08.570	the flower	(u) syntiew	-	-
S08.600	the tree	(u) dieng	-	-
S08.610	the oak	(u) diengsning	-	-
S08.620	the beech	-	-	-
S08.630	the birch	-	-	-
S08.640	the pine	kseh	-	-
S08.650	the fir	-	-	-
S08.660	the acorn	soh-ot	-	-
S08.670	the vine	-	-	-
S08.680	the tobacco	duma	-	-
S08.690	to smoke	dihduma	to smoke a cigarette	-
S08.691	the pipe	(u) smuk	(for smoking)	-
S08.720	the tree stump	dienglyngngong	-	-
S08.730	the tree trunk	lympen	-	-
S08.740	the forked branch	-	-	-
S08.750	the bark	myntait	-	-
S08.760	the sap	-	-	The farmers collected the sap from the maple trees to make syrup. 
S08.810	the palm tree	tlái	-	Dates grow on palm trees. 
S08.820	the coconut	-	(fruit, not tree)	The boy picked a green coconut and drank its juice.
S08.830	the citrus fruit	-	-	-
S08.840	the banana	kait	-	The monkey peeled the banana and ate it.
S08.850	the banyan	-	-	-
S08.910	the sweet potato	(u) phan-karo	-	-
S08.9110	the millet or sorghum	(u) krái	-	-
S08.912	the yam	 shriew	-	-
S08.920	the cassava/manioc	-	(the tuber, rather than its plant or products)	The farmer grew cassava/manioc to feed his family. 
S08.930	the gourd	(u) patháw	-	-
S08.931	the pumpkin or squash	(u) pathaw	-	-
S08.940	the bamboo	(u) siej	-	-
S08.941	the sugar cane	(u) pai	-	-
S08.960	the fish poison	-	(in amazonia, a kind of root is apparently used as fish poison)	-
S08.970	the nettle	-	-	-
S08.980	the mushroom	(u) tit	-	-
S08.9910	the larch	-	a tree (larix) of the pine family	-
S08.9930	the needle(2)	(u) thyrnia	needle of coniferous tree	-
S08.9960	the cone	-	fruit of a pine or fir tree	-
S08.99901	the almond	-	-	-
S08.99905	the apple	(u) apple	-	-
S08.99910	the carrot	(u) kajor 	-	-
S08.99911	the cashew	-	-	-
S08.99916	the creeper	(u) jyrmi	-	-
S08.99918	the dung	eit	-	-
S08.99921	the guava	(u) soh-pri-am	-	-
S08.99930	the mango	(u) soh-pieng	-	-
S08.99931	the mangrove	-	-	-
S08.99932	the melon	-	-	-
S08.99933	the millet	(u) krâi	-	-
S08.99935	the onion	(u) piat	-	-
S08.99936	the orange	(u) sohñiamtra	-	-
S08.99937	the pea	(u) motor 	-	-
S08.99938	the pear	(u) soh-phoh	-	-
S08.99939	the pineapple	(u) soh-trun	-	-
S08.99941	the plum	(u) soh-plum	-	-
S08.99946	the straw	(u) soh-shán	-	-
S08.99952	the turnip	-	-	-
S08.99954	the watermelon	-	-	-
S08.99960	to grow(someone grew something)	ban thung	-	-
S08.99961	to pick	ban tam	-	-
S08.99962	to raise	ban mied,kynjih	-	-
S09.110	to do	ban-leh	(pure action meaning)	A has climbed on a tree. b says to a: what are you doing up there?""
S09.1110	to make	ban shna	produce by working	I'm going to make a cake for lisi's birthday.
S09.120	the work	kam	-	I can't go out because i have too much work.
S09.140	to bend	ban kdór, dem	-	I'll bend the branches away so that you can get through.
S09.150	to fold	ban khylliap	-	She folded the piece of paper and put it in the envelope.
S09.160	to tie	ban the	-	He tied his dog to a tree.
S09.161	to untie	ban loit	-	He untied his dog from the tree.
S09.180	the chain	(u) kynjri	-	-
S09.190	the rope	(u) tyllái	-	They tied up the prisoner with rope.
S09.192	the knot	-	-	Can you help me undo this knot?
S09.210	to strike or hit or beat	banpatied	-	He pounded the door with his fist.
S09.211	to pound	ban khleh	with fist	-
S09.220	to cut	ban prat	-	The thieves cut the phone wires and entered the house.
S09.221	to cut down	ban khet	-	Before building the road, we first have to cut down many trees.
S09.222	to chop	ban ot	-	Chopping wood for the fire
S09.223	to stab	ban dung	-	Brutus stabbed caesar to death.
S09.230	the knife(2)	tari	knife for preparing food	To chop the onions I need a knife.
S09.240	the scissors or shears	khanshi	-	-
S09.250	the axe/ax	(u) sdie	-	-
S09.251	the adze	-	a sharp tool with the blade at a right angle to the handle, used to shape pieces of wood	
S09.260	to break	ban pàit	-	The thieves got into the house by breaking a window.
S09.261	broken	liar-ngot	out of order, not working	The radio is broken, it won't turn on.
S09.270	to split	ban pharia	-	This log is too large, we have to split it into two.
S09.280	to tear	ban patar	damage [paper/cloth] by pulling it too hard	She tore a piece of her blouse to use as a bandage.
S09.290	to skin	ban khoh	strip or pull off the skin or hide of	The cook skinned the chicken before frying it.
S09.310	to rub	ban kyllán	-	He rubbed the fragrant leaves between his fingers.
S09.3110	to wipe	ban n?iad	-	The waiter wiped the table with a dirty rag.
S09.320	to stretch	ban pyiar, pyn-iar	make [something elastic] bigger or looser by pulling it	Don't stretch the rubber band too much.
S09.330	to pull	ban ring, tán	use one's hand to make something move towards one or in the direction that one is moving	Help me move the piano: you push and I'll pull.
S09.340	to spread out	ban phriang	-	They spread out the mat on the ground and sat on it.
S09.341	to hang up	ban wah	-	Hang your coat up on the hook.
S09.342	to press	ban kshot, shapia	push something firmly against a surface	The little boys pressed their noses against the glass.
S09.343	to squeeze	ban kshot	press something tightly	She squeezed some oranges and drank the juice.
S09.350	to pour	ban phylliew	-	He poured the wine into the glass.
S09.360	to wash	ban sàit	(transitive)	She washed her son's feet.
S09.370	to sweep	ban sâr	clean the dust/dirt from the floor/ground using a broom	He swept the path in front of the house.
S09.380	the broom	(u) synsár	a large brush with a long handle, used for sweeping floors	-
S09.422	the tool	tiar	an artifact (such as a hammer, a saw or a screwdriver) held in one's hand to help one in performing a particular job	-
S09.430	the carpenter	misteri	someone whose job is making and repairing wooden objects	-
S09.440	to build	ban shna, tei	-	Build a house
S09.460	to bore	ban pong	make a deep round hole in a hard surface	-
S09.461	to hollow out	-	make a hole or empty space by removing the inside part of something	-
S09.480	the saw	(u) kurat	-	One needs a saw to cut down a tree.
S09.490	the hammer	(u) tyrnem	-	-
S09.500	the nail	(u) prek	a thin pointed piece of metal which one forces into a piece of wood with a hammer to fasten the wood to something else	-
S09.560	the glue	-	a sticky substance used for joining things together	-
S09.600	the blacksmith	kamar	-	From a piece of scrap iron, the blacksmith forged a sword blade.
S09.610	to forge	-	make something from a piece of metal by heating the metal and shaping it	-
S09.620	the anvil	rniang	a heavy iron block on which pieces of metal are shaped using a hammer	-
S09.630	to cast	shat	form metal objects by pouring the molten metal into molds	The goldsmith melted the coins and cast them into a goblet.
S09.640	the gold	ksiar	-	The bracelet is made of gold.
S09.650	the silver	rupa	-	The necklace is made of silver.
S09.660	the copper	tama	-	The coin is made of copper.
S09.670	the iron	nar	-	-
S09.680	the lead	sisa	(a kind of metal)	-
S09.690	the tin or tinplate	sador	-	The cup was made of tin.
S09.710	the potter	-	-	The potter made jars.
S09.720	to mould/mold	-	form articles from clay or other plastic material by molding with the hands	She molded the clay into a dish before firing it.
S09.730	the clay	dewbyrtha	-	-
S09.740	the glass	yit	(the substance, not the drinking vessel)	The window is made of glass.
S09.750	to weave or plait/braid	ban thaiñ	weave (a basket) or plait/braid (someone's hair)	-
S09.760	the basket	shang	-	She carried the fruit home in a basket.
S09.770	the mat	(u) shylliah	a small piece of thick rough material which covers part of the floor	-
S09.771	the rug	-	a piece of thick cloth or wool that is smaller than a carpet and is put on the floor as decoration	-
S09.780	the netbag	larong	bag made of net used in papua to carry things	-
S09.790	the fan	-	-	The lady had a delicate fan made of sandalwood.
S09.791	to fan	ban pakha	-	People in the audience were fanning themselves with their programmes.
S09.810	to carve	ban oh-shrong	cut shapes out of wood or stone	Michaelangelo carved this figure from a single block of marble.
S09.820	the sculptor	nongohshrong	-	Rodin was a french sculptor.
S09.830	the statue	-	-	The sculptor made a statue of a woman.
S09.840	the chisel	pàiñtali	a metal tool with a sharp edge, used to cut wood or stone	-
S09.8700	the boomerang	-	-	The boomerang hit the wallaby and then came back to the hunter.
S09.880	the paint	rong	a liquid that one puts on a surface to make it a particular colour	-
S09.890	to paint	ban ñiad-rong, ai-rong	put paint on a surface	We need to paint our house.
S09.9000	to draw water	ban tong	-	She lowered the bucket into the well and drew water.
S09.9100	the peg	khuti	-	The scouts fastened the tent to the ground with wooden pegs.
S09.9200	the tumpline	-	a strap slung over the forehead or chest used (especially by native americans) for carrying packs or loads	-
S09.9300	the whetstone	(u) máwshut-wait,mawsiár	-	Before cutting the meat, he sharpened his knife with a whetstone.
S09.99915	the pencil	(u) led	-	-
S09.99916	the rust	sarang	-	-
S09.99917	the sack	byrni	-	-
S09.99925	the well	pukri	-	-
S09.99928	to barbecue	-	-	-
S09.99929	to close	ban khang	-	-
S09.99930	to draw	ban khap	-	-
S09.99931	to dwell	ban shongsah	-	-
S09.99934	to prepare	ban taiár, ban pynkhreh	-	-
S09.99936	to smear	ban tabain	-	-
S09.99938	to support	ban kyrshán	-	-
S10.110	to move	ban khih	(transitive)	This rock is so heavy that it cannot be moved.
S10.120	to turn	ban phái	(transitive)	To turn one's head
S10.130	to turn around	ban phaidien	(intransitive)	He heard someone call out his name and turned around.
S10.140	to wrap	ban khum	-	He wrapped the fish in leaves and steamed it.
S10.150	to roll	ban tyllun	(transitive)	He rolled the log down the hill.
S10.160	to drop	ban jáw	(transitive)	We dropped the stone into the water.
S10.170	to twist	ban jirthiaw	(transitive)	She twisted the wire around the branch.
S10.210	to rise	ban mih	-	The sun rises in the east.
S10.220	to raise or lift	ban rah	-	-
S10.230	to fall	ban hap	-	The ripe coconut fell on the ground.
S10.240	to drip	ban jawduid	-	The tap is dripping, shut it tightly!
S10.250	to throw	ban kawang	-	Don't throw stones, it's dangerous!
S10.252	to catch	ban kem	-	She caught the ball and passed it to her team mate.
S10.260	to shake	ban khynñiuh	(transitive)	Shake the bottle before pouring out the sauce.
S10.320	to flow	ban tûid	-	The river flows to the sea.
S10.330	to sink	ban ngam	(intransitive)	The coconut fell into the water and sank.
S10.340	to float	ban pér	(intransitive)	The raft floated on the river.
S10.350	to swim	ban jngi, ban jympa	-	He drowned because he could not swim.
S10.351	to dive	ban ngam-um	-	Diving too deeply is dangerous.
S10.352	to splash	-	-	The girl splashed water in the boy's face.
S10.360	to sail	-	-	The ship sailed from America to Australia.
S10.370	to fly	ban hér	(intransitive)	Look at that bird flying up in the sky!
S10.380	to blow	ban pyrsát	(intransitive)	The wind is blowing hard.
S10.410	to crawl	ban pár	-	The baby is still crawling, it can't walk yet.
S10.412	to kneel	ban dem-khohsiew	to get down on one's knees	The messenger kneeled before the king.
S10.413	to crouch	ban nguh-dem	lower one's body close to the ground by bending one's knees completely	She crouched under the sink to fix the pipes.
S10.420	to slide or slip	ban syntúid	(intransitive)	-
S10.430	to jump	ban rynsied	-	The children were so happy they jumped up and down.
S10.431	to kick	ban kynjat	-	He kicked the ball.
S10.440	to dance	ban shád	-	Though the music stopped they kept on dancing.
S10.450	to walk	ban láid	(intransitive)	The children walk to school every day.
S10.451	to limp	ban soh-tyngkoh	-	After his foot injury he limped for months.
S10.460	to run	ban phet, phet-tbong	(intransitive)	They ran all the way to school.
S10.470	to go	ban leit	-	Sometimes i go to school by car, sometimes on foot.
S10.471	to go up	ban kiew	-	I went up on the roof to get a better view.
S10.472	to climb	ban kiew	-	If you want to pick mangoes, you must climb the tree.
S10.473	to go down	ban hiar	-	Come down from the roof or you'll fall down.
S10.474	to go out	ban leit-kái	-	Get out of here before you get hurt!
S10.480	to come	ban wan	-	When I came to school it was still closed.
S10.481	to come back	ban wanphai	-	He left and then came back an hour later.
S10.490	to leave	ban leitnoh	(intransitive) depart, go away	The guest arrived yesterday and left this morning.
S10.491	to disappear	ban jah	-	The man disappeared without a trace.
S10.510	to flee	ban phetkrad	-	Because of the fire they had to flee their home.
S10.520	to follow	ban bûd, búd-dien	-	I came here first, my family followed me later.
S10.530	to pursue	ban beh	-	The policeman pursued the thief.
S10.550	to arrive	ban poi	-	The guest arrived yesterday and left this morning.
S10.560	to approach	-	-	As we approached the city we could see the lights in the distance.
S10.570	to enter	ban rung	-	She entered the room and sat down.
S10.5800	to go or return home	ban rwing	-	After working in the field the farmer went home.
S10.610	to carry	ban rah	-	She carried her baby home.
S10.612	to carry in hand	ban rah	-	She carried a stone in her hand.
S10.613	to carry on shoulder	ban bah	-	He carried the books on his shoulder.
S10.614	to carry on head	ban tynrong	-	She carried the fruit basket on her head.
S10.615	to carry under the arm	ban rah	-	She carried her bag under her arm.
S10.620	to bring	ban wallam	-	Please bring me the book you are holding.
S10.630	to send	ban phah	-	She sent her parents some money.
S10.640	to lead	ban laiam	-	The dog led the hunter to the fox.
S10.650	to drive	ban ñiah	(transitive)	He can drive a car, but not a truck.
S10.660	to ride	ban shongkulai	-	She rides her horse to work every day.
S10.670	to push	ban khyndat	-	Don't push me or I'll fall down.
S10.710	the road	surok	-	Many cars drove up and down the road.
S10.720	the path	lynti	-	The path leads from the house to the field.
S10.740	the bridge	jingkieng 	-	A beautiful bridge stood over the river.
S10.750	the cart or wagon	kali-bordi	-	The cart was pulled by a horse.
S10.760	the wheel	lyntem	-	The car has four wheels.
S10.770	the axle	-	-	-
S10.780	the yoke	-	-	-
S10.7900	the sledge/sled	-	-	-
S10.810	the ship	lieng	-	-
S10.830	the boat	lieng	-	-
S10.831	the canoe	liengkynda	-	-
S10.832	the outrigger	-	-	-
S10.840	the raft	bùr	-	-
S10.850	the oar	-	-	-
S10.851	the paddle	-	-	-
S10.852	to row	king	-	-
S10.860	the rudder	boitha	-	-
S10.870	the mast	-	-	-
S10.880	the sail	-	-	-
S10.890	the anchor	lyngkor	-	-
S10.910	the port	-	(= harbour)	-
S10.920	to land	-	-	-
S10.99901	to accompany	ban wan-on	-	-
S10.99903	to carry on the back	ban bah	-	-
S10.99904	to dip	ban wieh	-	-
S11.110	to have	ban loh	have temporarily (including things that one does not strictly speaking possess)	The boy has a flower in his hand.
S11.120	to own	ban don	possess, have permanently as legal possession	The woman owns a car.
S11.130	to take	ban Shim	seize a concrete object in the hand and hold it	I took my bag and walked to the market square.
S11.140	to grasp	ban bat	take and hold something firmly with one's hands	Make sure you grasp the rope with both hands.
S11.150	to hold	ban bat	to have something in one's hand or arms	I held the baby in my arms.
S11.160	to get	ban loh	come into possession of something (neutral between 'obtain' and 'receive')	-
S11.170	to keep	ban ri, ban buh	retain, remain in possession of something	I like the hat you gave me and i'd like to keep it.
S11.180	the thing	kaei-kaei	concrete object of any kind	My brother is rich, and many things in his house are never used.
S11.210	to give	ban ai	physical transfer of an object with one's hands that passes into possession of the recipient	The girl gave the boy a flower.
S11.220	to give back	ban pynphai	give something that was earlier in the recipient's possession	I lent you my watch, and you haven't given it back yet.
S11.240	to preserve	ban tyngkai	save something/someone from being harmed or destroyed	I think these traditional customs should be preserved. / the wreck was preserved by the muddy sea bed.
S11.250	to rescue	ban pyllait, pyllait-im	make someone safe from danger or harm	He saved his friend from drowning.
S11.270	to destroy	ban pyndûh	damage something so badly that it cannot be repaired or so that it no longer exists	The school was completely destroyed by fire.
S11.280	to injure	ban pynmong	to cause bodily harm	The falling tree injured two loggers.
S11.2900	to damage	ban pynduh	-	The fire damaged the house but it was quickly repaired.
S11.310	to look for	ban khmihlynti	-	I am looking for my purse; i must have lost it on my way.
S11.320	to find	ban shem	-	I had lost my purse but i found it again.
S11.330	to lose	ban jah	-	I had lost my purse but i found it again.
S11.340	to let go	ban pyllait	stop holding something/someone	She let go of the rope.
S11.430	the money	tyngka	-	A thousand dollars is a lot of money.
S11.440	the coin	-	-	I don't have any coins left, only paper money.
S11.510	rich	riewbha, riewspah	-	The beggar invested his money so well that he became rich.
S11.520	poor	kyrdûh, duk	-	After he became rich, he donated a lot of money to poor people.
S11.530	the beggar	nongkhrong	-	The beggar collected money in a cup.
S11.540	stingy	khania, byrtia	-	He is so stingy he doesn't heat his house even in winter.
S11.610	to lend	ban ai-lylliang	-	Can you lend me your ladder?
S11.620	to borrow	ban shim-kylliang	-	Can I borrow your ladder?
S11.630	to owe	-	-	My brother owes me 100 Euros.
S11.640	the debt	ràm	sum of money that one owes	He now had enough money to pay off his father's outstanding debts.
S11.650	to pay	ban siew	-	I paid 100 Euros for this book.
S11.660	the bill	-	written list showing how much a customer has to pay	-
S11.690	the tax	baikhrong	-	If you don't pay your taxes, you go to jail.
S11.770	to hire	-	employ	We need to hire/employ more workers if we want to finish the task in time.
S11.780	the wages	nong	the money a worker receives for the work done	The job's not very exciting, but he earns a good wage.
S11.790	to earn	-	receive [money] for regular work	The job's not very exciting, but he earns a good wage.
S11.810	to buy	ban thied	-	I bought ten bananas for a dollar.
S11.820	to sell	ban die	-	He sold his car for five thousand euros.
S11.830	to trade or barter	ban kha-ii	-	The farmer traded his cow for three goats.
S11.840	the merchant	mahajon	someone who buys and sells goods in large quantities	-
S11.850	the market	lew	(place)	He is going to the market to buy vegetables.
S11.860	the shop/store	dukán	-	There are no shops in the market, only open stalls.
S11.870	the price	dór	-	The price of these bananas is two dollars a bunch.
S11.880	expensive	rem	-	Mangoes are more expensive than bananas.
S11.890	cheap	tat	-	Bananas are so cheap even poor people can afford them.
S11.910	to share	ban sâm	let someone have part of something that belongs to oneself	The girl shared the cookies with her brother.
S11.920	to weigh	ban thew	have a certain weight	The bag weighs 10 kilograms.
S11.99904	the property	jingdon-jingem	-	-
S11.99907	to receive	pdiang	-	-
S12.0100	after	ynda	-	After the storm we went outside again.
S12.0110	behind	shadien	-	I can't see the tree, it's behind the house.
S12.0120	in	hapoh	-	-
S12.0130	at	ha	-	-
S12.0200	beside	hajan	-	Beside the house there are some trees.
S12.0300	down	shapoh	-	She looked down into the well.
S12.0400	before	mynshuwa	-	Before the war people freely crossed the border.
S12.0410	in front of	ha khmat jong–(object)	-	In front of the house is a white gate.
S12.0500	inside	shapoh	-	What's inside the box?
S12.0600	outside	shabar	-	It's cold outside.
S12.0700	under	hapoh, ha-khrum	-	He hid under the table.
S12.0800	up	sha jrong	-	She looked up into the sky.
S12.0810	above	hajrong	-	Above the house flew a dove.
S12.110	the place	jaka	-	This place is too hot, let's look for a cooler place.
S12.120	to put	ban buh	-	He put the book on the table.
S12.130	to sit	ban shong	-	Let's sit under the tree.
S12.140	to lie down	ban dem	-	She lay down in her bed but could not fall asleep.
S12.150	to stand	ban ieng	-	He got tired of standing and sat down.
S12.160	to remain	ban neh	-	I plan to remain here for a week.
S12.170	the remains	ba-sah	-	After the earthquake, some people continued to live in the remains of their homes.
S12.210	to gather	ban lum	(transitive)	He gathered wild mushrooms for dinner.
S12.212	to pick up	ban tám	-	She picked up the stone and then threw it down again.
S12.213	to pile up	ban tynrong	(transitive)	He piled up the mushrooms he had collected.
S12.220	to join	ban pynbyllan, ban bteng	(transitive)	He joined the two boards with nails.
S12.230	to separate	ban pynkhlad	(transitive)	He separated the two boards by pulling out the nails.
S12.232	to divide	ban lasám	(transitive)	She divided the bananas equally among the children.
S12.240	to open	ban plie	(transitive)	He opened the door and went out.
S12.250	to shut	ban khyrdep, ban set	(transitive)	After coming in, he shut the door.
S12.260	to cover	ban tap	-	He covered the child with a blanket.
