S04.570	to vomit	ओकणे, उलटी करणे	okaɳe, ulaʈiː karaɳe		--
S04.580	to bite	चावणे	tʃaːvaɳe		--
S04.590	to lick	चाटणे	tʃaːʈaɳe		--
S04.591	to dribble	लाळ गाळणे	laːɭ gaːɭaɳe		Watch out, the baby is dribbling on your shirt!
S04.610	to sleep	झोपणे	dʒʱopaɳe		--
S04.612	to snore	घोरणे	gʱoraɳe		--
S04.620	to dream	स्वप्न बघणे	svapn̪a bagʱaɳe		--
S04.630	to wake up	जागविणे	dʒaːgaviɳe		I wake up at seven every morning.
S04.640	to fart	पादणे	paːd̪aɳe		--
S04.650	to piss	लघवी करणे	lagʱaviː karaɳe		--
S04.660	to shit	शौच करणे	ɕɔtʃa karaɳe		--
S04.670	to have sex	समागम करणे	samaːgama karaɳe		--
S04.680	to shiver	हुडहुडी भरणे, कांपणे	huɖahuɖiː bʱaraɳe, kaːmpaɳe		--
S04.690	to bathe	आंघोळ करणे, स्नान करणे	aːŋgʱoɭa karaɳe, sn̪aːn̪a karaɳe		She likes to bathe before going to bed.
S04.710	to beget	उत्पन्न करणे			--
S04.720	to be born	जन्म होणे	dʒan̪ma hoɳe		--
S04.730	pregnant	गरोदर	garod̪ar		--
S04.732	to conceive	गरोदर राहणे, दिवस जाणे	garod̪ara		She conceived her first child while still in England.
S04.740	to be alive	जिवंत असणे	-		I thought he was dead, but he's still alive.
S04.7410	the life	जीवन, प्राण, आयुष्य	dʒiːvan̪a, praːɳa, aːjuɕja		He had a good long life.
S04.750	to die	मरणे	-		--
S04.7501	dead	मेलेला	melela:		--
S04.751	to drown	बुडणे	buɖaɳe		The dog fell into the river and drowned.
S04.760	to kill	मारणे	maːraɳe		--
S04.770	the corpse	माणसाचे प्रेत, शव	maːɳsaːtʃe pret̪a, ɕava		--
S04.7710	the carcass	जनावरचे मृत शरीर	dʒan̪aːvaraːtʃe mrut̪a ɕariːra		--
S04.780	to bury	पूरणे	puːraɳe		--
S04.790	the grave	थडगे	t̪ʰaɖage		--
S04.810	strong	बलवान	balavaːn̪		She's a strong woman and can lift 50 kilos.
S04.820	weak	अधु	ad̪ʱu		He's so weak that he cannot even lift 5 kilos.
S04.830	healthy	निरोगी, आरोग्याला पोषक	n̪irogiː, aːrogjaːlaː poʂaka		--
S04.840	sick/ill	अस्वस्थ,आजारी	asvast̪ʰa, aːdʒaːriː		--
S04.841	the fever	ताप,ज्वर	t̪aːpa, dʒvara		--
S04.842	the goitre/goiter	मन्यास्तंभ	man̪jaːst̪ambʱa		--
S04.843	the cold	सर्दी	sarad̪iː		He caught a cold after swimming in the lake at night.
S04.8440	the disease	आजार,रोग	aːdʒara, roga		--
S04.850	the wound or sore	जखम	dʒakʰama		--
S04.852	the bruise	खरचटणे	kʰaratʃaʈaɳe		--
S04.853	the swelling	सूज 	suːdʒa		--
S04.854	the itch	खाज,खरूज	khaːdʒa, kharuːdʒa		The itch was caused by an insect bite.
S04.8541	to scratch	खाजवणे 	kʰaːdʒavaɳe		Don't scratch an insect bite!
S04.855	the blister	पाणी भरलेला फोड	paːɳiː bʱaralelaː pʰoɖ		--
S04.856	the boil	कातडी खालचा फोड	kaːt̪aɖiː kʰaːlatʃaː pʰoɖa		The boy's body is covered in boils.
S04.857	the pus	पू	puː		--
S04.858	the scar	जखमेची खूण	dʒakʰametʃiː kʰuːɳ		--
S04.860	to cure	बरा करणे, रोग मुक्त करणे	baraː karaɳe, rog mukt̪a karaɳe		The treatment cured the patient's illness.
S04.870	the physician	वैद्य, हकीम	vɛd̪ja, hakiːma		--
S04.880	the medicine	औषध	ɔʂad̪ʱa		--
S04.890	the poison	विष	viʂ		--
S04.910	tired	दमलेला, थकलेला	d̪amalelaː, t̪ʰakalelaː		--
S04.912	to rest	आराम करणे 	aːraːm karaɳe		--
S04.920	lazy	आळशी, कामचुकार	aːɭaɕiː, kaːmatʃukaːr		--
S04.930	bald	टकक्ल पडलेला, रुक्ष, बोडका	ʈakkal paɖalelaː, ruːkɕ, boɖaka		--
S04.940	lame	पायाने अधू	paːjaːn̪e ad̪ʱuː		--
S04.950	deaf	बहिरा, बधिर	bahiraː, bad̪ʱir		--
S04.960	mute	मुका	mukaː		--
S04.970	blind	आंधळा	aːn̪d̪ʱaɭaː		--
S04.980	drunk	दारू प्यायलेला	d̪aːruː pjaːjalelaː		They became drunk after drinking too much beer.
S04.990	naked	नग्न, नागडा	n̪agn̪a, n̪aːgaɖaː		The child does not like to wear clothes, and goes around naked.
S04.99904	the cholesterol	रक्तातील एक क्षार	rakt̪aːt̪iːl ek kɕaːr		
S04.99914	to itch	खाजणे	kʰaːdʒaɳeː		
S05.110	to eat	खाणे, खाउन टाकणे	kʰaːɳe, kʰaːun̪ ʈaːkaɳe		The child has eaten the fruit.
S05.120	the food	खाद्य, अन्न	kʰaːd̪ja, an̪n̪a		--
S05.121	cooked	शिजवलेले	ɕidʒavalele		Cooked bananas taste even better than raw bananas.
S05.122	raw	कच्चे 	katʃtʃe		Cooked bananas taste even better than raw bananas.
S05.123	ripe	परिपक्व, पूर्ण वाढ झालेले	paripakva, puːrɳa vaːɖʱ dʒʱaːlele		Unripe bananas have a green colour, whereas ripe bananas are yellow.
S05.124	unripe	न पिकलेला	n̪a pikalelaː		Unripe bananas have a green colour, whereas ripe bananas are yellow.
S05.125	rotten	सडलेला, कुजलेल	saɖalelaː, kudʒalel	(about fruit)	a rotten apple or mango
S05.130	to drink	पिणे	piɳe		drink water
S05.140	to be hungry	भूक लागणे	bʱuːk laːgaɳe		--
S05.141	the famine	उपासमार	upaːsamaːr		--
S05.150	to be thirsty	तहान लागणे	t̪ahaːn̪ laːgaɳe		--
S05.160	to suck	अंगावर पिणे,चोखणे	aŋgaːvar piɳe, tʃokʰaɳe		The baby is sucking milk.
S05.180	to chew	चावून खाणे 	tʃaːvuːn̪ kʰaːɳe		This meat is so tough I can hardly chew it!
S05.181	to swallow	गिळणे,गिळून टाकणे	giɭaɳe, giɭuːn̪  ʈaːkaɳe		You need to chew this meat well before you can swallow it.
S05.190	to choke	गुदमरणे, श्वास थांबवणे	gud̪amaraɳe, ɕvaːs t̪ʰaːmbavaɳe		The smoke was choking the firefighters./The assailant choked his victim.
S05.210	to cook	अन्न शिजवणे	an̪n̪a ɕitʃavaɳe		She was cooking a soup for her mother.
S05.220	to boil	उकळवणे	ukaɭavaɳe		The water is boiling.
S05.230	to roast or fry	भाजणे, तळणे	bʱaːdʒaɳe, t̪aɭɳe		--
S05.240	to bake	भाजणे	bʱaːdʒaɳe		We are baking some bread.
S05.250	the oven	भट्टी	bʱaʈʈiː		--
S05.260	the pot	भांडे,	bʱaːn̪ɖe		He is cooking soup for the whole family in a big pot.
S05.270	the kettle	किटली	kiʈaliː		The water is boiling in the kettle.
S05.280	the pan	तवा	t̪avaː		--
S05.310	the dish	ताटली	t̪aːʈaliː		--
S05.320	the plate	ताटली	t̪aːʈaliː		--
S05.330	the bowl	वाटी	vaːʈiː		--
S05.340	the jug/pitcher	चंबू, सूरई (कान व चोच असलेले) 	tʃambuː, suːraiː		--
S05.350	the cup	पेला, कप	pelaː, kap		--
S05.360	the saucer	बशी	baɕiː		--
S05.370	the spoon	चमचा	tʃamatʃaː		He ate the soup with a spoon. 
S05.380	the knife(1)	सुरा, सुरी	sura, suriː	knife for eating' (as opposed to knife used for preparing food)	--
S05.390	the fork	काटा चमचा	kaːʈaː tʃamatʃaː		--
S05.391	the tongs	चिमटा 	tʃimaʈaː		--
S05.410	the meal	जेवण	dʒevaɳ		Dinner is the main meal of the day for most people.
S05.420	the breakfast	न्याहारी	n̪jaːhaːriː		--
S05.430	the lunch	दुपारचे जेवण	d̪upaːratʃe dʒevaɳ		--
S05.440	the dinner	रात्रीचे जेवण	raːtriːtʃe dʒevaɳ		--
S05.450	the supper	रात्रीचे जेवण	raːtriːtʃe dʒevaɳ		--
S05.460	to peel	सोलणे, साल काढणे	solaɳe, saːl kaːɖʱaɳe		This knife is good for peeling potatoes.
S05.470	to sieve or to strain	चाळणे	tʃaːɭaɳe		She strained the coffee before serving it.
S05.480	to scrape	घासणे,  खरबडणे	gʱaːsaɳe, kʰarabaɖaɳe		Scrape the carrots and slice them thinly.
S05.490	to stir or to mix	हलवणे, ढवळणे	halavaɳe, ɖʱavaɭaɳe		--
S05.510	the bread	पाव, भाकरी, रोटी	paːv, bʱaːkariː, roʈiː		--
S05.530	the dough	भिजवलेले पीठ	bʱidʒavalele piːʈʰ		--
S05.540	to knead	पीठ भिजवणे	piːʈʰ bʱidʒavaɳe		Knead the dough for three minutes.
S05.550	the flour	कणीक 	kaɳiːk		--
S05.560	to crush or to grind	बारीक करणे, पूड करणे	bariːk karaɳe, puːɖ karaɳe		--
S05.570	the mill	चक्की	tʃakkiː		--
S05.580	the mortar(1)	रेतिमीश्रित सिमेंट	ret̪imiːɕrit̪ simen̪ʈ		--
S05.590	the pestle	मुसळ	musaɭ		--
S05.610	the meat	मांस 	maːn̪s		--
S05.630	the sausage	मांस 	maːn̪s		--
S05.640	the soup	सूप	suːp		Clear chicken soup can relieve the symptoms of the common cold.
S05.650	the vegetables	भाजी	bʱaːdʒiː		--
S05.660	the bean	घेवडा	gʱevɖaː		--
S05.700	the potato	बटाटा	baʈaːʈaː		--
S05.710	the fruit	फळ	pʰaɭ		--
S05.712	the bunch	घड 	gʱaɖ		--
S05.750	the fig	अंजीर	an̪dʒiːr		--
S05.760	the grape	द्राक्ष	d̪raːkɕ		--
S05.770	the nut	कठीण कवचाचे फळ	kaʈʰiːɳ kavatʃaːtʃe pʰaɭ		--
S05.780	the olive	-	-		--
S05.790	the oil	तेल	t̪el		--
S05.791	the grease or fat	चरबी, वंगण	tʃarabiː, vaŋgaɳ		--
S05.810	the salt	मीठ, क्षार 	miːʈʰ, kɕaːr		--
S05.820	the pepper	मिरी	miriː		--
S05.821	the chili pepper	मिरची पूड	miːrtʃiːpuɖ 		--
S05.840	the honey	मध	mad̪ʱ 		--
S05.850	the sugar	साखर	saːkʰar		--
S05.860	the milk	दूध	duːd̪ʱ		--
S05.870	to milk	दूध काढणे	duːd̪ʱ kaːɖʱaɳe		--
S05.880	the cheese	चीज, खवा	tʃiːdʒ, kʰavaː		--
S05.890	the butter	लोणी	loɳiː		--
S05.900	the drink	पेय	peja	any kind of brevage	--
S05.910	the mead	मध aणी पाणी यांपासून तयार केलेले मादक पेय	mad̪ʱ aɳiː paːɳiː jaːn̪paːsuːn̪ t̪ajaːr kelele maːd̪ak peja		--
S05.920	the wine	द्राक्षापासून तयार केलेली दारू	d̪raːkɕaːpaːsuːn̪ t̪ajaːr keleliː d̪aːruː	alchohol made w grape, wine	--
S05.930	the beer	मद्याचा एक प्रकार	mad̪jaːtʃaː ek prakaːr	beer	--
S05.940	the fermented drink	अंबवलेले पेय	ambavalele peja		--
S05.970	the egg	अंडे	an̪ɖe		--
S05.971	the yolk	अंडयातील पिवळा बलक	an̪ɖjaːt̪iːl pivaɭaː balak		--
S05.9830	the manioc bread	-	-		--
S05.99903	the soy sauce	सोयाबीनचा सॉस	sojaːbiːn̪atʃaː sos		
S05.99905	the bacon	-	-		
S05.99906	the biscuit	बिस्किट	biskiʈ		
S05.99907	the brandy	दारू, मादक पेय	d̪aːruː, maːd̪ak peːja		
S05.99908	the cabbage	कोबी	kobiː		
S05.99910	the cream	मलई	malaiː		
S05.99912	the jelly	मुरंबा	murambaː		
S05.99917	the roasted cassava meal	भाजलेल्या रताळ्याचे जेवण	bʱaːdʒaleljaː  rat̪aːɭjaːtʃe dʒevaɳ		
S05.99921	the tortilla	-	-		
S05.99922	the vinegar	सिरका	sirakaː		
S06.110	to put on	चढविणे	tʃaɖʱaviɳe		The child can already put on his clothes by himself.
S06.120	the clothing or clothes	कापड किंवा कपडे	kaːpaɖ, kapaɖe		--
S06.130	the tailor	शिंपी	ɕimpiː		--
S06.210	the cloth	कापड	kaːpaɖ		--
S06.220	the wool	लोकर	lokar		--
S06.230	the linen	सुताचे कापड	sut̪aːtʃe kaːpaɖ		--
S06.240	the cotton	कापूस	kaːpuːs		--
S06.250	the silk	रेशमी कपडे	reɕamiː kapaɖe		--
S06.270	the felt	लोकरिचे कापड	lokariːtʃe kaːpaɖ		--
S06.280	the fur	-	-		--
S06.290	the leather	कमावलेले कातडे	kamaːvalele kaːt̪aɖe		--
S06.310	to spin	सूत काढणे	suːt̪ kaːɖʱaɳe		--
S06.320	the spindle	चरखा 	tʃarakʰaː		--
S06.330	to weave	विणणे	viɳaɳe		The village women weave cloth from cotton thread.
S06.340	the loom	विणकराचा माग	viɳakaːraːtʃaː maːg		--
S06.350	to sew	शिवणे	ɕivaɳe		--
S06.360	the needle(1)	सुई	suiː		--
S06.370	the awl	टोचा	ʈotʃaː		--
S06.380	the thread	दोरा	d̪oraː		--
S06.390	to dye	रंग	raŋga		The weaver dyed the cloth bright red.
S06.410	the cloak	बुरखा, मोठा झगा, अंगावर घेण्याचे वस्त्र	burkʰaː, moʈʰaː dʒʱagaː, aŋgaːvar gʱeɳjaːtʃe vast̪ra		--
S06.411	the poncho	बिनबाहयांचा शर्ट, भुशिर	bin̪ baːhjaːn̪tʃaː ɕarʈ, bʱuɕir		--
S06.420	the (woman's) dress	स्त्रीचा पोशाख	st̪iːtʃaː poɕaːkʰ		--
S06.430	the coat	अंगरखा	aŋgarakʰaː		--
S06.440	the shirt	सदरा	sad̪araː		--
S06.450	the collar	कॉलर	kolar		--
S06.460	the skirt	घागरा, परकर	gʱaːgaraː, parakar		--
S06.461	the grass-skirt	-	-		--
S06.480	the trousers	विजार	vidʒaːr		--
S06.490	the sock or stocking	-	-		--
S06.510	the shoe	जोडे	dʒoɖe		--
S06.520	the boot	बूट 	buːʈ		--
S06.540	the shoemaker	मोची,चर्मकार	motʃiː, tʃarmakaːr		--
S06.550	the hat or cap	टोपी	ʈopiː		--
S06.570	the belt	कंबरेचा पट्टा	kambaretʃaː paʈʈaː		--
S06.580	the glove	हातमोजा	haːt̪amodʒaː		--
S06.590	the veil	ओढणी, पडदा	oɖʱaɳiː, paɖad̪aː		During the wedding the bride wore a veil that hid her face.
S06.610	the pocket	खिसा	kʰisaː		He put the money in his shirt pocket.
S06.620	the button	बटन 	baʈan̪ 		--
S06.630	the pin	टाचणी 	ʈaːtʃaɳiː		The torn shirt was held together by pins.
S06.710	the ornament or adornment	अलंकार, दागिना	alaŋkaːr, d̪aːgin̪aː		Her hair was adorned with silver oranments.
S06.720	the jewel	मौल्यवान खडा	mɔljavaːn̪  kʰaɖaː		--
S06.730	the ring	कडे, अंगठी	kaɖe, aŋgaʈʰiː		--
S06.740	the bracelet	बांगडी, कडे	baːŋgaɖiː, kaɖe		She wore a solid gold bracelet.
S06.750	the necklace	कंठहार 	kan̪ʈʰahaːr		Her necklace was made of pearls and coral.
S06.760	the bead	लहान मणी	lahaːn̪ maɳiː		--
S06.770	the earring	कर्णभुशल, डूल	karɳabʱuɕal, ɖuːl		The pirate wore one earring.
S06.780	the headband or headdress	शिरोभूषण	ɕiro bʱuːɕaɳ		--
S06.790	the tattoo	-	-		--
S06.810	the handkerchief or rag	हातरुमाल, चिंधी	rumaːl, tʃin̪d̪ʱiː		--
S06.820	the towel	पंचा	pan̪tʃaː		--
S06.910	the comb	कंगवा 	kaŋgavaː		--
S06.920	the brush	कुंचला (केसासाठी)	kun̪tʃalaː kesasaʈʰi		He used the brush to thoroughly brush his hair.
S06.921	the plait/braid	वेणी	veɳiː		--
S06.930	the razor	वस्तरा	vast̪araː		While he was shaving the razor cut his face.
S06.940	the ointment	मलम	malam		--
S06.950	the soap	साबण	saːbaɳ		A bar of soap was placed by the sink.
S06.960	the mirror	आरसा 	aːrasaː		He looked at himself in the mirror that hung on the wall.
S06.9800	the snowshoe	-	-		She put on her snowshoes before going out into the cold.
S06.99901	the bag	पिशवी	piːɕaviː		
S06.99907	the sandal	-			
S06.99911	to wear	पेहरणे, अंगावर घालणे	peharaɳeː, aŋgaːvar gʱaːlaɳe		
S07.110	to live	रहाणे	rahaːɳe		A family of five lives in that large house.
S07.120	the house	घर	gʱar		--
S07.130	the hut	झोपडी	dʒʱopaɖiː		--
S07.131	the garden-house	बाग असलेले घर	baːg aslele gʱar		--
S07.140	the tent	तंबू	t̪ambuː		--
S07.150	the yard or court	अंगण	aŋgaɳ		--
S07.160	the men's house	मनुष्याचे घर	man̪uʂjaːtʃe gʱar		--
S07.170	the cookhouse	स्वयंपाकघर	svajampaːk gʱar		--
S07.180	the meeting house	भेटण्याची जागा	bʱeʈaɳjaː tʃiː dʒaːgaː		--
S07.210	the room	खोली	kʰoliː		--
S07.220	the door or gate	दार, फाटक	d̪aːr, pʰaːʈak		--
S07.221	the doorpost	दरवाज्याच्या चौकटीचा उभा खांब	d̪aravaːdʒjaːtʃjaː tʃɔkaʈiːtʃaː ubʱaː kʰamb		--
S07.230	the lock	कूलुप, टाळे	kuːlup, ʈaːɭe		--
S07.231	the latch or door-bolt	दाराची खिट्टी	d̪aːraːtʃiː kʰiʈʈiː		--
S07.2320	the padlock	सुटे कुलूप	suʈe kuluːp		--
S07.240	the key	चावी, किल्ली	tʃaːviː, killiː		--
S07.250	the window	खिडकी	kʰiɖakiː 		--
S07.260	the floor	जमीन, मजला	dʒamiːn̪, madʒalaː		--
S07.270	the wall	भिंत 	bʱin̪t̪		The walls of our house are very thick.
S07.310	the fireplace	चूल	tʃuːl		--
S07.320	the stove	शेगडी	ɕegaɖiː		She put the kettle on the stove and lit the fire.
S07.330	the chimney	धुराडे	d̪ʱuraːɖe		--
S07.370	the ladder	शिडी	ɕiɖiː		--
S07.420	the bed	पलंग, गादी	palaŋg, gaːd̪iː		--
S07.421	the pillow	उशी	uɕiː		--
S07.422	the blanket	रग	rag		--
S07.430	the chair	खुर्ची	kʰuratʃiː		--
S07.440	the table	मेज	medʒ		--
S07.450	the lamp or torch	दिवा, मशाल	d̪ivaː, maɕaːl		--
S07.460	the candle	मेणबत्ती	meɳabat̪t̪iː		--
S07.470	the shelf	फळी	pʰaɭiː		Put it back on the top shelf.
S07.480	the trough	पात्र, कुंडी	paːt̪ra, kun̪ɖiː		--
S07.510	the roof	घराचे छप्पर	gʱaraːtʃe tʃʰappar		--
S07.520	the thatch	असे छप्पर	ase tʃhappar		--
S07.530	the ridgepole	आडवी तुळई	aːɖaviː t̪uɭaiː		--
S07.540	the rafter	तुळई	t̪uɭaiː		--
S07.550	the beam	तुळई	t̪uɭaiː		--
S07.560	the post or pole	खांब	kʰaːmb		a fence post
S07.570	the board	फळी, फळा	pʰaɭiː, pʰaɭaː		--
S07.580	the arch	कमान	kamaːn̪		--
S07.610	the mason	गवंडी	gavan̪ɖiː		--
S07.620	the brick	वीट	viːʈ		--
S07.630	the mortar(2)	रेतिमिश्रित सिमेंट, चुना	retimiɕrit̪ simen̪ʈ, tʃun̪aː		--
S07.640	the adobe	घरकुल	gʱarakul		--
S07.6500	the camp 	छावणी, तळ	tʃʰaːvaɳiː, t̪aɭ		The nomads built a camp in which they would stay for a week.
S07.6600	the hammock	टांगता बिछाना	ʈaːŋgat̪a bitʃʰaːn̪aː		--
S07.6700	to tan	कातड्याचे चामडे करणे	kaːt̪aɖjaːtʃe  tʃaːmaɖe karaɳe		to tan hides
S07.99904	the guestroom	पाहुण्यांसाठी असणारी खोली	paːʰuɳjaːn̪saːʈʰiː asaɳaːriː kʰoːliː		
S07.99905	the mosquito net	मच्छरदाणी	maːtʃtʃʰard̪aːɳiː		
S08.110	the farmer	शेतकरी 	ɕet̪akariː		The poor farmer did not own the land he cultivated.
S08.120	the field	शेतजमीन, कुरण	ɕet̪adʒamiːn̪ , kuraɳ		The field was planted with cabbage.
S08.1210	the paddy	भाताचे शेत	bʱaːt̪aːtʃe ɕet̪		The paddy provided rice for the entire village.
S08.130	the garden	बाग, बगिचा	baːg, bagitʃaː		Behind the house was a garden where the family grew vegetables.
S08.150	to cultivate	नांगरणे, जमिनीची मशागत करणे	n̪aːŋgaraɳe, dʒamin̪iːtʃiː maɕaːgat̪  karaɳe		There is no more land left to cultivate.
S08.160	the fence	कुंपण	kumpaɳ		--
S08.170	the ditch	खडडा	kʰaɖɖaː		--
S08.210	to plough/plow	नांगरणे	n̪aːŋgaraɳe		--
S08.212	the furrow	-	-		--
S08.220	to dig	खणणे	kʰaɳaɳe		--
S08.230	the spade	कुदळ	kud̪aɭ		--
S08.240	the shovel	फावडे, खुरपे 	pʰaːvaɖe, kʰurape		--
S08.250	the hoe	खुरपे	kʰurape		--
S08.260	the fork(2)/pitchfork	काटा, फाटा	kaːʈaː pʰaːʈaː		--
S08.270	the rake	-	-		--
S08.2800	the digging stick (=yamstick) 	कुदळ	kud̪aɭ		--
S08.2900	the lasso	पकडण्याचं साधन	pakaɖɳjaːtʃa saːd̪ʱan̪		--
S08.310	to sow	बी पेरणे,रुजत घालणे	biː perɳe, rudʒat̪ gʱaːlaɳe		--
S08.311	the seed	बी, बीज	biː, biːdʒ		--
S08.320	to mow	गवत कापणे	gavat̪ kaːpaɳe		--
S08.330	the sickle or scythe	कोयता, विळा	kojat̪aː, viɭaː		--
S08.340	to thresh	धान्य झोडपणे,मळणी करणे	d̪ʱan̪ja dʒʱoɖapaɳe, maɭaɳiː karaɳe		--
S08.350	the threshing-floor	धान्य झोडपायची जागा	d̪ʱan̪ja dʒʱoɖapaːjatʃi dʒaːgaː		--
S08.410	the harvest	धान्य कापणीचा हंगामा 	d̪ʱan̪ja kaːpaɳiːtʃaː haŋgaːm		--
S08.420	the grain	कण, धान्य	kaɳ, d̪ʱaːn̪ja		--
S08.430	the wheat	गहू	gahuː		--
S08.440	the barley	गव्हासारखं धान्य	gavʱaːsaːrakʰa d̪ʱaːn̪ja		--
S08.450	the rye	राई	raiː		--
S08.460	the oats	गव्हासारखं धान्य	gavʱaːsaːrakʰa d̪ʱaːn̪ja		--
S08.470	the maize/corn	मका	makaː		The bought corn-on-the-cob from the vendor in the park.
S08.480	the rice	तांदूळ	t̪aːn̪d̪uːɭ		They ate their rice with the stew.
S08.510	the grass	गवत	gavat̪		Green grass was growing in the forest clearing.
S08.520	the hay	-	-		--
S08.530	the plant	रोप, रोपटे	rop, ropaʈe		--
S08.531	to plant	रोप लावणे	rop laːvaɳe		--
S08.540	the root	मूळ 	muːɭ		--
S08.550	the branch	फांदी, शाखा 	pʰaːn̪d̪iː, ɕaːkʰaː		--
S08.560	the leaf	पान	paːn̪		--
S08.570	the flower	फुल	pʰul		--
S08.600	the tree	वृक्ष, झाड	vrukɕ, dʒʱaːɖ		--
S08.610	the oak	ओक	oak		--
S08.620	the beech	बीच	biːtʃ		--
S08.630	the birch	-	-		--
S08.640	the pine	देवदार	d̪evad̪aːr		--
S08.650	the fir	-	-		--
S08.660	the acorn	ओक झाडाचे फळ	ok dʒʱaːɖaːtʃe pʰaɭ		--
S08.670	the vine	द्राक्षांचा वेल	draːkɕaːn̪tʃaː vel		--
S08.680	the tobacco	तंबाखु	t̪ambaːkʰu		--
S08.690	to smoke	धूम्रपान	d̪ʱuːmrapaːn̪	to smoke a cigarette	--
S08.691	the pipe	चिरूट	tʃiruːʈ	(for smoking)	--
S08.720	the tree stump	झाडाच्या खोडाचा बुंधा	dʒʱaːɖaːtʃjaː kʰoɖaːtʃaː bun̪d̪ʱaː		--
S08.730	the tree trunk	झाडाचे खोड	dʒʱaːɖaːtʃe kʰoɖ		--
S08.740	the forked branch	त्रिशुळाच्या आकाराची फांदी	t̪riɕuɭaːtʃjaː aːkaːraːtʃiː pʰaːn̪d̪iː		--
S08.750	the bark	झाडाची साल	dʒʱaːɖaːtʃiː saːl		--
S08.760	the sap	वनस्पतीच्या आत वाहणारा रस	van̪aspat̪itʃjaː aːt̪ vaːhaɳaːraː ras		The farmers collected the sap from the maple trees to make syrup. 
S08.810	the palm tree	ताडाचे झाड	t̪aːɖaːtʃe dʒʱaːɖ		Dates grow on palm trees. 
S08.820	the coconut	नारळ	n̪aːraɭ	(fruit, not tree)	The boy picked a green coconut and drank its juice.
S08.830	the citrus fruit	रस असलेले फळ	ras asalele pʰaɭ		--
S08.840	the banana	केळ	keɭ		The monkey peeled the banana and ate it.
S08.850	the banyan	वडाचे झाड	vaɖaːtʃe dʒʱaːɖ		--
S08.910	the sweet potato	रताळे	rat̪aːɭe		--
S08.9110	the millet or sorghum	बाजरी, ज्वारी	baːdʒariː, dʒvaːriː		--
S08.912	the yam	-	-		--
S08.920	the cassava/manioc	-	-		The farmer grew cassava/manioc to feed his family. 
S08.930	the gourd	दुधीभोपळा	dud̪ʱiːbʱopaɭaː		--
S08.931	the pumpkin or squash	लाल भोपळा	laːl bʱopaɭaː		--
S08.940	the bamboo	बांबू	bambuː		--
S08.941	the sugar cane	ऊस	uːs		--
S08.960	the fish poison	माशांना मारायच विष	maːɕaːn̪n̪aː maːraːjaːtʃ viʂ		--
S08.970	the nettle	खाजकोयली	kʰaːdʒakojaliː		--
S08.980	the mushroom	मशरूम	maɕaruːm		--
S08.9910	the larch	-	-		--
S08.9930	the needle(2)	-	-		--
S08.9960	the cone	पाईन वृक्षाचे फळ	paːiːn̪ vrukɕaːtʃe pʰaɭ		--
S08.99901	the almond	बदाम	bad̪aːm		
S08.99905	the apple	सफरचंद	sapʰartʃand̪		
S08.99910	the carrot	गाजर	gaːdʒar		
S08.99911	the cashew	काजू	kaːdʒuː		
S08.99916	the creeper	वेल	vel		
S08.99918	the dung	शेण	ɕeɳ		
S08.99921	the guava	पेरू	peruː		
S08.99930	the mango	आंबा	aːmbaː		
S08.99931	the mangrove	-	-		
S08.99932	the melon	खरबूज	kʰarabuːdʒ		
S08.99933	the millet	बाजरी, ज्वारी	baːdʒariː, dʒvaːriː		
S08.99935	the onion	कांदा	kan̪d̪aː		
S08.99936	the orange	संत्र	san̪t̪ra		
S08.99937	the pea	मटार	maʈaːr		
S08.99938	the pear	पेअर	pejar		
S08.99939	the pineapple	अननस	an̪an̪as		
S08.99941	the plum	आलुबुखार	aːlubukʰaːr		
S08.99946	the straw	वाळलेल्या काड्या	vaːɭaleljaː kaːɖjaː		
S08.99952	the turnip	सलगम	salagam		
S08.99954	the watermelon	कलिंगड	kaliŋgaɖ		
S08.99960	to grow(2)	वाढवणे	vaːɖʱavaɳe		
S08.99961	to pick	वेचणे	vetʃaɳe		
S08.99962	to raise	बढती	baɖʱat̪iː		
S09.110	to do	करणे	karaɳe		A has climbed on a tree. B says to Aː "What are you doing up there?"
S09.1110	to make	करणे	karaɳe		I'm going to make a cake for Lisi's birthday.
S09.120	the work	काम, कृत्य	kaːm, krutja		I can't go out because I have too much work.
S09.140	to bend	वाकवणे,लवणे 	vaːkavaɳe, lavaɳe		I'll bend the branches away so that you can get through.
S09.150	to fold	घडी घालणे, दुमडणे	gʱaɖiː gʱaːlaɳe, d̪umaɖaɳe		She folded the piece of paper and put it in the envelope.
S09.160	to tie	बांधणे	baːn̪d̪ʱaɳe		He tied his dog to a tree.
S09.161	to untie	बंधन काढणे, मोकळे करणे	ban̪d̪ʱan̪ kaːɖʱɳe, mokaɭe karaɳe		He untied his dog from the tree.
S09.180	the chain	साखळी	saːkʰaɭiː		--
S09.190	the rope	दोरखंड, दोर	d̪orakʰan̪ɖ, d̪or		They tied up the prisoner with rope.
S09.192	the knot	गाठ, बंधन	gaːʈʰ, ban̪d̪ʱan̪		Can you help me undo this knot?
S09.210	to strike or hit or beat	मारणे, तडाखा देणे, पिटणे	maːraɳe, t̪aɖaːkʰaː d̪eɳe, piʈaɳe		--
S09.211	to pound	ठोसा देणे	ʈʰosaː d̪eɳe		He pounded the door with his fist.
S09.220	to cut	कापणे	kaːpaɳe		The thieves cut the phone wires and entered the house.
S09.221	to cut down	कापणे	kaːpaɳe		Before building the road, we first have to cut down many trees.
