 Name:   Telugu
 SIL classification:     Dravidian > South-Central > Telugu
 ISO 639-3 code: tel
 WALS classification:    Family: Dravidian > Genus: South-Central Dravidian
 WALS coordinates:       16° N, 79° E
 Compiler        Anju Saxena
 Data entry personnel    David Karlander, Anju Saxena, K. Taraka Rama
 License:       This work is licensed under a Creative Commons Attribution 3.0 Unported License


S01.100	the world	ila; kuwalayam; jagam, jagattu, jagati 	--	The Amazon is the longest river in the world.
S04.520	to yawn	aawalincu, aawulincu; jṛmbhincu 	jṛmbhincu v.i. class. 1 to yawn.	–
S04.521	to hiccough	-	--	–
S04.530	to cough	daggu	--	–
S04.540	to sneeze	tummu	--	–
S04.550	to perspire	-	--	–
S04.560	to spit	umiyu; ummi weeyu, ummeeyu; uuyu 	umiyu VT; ummi weeyu, ummeeyu VI; uuyu VT	–
S04.570	to vomit	udgaarincu; kakkincu; kakku; Dooku; waanti ceesukonu; weligrakku, weLLagrakku	udgaarincu VT; kakku VT; oth. VI	–
S04.580	to bite	karacu, karucu; kaaTu weeyu; koruku 	--	–
S04.590	to lick	naaku	--	–
S04.591	to dribble	congakaarcu	--	Watch out, the baby is dribbling on your shirt!
S04.610	to sleep	Kanumuuyu; paDukonu	--	–
S04.612	to snore	gurakapeTTu, gurrupeTTu; gurru peTTu 	--	–
S04.620	to dream	kala[lu] kanu, kalagaacu 	--	–
S04.630	to wake up	nidra leecu; meelukonu, meelkonu; leepu 	--	I wake up at seven every morning.
S04.640	to fart	pittu	vulgar	–
S04.650	to piss	-	--	–
S04.660	to shit	--	--	–
S04.670	to have sex	dengu; ramincu, ramiyincu 	to have sexual intercourse	–
S04.680	to shiver	adaru, aduru, udaru;  gaDagaDalaaDu; gijagijalaaDu; jaladarincu; tuLLipaDu; waDaku, waNaku; waNuku 	--	–
S04.690	to bathe	jalakamaaDu, jalakaalaaDu; snaanam ceeyu 	--	She likes to bathe before going to bed.
S04.710	to beget	kanu; paDayu 	kanu  v.t. 1 to bear, give birth to, beget. paDayu v.t. class. 1 to obtain, acquire. 2 to beget.	–
S04.720	to be born	awatarincu, awataaram ettu; udbhawincu; janincu, janmam ettu	--	–
S04.730	pregnant	garbhavati	--	–
S04.732	to conceive	garbham dharincu, garbhamtoo uNDu	--	--
S04.740	to be alive	uNDu; masalu 	--	I thought he was dead, but he's still alive.
S04.7410	the life	pancapraaNaalu; praaNam; jiivitam	--	He had a good long life.
S04.750	to die	antarincu; aNagipoowu; awataaram caalincu; astamincu; ukkipoowu; kaDateeru; kanumuuyu; kaalam ceeyu, kaaladharmam ceeyu, kaaladharmam cendu; gatincu, giTTu 	--	–
S04.7501	dead	-	--	–
S04.751	to drown	-	--	The dog fell into the river and drowned.
S04.760	to kill	antam ceeyu, antam ondincu; kuulcu; campu; tunumu, tunmu; tegaTaarcu; nugguceeyu; parimaarcu; balipeTTu; maTTu peTTu; ruupumaapu; wadhincu; samharincu 	tunumu, tunmu v.t. class.  2 to kill.	–
S04.770	the corpse	kaTTe; kaLeebaram; piinuga, piinugu; mṛtadeeham; śawam 	--	–
S04.7710	the carcass	piinuga, piinugu	--	–
S04.780	to bury	nikSeepincu; paatu; puuDcu 	--	–
S04.790	the grave	goyyi, gooyi; bonda; samaadhi 	--	–
S04.810	strong	gaTTi; gaaDha, gaaDhya; ghaaTu; cikka, cikkaTi, cikkani	--	She's a strong woman and can lift 50 kilos.
S04.820	weak	arthahiina; arbhakam; asanaaTu; cappa; durbalam; nirwiirya; nissattuwa 	--	He's so weak that he cannot even lift 5 kilos.
S04.830	healthy	aaroogyawanta; pikkalaaNTi; sasi 	--	–
S04.840	sick/ill	jabbu	--	–
S04.841	the fever	kaaka; jwaram	kaaka n. 1 fever[ishness];	–
S04.842	the goitre/goiter	gaNDamaala; puTTalamma 	--	–
S04.843	the cold	jalubu	--	He caught a cold after swimming in the lake at night.
S04.8440	the disease	upataapam; roogam	--	–
S04.850	the wound or sore	udghaatam; kSatam; gaNTu; gaNTu; gaayam, gaayaparacu; tiita 	--	–
S04.852	the bruise	kamuku debba	kamuku debba n. dial. bruise.	–
S04.853	the swelling	ubuku, ubbaram,ubbu,ubbettu; uuda,uuduDu; kadum; gulla; poTamarimpu; buDipa, buDipe, boDipe; boppi; waapu; śoopha 	--	–
S04.854	the itch	kaNDuuti; ciDum; jila; nawa 	--	The itch was caused by an insect bite.
S04.8541	to scratch	giiku, giicu, giiru; gooku 	--	Don't scratch an insect bite!
S04.855	the blister	pokku; bobba 	--	–
S04.856	the boil	kurupu; gaDDa, geDDa 	--	The boy's body is covered in boils.
S04.857	the pus	ciimu; rasi[ka] 	--	–
S04.858	the scar	macca	--	--
S04.860	to cure	niwaaraNi; maanpu ;  swasthaparacu	--	The treatment cured the patient's illness.
S04.870	the physician	waydyuDu	waydyuDu n. doctor, physician.	–
S04.880	the medicine	awSadham; mandu	--	–
S04.890	the poison	garaLam; naabhi; paaSaaNam; wiSam 	--	–
S04.910	tired	Diilaa; alisi	--	–
S04.912	to rest	naDum waalcu, naDDi waalcu; paalumaalu 	--	–
S04.920	lazy	jaDDu; baddakam	--	–
S04.930	bald	baTTa; muNDa[na]m 	--	–
S04.940	lame	kuNTi; coTTa, soTTa; moNDi; soTTa 	--	–
S04.950	deaf	cewiTi; badhira 	--	–
S04.960	mute	muuga	--	–
S04.970	blind	andha[m], andhawiśwaasam; guDDi 	--	–
S04.980	drunk	unmatta[m], taagi	--	They became drunk after drinking too much beer.
S04.990	naked	daDDu; disa, disamola; nagna; moNDimola 	--	The child does not like to wear clothes, and goes around naked.
S04.99904	the cholesterol	-	--	--
S04.99914	to itch	ciTaciTalaaDu; cimacimalaaDu; weeDukapaDu; durada peTTu;	all VI	--
S05.110	to eat	katuku; tinu	--	The child has eaten the fruit.
S05.120	the food	p[r]oogu; bhukti; bhoojanam; kuuDu; 	p[r]oogu n. 2 food (in a derogatory sense);	–
S05.121	cooked	Pakwa; vanDina;	--	Cooked bananas taste even better than raw bananas.
S05.122	raw	apakwa; kaccaa; pacci; 	--	Cooked bananas taste even better than raw bananas.
S05.123	ripe	aaramuggina, muggina; pakwa;	aaramuggina adj. 1 fully ripe. 2 overripe.	Unripe bananas have a green colour, whereas ripe bananas are yellow.
S05.124	unripe	apakwa;  aparipakwam; kaccaa; pacci;	--	Unripe bananas have a green colour, whereas ripe bananas are yellow.
S05.125	rotten	kuccita, kutsita; puppi, pippi; murugu; kuLLina;	--	a rotten apple or mango
S05.130	to drink	aaragincu; taagu 	--	drink water
S05.140	to be hungry	aakalikonu; aakonu; nakanakalaaDu; soTasoTalaadu 	nakanakalaaDu v.i. 1 to be very hungry.	–
S05.141	the famine	karuwu; kaaTakam; kSaamam; durbhikSam 	--	–
S05.150	to be thirsty	dappika konu	--	–
S05.160	to suck	cibuku; ciiku	--	The baby is sucking milk.
S05.180	to chew	kasakasa namalu; namalu, namulu	--	This meat is so tough I can hardly chew it!
S05.181	to swallow	kabaLincu; digamingu; mi m[r]ingu 	--	You need to chew this meat well before you can swallow it.
S05.190	to choke	ukkiribikkiri avvu	--	The smoke was choking the fire fighters./The assailant choked his victim.
S05.210	to cook	waNDu	--	She was cooking a soup for her mother.
S05.220	to boil	uDuku, uDakapeTTu, uDukulekkincu, uDukulettincu; kurupu	--	The water is boiling.
S05.230	to roast or fry	kaalcu; bharjincu; vEpu	bharjincu v.t. class. to fry, roast.	–
S05.240	to bake	-	--	We are baking some bread.
S05.250	the oven	-	--	–
S05.260	the pot	kalaśam; kuNDii; kunDa	--	He is cooking soup for the whole family in a big pot.
S05.270	the kettle	-	--	The water is boiling in the kettle.
S05.280	the pan	penam; buurlamuukuDu 	--	–
S05.310	the dish	kancam; taTTi ; tabuku; paLLem	kancam n. metal dish or tray or plate.	–
S05.320	the plate	kancam; taTTa, taTTi; tabuku; wistara	wistaraaku n. 1 eating plate made of leaves stitched together	–
S05.330	the bowl	kuNDii; ginne; taTTi; puNiki 	taTTi n. 1 dish, plate. 2 small cup or bowl.	–
S05.340	the jug/pitcher	jaggu	--	–
S05.350	the cup	kappu; ginne; taTTi 	--	–
S05.360	the saucer	paLLem	--	–
S05.370	the spoon	gaNTe	--	He ate the soup with a spoon. 
S05.380	the knife(1)	gaNTe ; cancaa, cencaa 	--	–
S05.390	the fork	panga	panga n. 1 two pronged fork.	–
S05.391	the tongs	cimaTaa; pa[T]Takaaru 	--	–
S05.410	the meal	bhojanam	--	Dinner is the main meal of the day for most people.
S05.420	the breakfast	upaahaaram; naastaa	--	–
S05.430	the lunch	madhyaahnam, madhyaannam ~ bhoojanam  	--	–
S05.440	the dinner	windu	--	–
S05.450	the supper	-	--	–
S05.460	to peel	ekkatiiyu; olucu; tokka tiiyu;	--	This knife is good for peeling potatoes.
S05.470	to sieve or to strain	jallincu, jalleDa paTTu, jalleDa pooyu; taalcu 	--	She strained the coffee before serving it.
S05.480	to scrape	giiku, giicu, giita, giiru; gooku; ciiru; cekkipaareeyu; turumu; dooku; bakkuru; raayu 	--	Scrape the carrots and slice them thinly.
S05.490	to stir or to mix	kadalabaaru, kadalu, kadalcu, kadilincu; calincu 	to stir	–
S05.510	the bread	naanrooTTe; roTTe 	--	–
S05.530	the dough	-	--	–
S05.540	to knead	pisuku	--	Knead the dough for three minutes.
S05.550	the flour	piNDi	--	–
S05.560	to crush or to grind	nuuru; piNDi ceeyu; rubbu 	to pulverize	–
S05.570	the mill	girni; mara 	--	–
S05.580	the mortar(1)	roolu	--	–
S05.590	the pestle	guNDraayi; guuTam; rookali 	--	--
S05.610	the meat	maamsam; kakka; mukka; niicu	--	–
S05.630	the sausage	-	--	–
S05.640	the soup	-	--	Clear chicken soup can relieve the symptoms of the common cold.
S05.650	the vegetables	kaayaguuralu; kuuragaayalu	--	–
S05.660	the bean	śamiidhaanyam	--	–
S05.700	the potato	aalugaDDa	--	–
S05.710	the fruit	kaapu	--	–
S05.712	the bunch	guccham; gutti; gela 	--	–
S05.750	the fig	anjuuru	--	–
S05.760	the grape	anguuru; draakSa	--	–
S05.770	the nut	pikka	pikka n. 3 stone, nut or kernel of a fruit	–
S05.780	the olive	--	--	–
S05.790	the oil	camuru; jiDDu; nuune	--	–
S05.791	the grease or fat	kowwuL, jiDDu 	--	–
S05.810	the salt	uppu	--	–
S05.820	the pepper	miriyaalu	black pepper	–
S05.821	the chili pepper	mirapakaaya 	--	–
S05.840	the honey	teene, teeni; madhuwu 	--	–
S05.850	the sugar	cakkera; ciini; pancadaara 	--	–
S05.860	the milk	uudhasyam; kSiiram; taripaalu; paalu	uudhasyam n. class. milk. kSiiram n. class. milk. taripaalu n. fresh milk	–
S05.870	to milk	pituku, piduku	--	–
S05.880	the cheese	junnu	junnu n. kind of cheese.	–
S05.890	the butter	maskaa; wenna 	--	–
S05.900	the drink	taaguDu	taaguDu	–
S05.910	the mead	-	--	–
S05.920	the wine	draakSarasam;draakSarasam; draakSasaaraayi	--	–
S05.930	the beer	biiru	--	–
S05.940	the fermented drink	-	--	–
S05.970	the egg	aNDam; guDDu; Dimbham 	Dimbham n. class. 1 egg.	–
S05.971	the yolk	candamaama; sona 	--	–
S05.9830	the manioc bread	-	--	–
S05.99903	the soy sauce	-	--	--
S05.99905	the bacon	-	--	--
S05.99906	the biscuit	-	--	--
S05.99907	the brandy	-	--	--
S05.99908	the cabbage	koosugaDDa; goobi[gaDDa] 	--	--
S05.99910	the cream	-	--	--
S05.99912	the jelly	-	--	--
S05.99921	the tortilla	-	--	--
S05.99922	the vinegar	-	--	--
S06.110	to put on	tagilincukonu; taalcu; toDukkonu; digaweesukonu 	--	The child can already put on his clothes by himself.
S06.120	the clothing or clothes	uDupulu; guDDalu; baTTalu	--	–
S06.130	the tailor	kuTTupaniwaaDu; darjii 	--	–
S06.210	the cloth	paccaDam; paTam; paTTaa; baTTa 	paccaDam n. 1 bed sheet. 2 cloth covering. paTam n. class. cloth. paTTaa  n. coarse cloth 	–
S06.220	the wool	unni; uulu; uulu 	--	–
S06.230	the linen	guDDa	--	–
S06.240	the cotton	duudi; duudipinja; nuulu; p[r]atti 	duudi n. cleaned cotton before spinning.duudipinja n. cotton wool. nuulu1 n. cotton thread p[r]atti n. 1 cotton bush	–
S06.250	the silk	paTTutaapita; reeSam 	taapita n. a variety of silk; paTTu ~ silk cloth.	–
S06.270	the felt	-	--	–
S06.280	the fur	-	--	–
S06.290	the leather	carmam; toolu 	--	–
S06.310	to spin	waDuku	--	–
S06.320	the spindle	kaduru	--	–
S06.330	to weave	allu; neeyu 	--	--
S06.340	the loom	neetayantram; maggam 	--	–
S06.350	to sew	kuTTu	--	--
S06.360	the needle(1)	suudi	--	–
S06.370	the awl	aara; Tenki 	aara n. 1 shoemaker's awl. Tenki3, Tenke n. 1 cobbler's awl for boring leather	–
S06.380	the thread	tantuwu; daaram	--	–
S06.390	to dye	rangu; warNam 	--	The weaver dyed the cloth bright red.
S06.410	the cloak	aacchaadanam; uttariiyam 	--	–
S06.411	the poncho	-	--	–
S06.420	the (woman's) dress	ooNii, waaNii; weeSam 	ooNii, waaNii n. 1 half sari, a dress worn by girls on attaining puberty before they begin to wear a full sari.	–
S06.430	the coat	angarakaa, angarkhaa; angii; śarwaaNi 	long coat	–
S06.440	the shirt	cokkaa	--	–
S06.450	the collar	paTakaa	--	–
S06.460	the skirt	aDDapance; panca; langaa	aDDapance/panca = man's skirt. langaa1 n. woman's skirt.	–
S06.461	the grass-skirt	-	--	–
S06.480	the trousers	ijaaru; paNTLaam; Saraabu 	--	–
S06.490	the sock or stocking	mejooLLu	--	–
S06.510	the shoe	ceppu; paadarakSa 	--	–
S06.520	the boot	kaalijooDu; jooDu	--	–
S06.540	the shoemaker	aasaadi;  goDagari, goDaari	--	–
S06.550	the hat or cap	kuLaayi; Toopii 	--	–
S06.570	the belt	paTakaa; paTTii 	--	–
S06.580	the glove	-	--	–
S06.590	the veil	paradaa; musugu 	--	During the wedding the bride wore a veil that hid her face.
S06.610	the pocket	jeebu	--	He put the money in his shirt pocket.
S06.620	the button	guNDii; bottaam 	--	–
S06.630	the pin	aaNi; kiilam; guNDusuudi; ciila 	--	The torn shirt was held together by pins.
S06.710	the ornament or adornment	alankaaram; aabharaNam; toDupu 	toDupu n. class. ornament.	Her hair was adorned with silver oranments.
S06.720	the jewel	upalam; naga; maNDanam; maaNikyam; ratnam 	--	–
S06.730	the ring	anguLiiyakam; anaamika 	finger ring	–
S06.740	the bracelet	kankaNam; kaDiyam; gaaju 	--	She wore a solid gold bracelet.
S06.750	the necklace	kutikaNTu; candrahaaram; daNDa 	--	Her necklace was made of pearls and coral.
S06.760	the bead	puusa	--	–
S06.770	the earring	uttamśam; kamma; kuNDalam 	--	The pirate wore one earring.
S06.780	the headband or headdress	turaayi	--	–
S06.790	the tattoo	pacca	--	–
S06.810	the handkerchief or rag	piilika; rumaalu	--	–
S06.820	the towel	angawastram, angoostram; tuNDuguDDa, tuNDu; tuwwaalu, tuwaalu, tuwwaala, tuwaala; masipaata, masiguDDa, masibaTTa 	masipaata, masiguDDa, masibaTTa n.  2 kitchen towel	–
S06.910	the comb	duwwena	--	–
S06.920	the brush	kunce	--	He used the brush to thoroughly brush his hair.
S06.921	the plait/braid	WeeNi; jaDa	classic	–
S06.930	the razor	kSurika	barber's razor	While he was shaving the razor cut his face.
S06.940	the ointment	angaraagam; taylam,paypuuta; wileepanam 	--	–
S06.950	the soap	sabbu	--	A bar of soap was placed by the sink.
S06.960	the mirror	addam; aadarśakam; darpaNam 	--	He looked at himself in the mirror that hung on the wall.
S06.9800	the snowshoe	-	--	She put on her snowshoes before going out into the cold.
S06.99901	the bag	ankem; gootam, gootaam, goonesancii, goonisancii; sanci 	--	--
S06.99907	the sandal	ceppu	--	--
S06.99911	to wear	kaTTu; tagilincukonu; taalcu; toDukkonu; dharincu; baTTa; veesukonu	--	--
S07.110	to live	uNDu	dwell	A family of five lives in that large house.
S07.120	the house	Tenki; nilayam, niwaasam, niweeśam, niweeśanasthalam; bhawanam; maha[a]l; sadanam; illu	--	–
S07.130	the hut	kuTiiram; koTTam, koTTaam; guDise; paaka 	--	–
S07.131	the garden-house	-	--	–
S07.140	the tent	guDaaram, guDaaru; śibiram 	--	–
S07.150	the yard or court	mungili; mellaa 	--	–
S07.160	the men's house	-	--	–
S07.170	the cookhouse	vanTagadi	--	–
S07.180	the meeting house	samaaVesa mandiram	--	–
S07.210	the room	aaspadam; irumu, iruwu; koTTu; gadi 	--	–
S07.220	the door or gate	kawaaTam; darwaajaa; dwaaram; talupu	--	–
S07.221	the doorpost	-	--	–
S07.230	the lock	taaLam; biigam 	--	–
S07.231	the latch or door-bolt	uucagoLLem; goLLem	--	–
S07.2320	the padlock	kappa taaLam, taaLam kappa; taaLamkappa; biigam 	--	–
S07.240	the key	udghaaTanam; kii; taaLamcewi 	--	–
S07.250	the window	taaLamcewi; gawaakSam; kitikii	--	–
S07.260	the floor	neela	--	–
S07.270	the wall	kuDyam; bhitti; gooDa	calssic	The walls of our house are very thick.
S07.310	the fireplace	cullaa; p[r]oyyi	--	–
S07.320	the stove	cullaa	--	She put the kettle on the stove and lit the fire.
S07.330	the chimney	cimnii; pogaguuDu, pogagoTTam 	--	–
S07.370	the ladder	niccena; niśreeNi 	niśreeNi n. class. ladder.	–
S07.420	the bed	talpam; pakka; mancam; śayanam, śayya	talpam n. class. bed.	–
S07.421	the pillow	upadhaanam; talagaDa; dinDu; metta	--	–
S07.422	the blanket	kambaLam, kambaLi; buurniisu; rajaayi 	--	–
S07.430	the chair	kurcii	--	–
S07.440	the table	balla; meejaa 	--	–
S07.450	the lamp or torch	jyooti; diwwe, diipam // ulka; karadiipika; kaagaDa, kaagaDaa; diwiTii 	lamp // torch	–
S07.460	the candle	kowwu watti, kowwotti; maynapuwatti 	--	–
S07.470	the shelf	ara	--	Put it back on the top shelf.
S07.480	the trough	ara; aawaapam; toTTi, toTTe	--	–
S07.510	the roof	iNTikappu; paykappu; cuuru	--	–
S07.520	the thatch	puuri	--	–
S07.530	the ridgepole	-	--	–
S07.540	the rafter	waasam	--	–
S07.550	the beam	duulam	--	–
S07.560	the post or pole	kambam; kunda; gunja; guuTam 	--	a fence post
S07.570	the board	cekka; balla 	plank or board	–
S07.580	the arch	kamaanu	--	–
S07.610	the mason	gaDeekaari, taapiipaniwaaDu; beeludaari; mestrii, taapi mestrii	--	–
S07.620	the brick	iTika, iTike; baTTii 	--	–
S07.630	the mortar(2)	gaccu; gawwa sunnam; gaara	--	–
S07.640	the adobe	dhaamam	--	–
S07.6500	the camp 	aDangu; śibiram 	--	The nomads built a camp in which they would stay for a week.
S07.6600	the hammock	uyaala, uuyala, uyyaala, uuyaala; toTTi uyyaala 	--	–
S07.6700	to tan	padunu ceeyu, padunu peTTu	--	to tan hides
S07.99904	the guestroom	athidhi griham	--	--
S07.99905	the mosquito net	doomatera	--	--
S08.110	the farmer	karSakuDu; kaapu; kṛSiiwaluDu; raytu, rayitu ; wyawasaayadaaruDu; seedyagaaDu 	--	The poor farmer did not own the land he cultivated.
S08.120	the field	polam; maagani	--	The field was planted with cabbage.
S08.1210	the paddy	dhaanyam; śaalibiyyam 	śaalibiyyam n.pl. paddy,	The paddy provided rice for the entire village.
S08.130	the garden	udyaanam; upawanam; tooTa; wana[m] 	--	Behind the house was a garden where the family grew vegetables.
S08.150	to cultivate	paNDincu; saagu ceeyu; seedyam	--	There is no more land left to cultivate.
S08.160	the fence	elugu; kance; kalla; daDi, daDigooDa; welugu 	--	–
S08.170	the ditch	agaDta; kandakam; gaaDi, gaata; gaala 	--	–
S08.210	to plough/plow	dunnu	--	–
S08.212	the furrow	caalu; siita 	--	–
S08.220	to dig	tawwu	--	–
S08.230	the spade	tawwukoola; dooku[Du] paara; paara ; selagapaara 	--	–
S08.240	the shovel	-	--	–
S08.250	the hoe	guddali	--	–
S08.260	the fork(2)/pitchfork	-	--	–
S08.270	the rake	aaTagorru 	aaTagorru n. harrow or rake used to break up clods after ploughing.	–
S08.2800	the digging stick (=yamstick) 	-	--	–
S08.2900	the lasso	-	--	–
S08.310	to sow	callu; wittu; wedacallu, wedajallu; weeyu; paatu	--	–
S08.311	the seed	ginja; biijam; wittanam, wittu 	--	–
S08.320	to mow	uucakoota kooyu	--	–
S08.330	the sickle or scythe	koDawali	--	–
S08.340	to thresh	kuppakoTTu	--	–
S08.350	the threshing-floor	kaLLam	--	–
S08.410	the harvest	koota	--	–
S08.420	the grain	galla; ginja; sasyam 	--	–
S08.430	the wheat	goodhuma	--	–
S08.440	the barley	yawalu	--	–
S08.450	the rye	-	--	–
S08.460	the oats	-	--	–
S08.470	the maize/corn	ennu; mokkajonna	--	The bought corn-on-the-cob from the vendor in the park.
S08.480	the rice	annam; praalu	annam n. cooked rice; praalu n.pl. class. rice.	They ate their rice with the stew.
S08.510	the grass	gaDDi; graasam, gaasam;  tṛ tṛNam 	--	Green grass was growing in the forest clearing.
S08.520	the hay	eNDu; kasuwu; gaDDi 	--	--
S08.530	the plant	ceTTu; mokka 	--	–
S08.531	to plant	naaTu; paatipeTTu, paatiweeyu, paatu	--	–
S08.540	the root	veeru	--	–
S08.550	the branch	komma 	--	–
S08.560	the leaf	aaku	--	–
S08.570	the flower	kusuma[m]; puwwu, puuwu, puSpam; rooham; lataantam 	rooham, lataantam = classic	–
S08.600	the tree	awaniiruham; ceTTu;  taruwu; drumam; pogaDa; wṛkSam 	awaniiruham n. class. tree. taruwu n. class. tree. drumam n. class. tree.	–
S08.610	the oak	-	--	–
S08.620	the beech	-	--	–
S08.630	the birch	-	--	–
S08.640	the pine	-	--	–
S08.650	the fir	-	--	–
S08.660	the acorn	-	--	–
S08.670	the vine	draakSa, draakSatiiga, draakSawalli; lata	--	–
S08.680	the tobacco	pogaaku	--	–
S08.690	to smoke	kaalcu; pogat[r]aagu 	a cigarette etc	–
S08.691	the pipe	-	--	–
S08.720	the tree stump	kaalu; moNDem; mooDu 	--	–
S08.730	the tree trunk	kaaNDam; dukka; prakaaNDam; skandham 	--	–
S08.740	the forked branch	palawa	palawa n. class. forked branch.	–
S08.750	the bark	oliyup; tokka; paTTaa; beraDu 	--	–
S08.760	the sap	pasa, pasaru; majja; saaram 	--	The farmers collected the sap from the maple trees to make syrup. 
S08.810	the palm tree	-	--	Dates grow on palm trees. 
S08.820	the coconut	kobbari kaaya; Tenkaaya	--	The boy picked a green coconut and drank its juice.
S08.830	the citrus fruit	-	--	–
S08.840	the banana	araTi, ariTi; kadaLam, kadaLi; rambhaaphalam 	kadaLam, kadaLi n. class. banana, plantain. rambhaaphalam n. class. plantain, banana.	The monkey peeled the banana and ate it.
S08.850	the banyan	waTam, waTawṛkSam	--	–
S08.910	the sweet potato	genusu; cilagaDa dumpa; telagadumpa 	--	–
S08.9110	the millet or sorghum	--	--	–
S08.912	the yam	peNDalam	--	–
S08.920	the cassava/manioc	-	--	The farmer grew cassava/manioc to feed his family. 
S08.930	the gourd	kuuSmaaNDam; gummaDi 	pumpkin, gourd	–
S08.931	the pumpkin or squash	kuuSmaaNDam; gummaDi 	pumpkin, gourd	–
S08.940	the bamboo	weduru	--	–
S08.941	the sugar cane	ceruku	--	–
S08.960	the fish poison	-	--	–
S08.970	the nettle	duradagoNDi[aaku]; duulagoNDi 	--	–
S08.980	the mushroom	śiliindram	--	–
S08.9910	the larch	-	--	–
S08.9930	the needle(2)	-	--	–
S08.9960	the cone	-	--	–
S08.99901	the almond	baadam[kaaya], baadaam; baadam pappu 	--	--
S08.99905	the apple	aapilu, yaapilu	--	--
S08.99910	the carrot	erramullangi; gaajara, gaadera 	--	--
S08.99911	the cashew	jeeDi pappu	--	--
S08.99916	the creeper	tiiga, tiige; paadu; lata; walli, wallika 	walli, wallika n. class. creeper, twining plant.	--
S08.99918	the dung	piyya, piyyi; peNTa; peeDa; malam 	--	--
S08.99921	the guava	jaama, jaami	--	--
S08.99930	the mango	Dilpasandu; maamiDi, maaVidi;	sweet mango	--
S08.99931	the mangrove	maDa;	--	--
S08.99932	the melon	pucca[kaaya]	--	--
S08.99933	the millet	korra	--	--
S08.99935	the onion	ulli[gaDDa], ullipaaya; erragaDDa; niirulli 	--	--
S08.99936	the orange	battaayi; moosambi; santra[a] 	sweet orange	--
S08.99937	the pea	baT[h]aanii	--	--
S08.99938	the pear	-	--	--
S08.99939	the pineapple	anaasa	--	--
S08.99941	the plum	allaneereeDu	black plum	--
S08.99946	the straw	oode; gaDDi; tṛNam 	oode n. single sheaf of straw. gaDDi n. 1 grass, straw, hay. 2 rubbish. tṛNam n. 1 straw, grass. 	--
S08.99952	the turnip	-	--	--
S08.99954	the watermelon	karbuuuja; tarbuujaa 	--	--
S08.99960	to grow(2)	paNDincu; pencu	--	--
S08.99961	to pick	eeru; kooyu; wiDipincu 	--	--
S08.99962	to raise	ankincu; uddharincu; ettincu; pencu	--	--
S09.110	to do	kaawinc; kaanichu; ceeyu	--	A has climbed on a tree. B says to A: What are you doing up there?
S09.1110	to make	utpaadincu; kalagaceeyu; kaawincu; ceeyu 	--	I'm going to make a cake for Lisi's birthday.
S09.120	the work	kaSTapaDu, kaSTincu 	--	I can't go out because I have too much work.
S09.140	to bend	oggu; tongu; wangadiiyu; vancu	--	I'll bend the branches away so that you can get through.
S09.150	to fold	maDacu, maData,maDatapeTTu, maDataweeyu,maDupu; muDucu, muDucukonu	--	She folded the piece of paper and put it in the envelope.
S09.160	to tie	aNTakaTTu; egakaTTu ; muDucu 	--	He tied his dog to a tree.
S09.161	to untie	uuDatiiyu, uuDcu; wadilincu, wadalcu, wadulcu; wippu; saDalincu 	--	He untied his dog from the tree.
S09.180	the chain	golusu; nigaLam; śṛnkhalam 	--	–
S09.190	the rope	paggam; paaśam; t[r]aaDu	--	They tied up the prisoner with rope.
S09.192	the knot	kaTTu; muDi 	--	Can you help me undo this knot?
S09.210	to strike or hit or beat	koTTu; moodu; weeyu	--	–
S09.211	to pound	citakabaadu; dampu; nalagagoTTu; pawnu; mardincu 	--	He pounded the door with his fist.
S09.220	to cut	uttarincu; kattirincu; kooyu; cheedincu; tegakoTTu, tegatencu, tegaweeyu; tegaweeyu 	--	The thieves cut the phone wires and entered the house.
S09.221	to cut down	celagu; cheedincu 	--	Before building the road, we first have to cut down many trees.
S09.222	to chop	naraku, naruku	--	chopping wood for the fire
S09.223	to stab	poDucu; pooTu 	--	Brutus stabbed Caesar to death.
S09.230	the knife(2)	katti	--	To chop the onions I need a knife.
S09.240	the scissors or shears	kattera	--	–
S09.250	the axe/ax	goDDali	--	–
S09.251	the adze	baaDida, baaDisa	carpenter's adze.	–
S09.260	to break	udghaaTincu; cheedincu; pagalagoTTu; baddalu koTTu; bhangaparacu 	--	The thieves got into the house by breaking a window.
S09.261	broken	bokki	--	The radio is broken, it won't turn on.
S09.270	to split	ciiru, ciircu, ciilcu 	--	This log is too large, we have to split it into two.
S09.280	to tear	uuDakoTTu; cimpu	--	She tore a piece of her blouse to use as a bandange.
S09.290	to skin	oliyu, olucu; titti olucu, titti tiiyu 	--	The cook skinned the chicken before frying it.
S09.310	to rub	aragatiiyu; nulupukonu; ruddu 	--	He rubbed the fragrant leaves between his fingers.
S09.3110	to wipe	ottu, wattu; tuDucu; cerupu	--	The waiter wiped the table with a dirty rag.
S09.320	to stretch	caapu; nigaDadannu, niguDcu, nigiDincu; wirucukonu; saagadiiyu 	--	Don't stretch the rubber band too much.
S09.330	to pull	iggulaaDu; iiDcu, iiDucu; gunjaayincu, gunju; tooDu; piiku; laagu	--	Help me move the piano: you push and I'll pull.
S09.340	to spread out	wistarincu	--	They spread out the mat on the ground and sat on it.
S09.341	to hang up	tagilincu	--	Hang your coat up on the hook.
S09.342	to press	aanu, aanci	--	The little boys pressed their noses against the glass.
