Name:   Nepali
SIL classification:     Indo-European > Indo-Iranian > Indo-Aryan > Northern zone > Eastern Pahari > Nepali
ISO 639-3 code: nep
WALS classification:    Family: Indo-European > Genus: Indic
WALS coordinates:       28° N, 85° E
Compiler:       Anju Saxena
Data entry personnel:   Anju Saxena
License:       This work is licensed under a Creative Commons Attribution 3.0 Unported License

S01.100	the world	pṛthibī	The Amazon is the longest river in the world.
S09.261	broken	phuteko; bháncheko	The radio is broken, it won't turn on.
S09.270	to split	cirnu	This log is too large, we have to split it into two.
S09.280	to tear	cyātnu	She tore a piece of her blouse to use as a bandange.
S09.290	to skin	-	The cook skinned the chicken before frying it.
S09.310	to rub	ghōṭnu	He rubbed the fragrant leaves between his fingers.
S09.320	to stretch	tankanu	Don't stretch the rubber band too much.
S09.330	to pull	tānnu	Help me move the piano: you push and I'll pull.
S09.340	to spread out	ōchyāunu	They spread out the mat on the ground and sat on it.
S09.341	to hang up	ṭān̐gnu	Hang your coat up on the hook.
S09.342	to press	thicnu	The little boys pressed their noses against the glass.
S09.343	to squeeze	thicnu	She squeezed some oranges and drank the juice.
S09.350	to pour	hālnu	He poured the wine into the glass.
S09.360	to wash	dhunu	She washed her son's feet.
S09.370	to sweep	baḍhārnu	He swept the path in front of the house.
S09.380	the broom	kucō	–
S09.422	the tool	shastra	–
S09.430	the carpenter	sikamīr	–
S09.440	to build	ubhyāunu 	build a house
S09.460	to bore	chirnu	–
S09.461	to hollow out	-	–
S09.480	the saw	árá; ári	One needs a saw to cut down a tree.
S09.490	the hammer	ghan	–
S09.500	the nail	kān̐ṭī	–
S09.560	the glue	gama 	–
S09.600	the blacksmith	kánmi; lohàr	–
S09.610	to forge	-	From a piece of scrap iron, the blacksmith forged a sword blade.
S09.620	the anvil	lihi	–
S09.630	to cast	hānnu 	The goldsmith melted the coins and cast them into a goblet.
S09.640	the gold	suna	The bracelet is made of gold.
S09.650	the silver	cān̐dī	The necklace is made of silver.
S09.660	the copper	tánmá; tánbá	The coin is made of copper.
S09.670	the iron	phalāma	–
S09.680	the lead	sisá	–
S09.690	the tin or tinplate	tin	The cup was made of tin.
S09.710	the potter	kumalé	The potter made jars.
S09.720	to mould/mold	-	She molded the clay into a dish before firing it.
S09.730	the clay	māṭō	–
S09.740	the glass	kān̐ca	The window is made of glass.
S09.750	to weave or plait/braid	bunnu	–
S09.760	the basket	tokri	She carried the fruit home in a basket.
S09.770	the mat	mándro	–
S09.771	the rug	-	–
S09.780	the netbag	-	–
S09.790	the fan	pankha	The lady had a delicate fan made of sandalwood.
S09.791	to fan	-	People in the audience were fanning themselves with their programmes.
S09.810	to carve	kun̐dāunu	Michaelangelo carved this figure from a single block of marble.
S09.820	the sculptor	-	Rodin was a French sculptor.
S09.830	the statue	sālika	The sculptor made a statue of a woman.
S09.840	the chisel	chhino	–
S09.880	the paint	ranga	–
S09.890	to paint	rangaunu	We need to paint our house.
S10.110	to move	hallāunu	This rock is so heavy that it cannot be moved.
S10.120	to turn	ghumnu	to turn one's head
S10.130	to turn around	ghumnu	He heard someone call out his name and turned around.
S10.140	to wrap	chōpnu	He wrapped the fish in leaves and steamed it.
S10.150	to roll	bērnu	He rolled the log down the hill.
S10.160	to drop	khasālnu	We dropped the stone into the water.
S10.170	to twist	-	She twisted the wire around the branch.
S10.210	to rise	udāunu 	The sun rises in the east.
S10.220	to raise or lift	bōknu	–
S10.230	to fall	khasnu	The ripe coconut fell on the ground.
S10.240	to drip	cuhinu	The tap is dripping, shut it tightly!
S10.250	to throw	charnu	Don't throw stones, it's dangerous!
S10.252	to catch	pakranu	She caught the ball and passed it to her team mate.
S10.260	to shake	kāmnu	Shake the bottle before pouring out the sauce.
S10.320	to flow	bahanu	The river flows to the sea.
S10.330	to sink	ḍubnu	The coconut fell into the water and sank.
S10.340	to float	utranu	The raft floated on the river.
S10.350	to swim	pauranu	He drowned because he could not swim.
S10.351	to dive	-	Diving too deeply is dangerous.
S10.352	to splash	chyāpnu	The girl splashed water in the boy's face.
S10.360	to sail	-	The ship sailed from America to Australia.
S10.370	to fly	uḍnu	Look at that bird flying up in the sky!
S10.380	to blow	bahanu	The wind is blowing hard.
S10.410	to crawl	-	The baby is still crawling, it can't walk yet.
S10.412	to kneel	-	The messenger kneeled before the king.
S10.413	to crouch	-	She crouched under the sink to fix the pipes.
S10.420	to slide or slip	phutkanu	–
S10.430	to jump	uphranu	The children were so happy they jumped up and down.
S10.431	to kick	-	He kicked the ball.
S10.440	to dance	nācnu	Though the music stopped they kept on dancing.
S10.450	to walk	hiṇḍnu	The children walk to school every day.
S10.451	to limp	-	After his foot injury he limped for months.
S10.460	to run	dauḍanu	They ran all the way to school.
S10.470	to go	pasnu	Sometimes I go to school by car, sometimes on foot.
S10.471	to go up	cadnu	I went up on the roof to get a better view.
S10.472	to climb	caḍhnu	If you want to pick mangos, you must climb the tree.
S10.473	to go down	hatnu	Come down from the roof or you'll fall down.
S10.474	to go out	niklanu	Get out of here before you get hurt!
S10.480	to come	āunu	When I came to school it was still closed.
S10.481	to come back	pharkanu	He left and then came back an hour later.
S10.490	to leave	chuṭnu	The guest arrived yesterday and left this morning.
S10.491	to disappear	astāunu	The man disappeared without a trace.
S10.510	to flee	bhagnu	Because of the fire they had to flee their home.
S10.520	to follow	kudnu	I came here first, my family followed me later.
S10.530	to pursue	-	The policeman pursued the thief.
S10.550	to arrive	āipugnu	The guest arrived yesterday and left this morning.
S10.560	to approach	-	As we approached the city we could see the lights in the distance.
S10.570	to enter	pasnu	She entered the room and sat down.
S10.610	to carry	bōknu	She carried her baby home.
S10.612	to carry in hand	boknu	She carried a stone in her hand.
S10.613	to carry on shoulder	-	He carried the books on his shoulder.
S10.614	to carry on head	-	She carried the fruit basket on her head.
S10.615	to carry under the arm	-	She carried her bag under her arm.
S10.620	to bring	lyāunu	Please bring me the book you are holding.
S10.630	to send	paṭhāunu	She sent her parents some money.
S10.640	to lead	puryaunu	The dog led the hunter to the fox.
S10.650	to drive	hān̐knu	He can drive a car, but not a truck.
S10.660	to ride	caḍhnu	She rides her horse to work every day.
S10.670	to push	dhakdhakyaunu	Don't push me or I'll fall down.
S10.710	the road	bāṭō	Many cars drove up and down the road.
S10.720	the path	bāṭō	The path leads from the house to the field.
S10.740	the bridge	pula 	A beautiful bridge stood over the river.
S10.750	the cart or wagon	-	The cart was pulled by a horse.
S10.760	the wheel	pāṅgrā	The car has four wheels.
S10.770	the axle	dandá	–
S10.780	the yoke	-	–
S10.810	the ship	jahāja	–
S10.830	the boat	náu; dungá	–
S10.831	the canoe	-	–
S10.832	the outrigger	-	–
S10.840	the raft	berá	–
S10.850	the oar	dánri; bahánná	–
S10.851	the paddle	-	–
S10.852	to row	-	–
S10.860	the rudder	-	–
S10.870	the mast	-	–
S10.880	the sail	pāla 	–
S10.890	the anchor	-	–
S10.910	the port	-	–
S10.920	to land	-	–
S11.110	to have	-	The boy has a flower in his hand.
S11.120	to own	-	The woman owns a car.
S11.130	to take	linu	I took my bag and walked to the market square.
S11.140	to grasp	anthyaunu	Make sure you grasp the rope with both hands.
S11.150	to hold	pakranu	I held the baby in my arms.
S11.160	to get	pāunu	–
S11.170	to keep	rakhnu	I like the hat you gave me and I'd like to keep it.
S11.180	the thing	kurā 	My brother is rich, and many things in his house are never used.
S11.210	to give	dinu	The girl gave the boy a flower.
S11.220	to give back	-	I lent you my watch, and you haven't given it back yet.
S11.240	to preserve	jōgāunu	I think these traditional customs should be preserved. / The wreck was preserved by the muddy sea bed.
S11.250	to rescue	-	He saved his friend from drowning.
S11.270	to destroy	-	The school was completely destroyed by fire.
S11.280	to injure	-	The falling tree injured two loggers.
S11.310	to look for	hērnu	I am looking for my purse; I must have lost it on my way.
S11.320	to find	pāunu	I had lost my purse but I found it again.
S11.330	to lose	harāunu	I had lost my purse but I found it again.
S11.340	to let go	-	She let go of the rope.
S11.430	the money	paisā	A thousand dollars is a lot of money.
S11.440	the coin	cānacuna	I don't have any coins left, only paper money.
S11.510	rich	dhani	The beggar invested his money so well that he became rich.
S11.520	poor	gariba	After he became rich, he donated a lot of money to poor people.
S11.530	the beggar	magne	The beggar collected money in a cup.
S11.540	stingy	chōṭō	He is so stingy he doesn't heat his house even in winter.
S11.610	to lend	-	Can you lend me your ladder?
S11.620	to borrow	māgnu	Can I borrow your ladder?
S11.630	to owe	-	My brother owes me 100 Euros.
S11.640	the debt	rin; karjá	He now had enough money to pay off his father's outstanding debts.
S11.650	to pay	tirnu	I paid 100 Euros for this book.
S11.660	the bill	mahasula 	–
S11.690	the tax	kar	If you don't pay your taxes, you go to jail.
S11.770	to hire	-	We need to hire/employ more workers if we want to finish the task in time.
S11.780	the wages	jyālā	The job's not very exciting, but he earns a good wage.
S11.790	to earn	kamāunu	The job's not very exciting, but he earns a good wage.
S11.810	to buy	kinnu 	I bought ten bananas for a dollar.
S11.820	to sell	bēcnu 	He sold his car for five thousand Euros.
S11.830	to trade or barter	bepar garnu	The farmer traded his cow for three goats.
S11.840	the merchant	sāhū	–
S11.850	the market	bajāra 	He is going to the market to buy vegetables.
S11.860	the shop/store	pasala	There are no shops in the market, only open stalls.
S11.870	the price	dāma	The price of these bananas is two dollars a bunch.
S11.880	expensive	mahan̐gō	Mangos are more expensive than bananas.
S11.890	cheap	sastō	Bananas are so cheap even poor people can afford them.
S11.910	to share	bān̐ḍnu	The girl shared the cookies with her brother.
S11.920	to weigh	jōkhnu 	The bag weighs 10 kilograms.
S12.110	the place	ṭhāu 	This place is too hot, let's look for a cooler place.
S12.120	to put	basālnu	He put the book on the table.
S12.130	to sit	basnu 	Let's sit under the tree.
S12.140	to lie down	sutnu 	She lay down in her bed but could not fall asleep.
S12.150	to stand	ubhinu	He got tired of standing and sat down.
S12.160	to remain	rahanu	I plan to remain here for a week.
S12.170	the remains		After the earthquake, some people continued to live in the remains of their homes.
S12.210	to gather	baṭulnu	He gathered wild mushrooms for dinner.
S12.212	to pick up	ṭipnu 	She picked up the stone and then threw it down again.
S12.213	to pile up	thuprinu	He piled up the mushrooms he had collected.
S12.220	to join	jōḍnu	He joined the two boards with nails.
S12.230	to separate	chuṭṭyāunu	He separated the two boards by pulling out the nails.
S12.232	to divide	bān̐ḍnu 	She divided the bananas equally among the children.
S12.240	to open	khōlnu	He opened the door and went out.
S12.250	to shut	thunnu	After coming in, he shut the door.
S12.260	to cover	chōpnu 	He covered the child with a blanket.
S12.270	to hide	lukāunu 	Hide your money here, so no one can find it.
S12.310	high	un̐cā	The eagle flew so high it was hardly visible.
S12.320	low	hōcō	The bat flew so low its wings brushed against the bush.
S12.330	the top	ṭuppō	The top of the tree caught fire.
S12.340	the bottom	tala	The coin was lying on the bottom of the pond.
S12.350	the end(1)	ākhira	At the end of the village stood a small house.
S12.352	pointed	tikho	He pierced the leather with a pointed knife.
S12.353	the edge	chēu 	–
S12.360	the side	chēu 	There were trees on both sides of the house.
S12.370	the middle	bīca	–
S12.410	right(1)	dāyā	on the right side
S12.420	left	dēbrē	on the left side
S12.430	near	najīka	She was standing near enough to hear what they said.
S12.440	far	ṭāḍhā	–
S12.450	the east	pūbar	–
S12.460	the west	paścima	–
S12.470	the north	uttar disha	–
S12.480	the south	dakṣiṇa	–
S12.530	to grow	baḍhnu	–
S12.540	to measure	nāpnu	–
S12.541	the fathom	-	–
S12.550	big	ṭhūlō 	–
S12.560	small	sānu	–
S12.570	long	lāmō	–
S12.580	tall	aglō	–
S12.590	short	chōṭō	–
S12.610	wide	ṭhūlō 	–
S12.620	narrow	sān̐ghurō 	–
S12.630	thick	bāklō	a thick board
S12.650	thin	dublō	a thin board
S12.670	deep	gahirō	–
S12.680	shallow	shim; jangáre	–
S12.710	flat	samma	–
S12.730	straight	sidhā	–
S12.740	crooked	bángo; terho	–
S12.750	the hook	ángkuse	–
S12.760	the corner	kunā	–
S12.770	the cross	-	–
S12.780	the square	kōṭhā 	–
S12.810	round	gōlō	–
S12.820	the circle	ghērā	–
S12.830	the ball	bhakunḍō	–
S12.840	the line	rēkhā	–
S12.850	the hole	pvāla	–
S12.920	similar	barābara	–
S12.930	to change	badalinu	The baby changed her life.
S13.100	ten	dasa	ten trees
S13.101	eleven	ēghāra	eleven trees
S13.102	twelve	bāhra	twelve trees
S13.103	fifteen	pandhra	fifteen trees
S13.104	twenty	bīsa	twenty trees
S13.105	a hundred	saya 	a hundred trees
S13.106	a thousand	hajāra	a thousand trees
S13.107	to count	gannu	The teacher was counting the children as they got on the bus.
S13.140	all	saba	All the children got on the bus.
S13.150	many	aksara	There are many children on the bus.
S13.160	more	arū 	Today I found more mushrooms than yesterday.
S13.170	few	thōrai	There are few mushrooms in this forest.
S13.180	enough	bhayo	Today I found enough mushrooms for our supper.
S13.181	some	arū 	Today we found some mushrooms.
S13.190	the crowd	dhuirō 	There was a large crowd of people waiting outside the theatre.
S13.210	full	pūrā	An empty pot is easier to carry than a full pot.
S13.220	empty	khālī	An empty pot is easier to carry than a full pot.
S13.230	the part	khaṇḍa	The front part of the car was badly damaged.
S13.240	the half	ādhā 	She cut the banana in two halves and gave one half to her husband.
S13.330	only	mātra	Saturn is the only planet with rings.
S13.340	first	aghillō	You are the first person I see today.
S13.350	last	pachāḍi	You were last person I saw before going to bed.
S13.360	second	-	You are the second person I see today.
S13.370	the pair	jōra	a pair of shoes
S13.380	twice/two times	dōhōrō	He came over twice today.
S13.420	third	tesro	You are the third person I see today.
S13.440	three times	tēharō	He came over three times today.
S13.00000	zero	śūnya	The number ten is written as a one and a zero.
S14.110	the time	samaya	Only time can heal her pain.
S14.120	the age	umēra	At this age the baby can only drink milk.
S14.130	new	nayā	I bought a new car.
S14.140	young	sānu 	He is too young to eat solid foods.
S14.150	old	purānō 	She is so old that all her teeth are gone.
S14.160	early	cān̐ḍō	Come early, otherwise you won't get any cake.
S14.170	late	bharē	Don't come late, otherwise you won't get any cake.
S14.180	now	ahilē	I was sick last week, but I'm fine now.
S14.190	immediately	turunta	Come here immediately!
S14.210	fast	cān̐ḍō	That man runs as fast as a horse.
S14.220	slow	bistārō	That horse runs as slow as a human.
S14.230	to hurry	-	Please hurry, or we'll be late.
S14.240	to be late	-	We expected her by 10 o'clock, but she was late.
S14.250	to begin	thālnu	I began the work yesterday.
S14.252	to last	rahanu	The dry season lasts three months.
S14.260	the end(2)	anta	At the end of the harvest there is a celebration.
S14.270	to finish	ṭuṅgyāunu	I began building my house five years ago, but only finished it this year.
S14.280	to cease	adnu	The two sides promised to cease all hostile acts against each other.
S14.290	ready	tayāra	I'm ready to go, but my husband is still in the shower.
S14.310	always	sadhai	He always comes late.
S14.320	often	aksara	He often comes late, but today he's on time.
S14.330	sometimes	kaile kaile	Sometimes he comes late, but more often he's on time.
S14.331	soon	cān̐ḍō 	Don't go yet, he'll be here soon.
S14.332	for a long time	-	He waited for a long time, but she never came.
S14.340	never	kadāpi	I never eat pork.
S14.350	again	phēri 	I was there yesterday, but today I'm going again.
S14.410	the day(1)	dina	The days are very hot here, but the nights are cool.
S14.420	the night	rāta	The days very hot here, but the nights are cool.
S14.430	the dawn	ujyálo; surajudáy	The sun comes up at dawn.
S14.440	the morning	bihāna	The children go to school in the morning.
S14.450	the midday	madhyāhna	We prefer having dinner at midday rather than in the evening.
S14.451	the afternoon	aparāhṇa	In the aftertoon I like to take a nap.
S14.460	the evening	sān̐jha	We prefer having dinner at midday rather than in the evening.
S14.470	today	āja 	He's not in today, please call again tomorrow morning.
S14.480	tomorrow	bhōli	He's not in today, please call again tomorrow morning.
S14.481	the day after tomorrow	pasir	She's leaving tomorrow and coming back the day after tomorrow.
S14.490	yesterday	hijō	She left the day before yesterday and arrived yesterday.
S14.491	the day before yesterday	asti	She left the day before yesterday and arrived yesterday.
S14.510	the hour	ghaṇḍaṭā	The day here lasts 15 hours in midsummer.
S14.530	the clock	ghaḍī	That clock on the wall was bought by my grandfather.
S14.610	the week	haptā	I'm planning to stay for a week or two.
S14.620	Sunday	āitabāra	On Sunday we go to church.
S14.630	Monday	sōmabāra	On Monday we go to work.
S14.640	Tuesday	maṅgalabāra	On Tuesday we're having a party.
S14.650	Wednesday	budhabāra 	On Wednesday there is a holiday.
S14.660	Thursday	budhabāra 	On Thursday my mother is arriving.
S14.670	Friday	śukravāra	On Friday we go to the mosque.
S14.680	Saturday	śanivāra	On Saturday we go to the synagogue.
S14.710	the month	mahīnā	There are twelve months in a year.
S14.730	the year	pāli	A year normally lasts 365 days.
S14.740	the winter	hiun̐da	The winters are very cold here.
S14.750	the spring(2)	basanta	The tree blooms in the spring.
S14.760	the summer	gamīr	The summers are very hot here.
S14.770	the autumn/fall	sharad; sharat	In the autumn it gets cooler.
S14.780	the season	ṛtu	There are only two seasons here, the dry season and the wet season.
S15.210	to smell(1)	-	The flower smells pleasant.
S15.212	to sniff	sun̐ghnu	He opened the milk and sniffed it.
S15.220	to smell(2)	sun̐ghnu	I think I smell gas!
S15.250	fragrant	-	–
S15.260	stinking 	gandha	–
S15.310	to taste	cākhnu	This soup tastes very good.
S15.350	sweet	guliyō	The ripe fruit is sweet.
S15.360	salty	nunilō	The soup is too salty, add some water.
S15.370	bitter	tītō	The medicine is bitter, take it with honey.
S15.380	sour	amilō	Sprinkle a little sugar over the strawberries if they are sour.
S15.390	brackish	-	brackish water
S15.410	to hear	sunnu	I heard the sound of rain splashing on the window.
S15.420	to listen	-	Listen to the strange noise in the engine.
S15.440	the sound or noise	āvāja	There were strange sounds coming from the next room.
S15.450	loud	ucca	The music is very loud.
S15.460	quiet	cupa	We have to be quiet so as not to wake the baby.
S15.510	to see	dēkhnu	I see a house in the distance.
S15.520	to look	hērnu	I'm looking but I can't see the house.
S15.550	to show	dēkhāunu	She showed me her house.
S15.560	to shine	camkanu; talkanu	That lamp is shining in my eyes.
S15.570	bright	saphā	I awoke from the bright sunlight.
S15.610	the colour/color	raṅga	My shirt is red, but I'd prefer a different colour.
S15.620	light(2)	ujyālō	–
S15.630	dark	an̐dhyārō	It is dark in the room because the lamp is broken.
S15.640	white	sētō	(snow)
S15.650	black	kālō	(charcoal)
S15.660	red	rātō	(blood)
S15.670	blue	nilō	(sky)
S15.680	green	hariyō	(leaves)
S15.690	yellow	pahēṃlō	(yolk of chicken egg)
S15.710	to touch	chunu 	The child wanted to touch everything.
S15.712	to pinch	cimōṭnu	Mum, the boy pinched me!
S15.720	to feel	chāmnu	Feel (the quality of) this cloth!
S15.740	hard	kaṭhōra	Diamond is the hardest substance known to man.
S15.750	soft	gilō	a soft pillow
S15.760	rough(1)	khasrō	Her hands were rough from hard work.
S15.770	smooth	ciplō	smooth skin
S15.780	sharp	tīkhō	The knife is very sharp.
S15.790	blunt	bodho	This knife is blunt and does not cut well.
S15.810	heavy	gahrau	The suitcase is too heavy for me to carry.
S15.820	light(1)	halukō	You can carry this bag, it's fairly light.
S15.830	wet	cisō 	He fell into the water, so his clothes are now wet.
S15.840	dry	sukkhā	The clothes were in the sun for a long time and are now dry.
S15.850	hot	tātō	It's better to do the work now because later it'll be too hot.
S15.851	warm	tātō	The sun is shining and there's no wind, so it's warm and you can go out without a coat.
S15.860	cold	cisō 	It's cold outside, so you need warm clothes.
S15.870	clean	saphā	I washed my hands, so now they are clean.
S15.880	dirty	phōhōra	My hands are dirty from the work, so I need to wash them before the meal.
S15.890	wrinkled	-	the wrinkled face of a 90-year old man
S16.110	the soul or spirit	ātmā 	–
S16.150	surprised or astonished	udek mánnu; chakka mannu	–
S16.180	the good luck	-	–
S16.190	the bad luck	-	–
S16.230	happy	khusī	–
S16.250	to laugh	hām̐snu	–
S16.251	to smile	hām̐snu	–
S16.260	to play	khēlnu	–
S16.270	to love	maya garnu	I love you.
S16.290	to kiss	cumnu	–
S16.300	to embrace	angalnu	–
S16.310	the pain	dukha; pira	–
S16.320	the grief	du:kha	–
S16.330	the anxiety	cintā	–
S16.340	to regret or be sorry	-	I regret my mistake./I am sorrry about my mistake.
S16.350	the pity	dayá	–
S16.370	to cry	runu	–
S16.380	the tear	ām̐su	–
S16.390	to groan	-	–
S16.410	to hate	-	–
S16.420	the anger	risa	–
S16.440	the envy or jealousy	ḍāhā	–
S16.450	the shame	lāja	–
S16.480	proud	-	–
S16.510	to dare	antnu	–
S16.520	brave	bahādura	–
S16.530	the fear	ḍara 	–
S16.540	the danger	khatarā	–
S16.620	to want	cāhanu	–
S16.622	to choose	chānnu	–
S16.630	to hope	-	–
S16.650	faithful	-	–
S16.660	true	sahī	–
S16.670	to lie(2)	ḍhān̐ṭnu	–
S16.680	the deceit	-	–
S16.690	to forgive	-	–
S16.710	good	asala	–
S16.720	bad	kharāba	–
S16.730	right(2)	ṭhīka	–
S16.740	wrong	galata	–
S16.760	the fault	galtī 	It's your fault we missed the bus!
S16.770	the mistake	galtī 	–
S16.780	the blame	dosh	–
S16.790	the praise	-	–
S16.810	beautiful	sundara	–
S16.820	ugly	kurūpa	–
S16.830	greedy	lobhi; lálchi; agasti; aghasti	–
S16.840	clever	calākha	–
S17.110	the mind	citta	I don't know what's going on in her mind.
S17.130	to think(1)	sōcnu	You should think first before speaking.
S17.140	to think(2)	thannu	I think that this is not right.
S17.150	to believe	patyāunu	You shouldn't believe everything you read.
S17.160	to understand	jānnu	I do not understand why they left us so early.
S17.170	to know	jānnu	They know that we are coming today.
S17.171	to guess	adkalnu	Guess how much money I have.
S17.172	to imitate	ṭipnu	–
S17.180	to seem	-	The house seems to be empty.
S17.190	the idea	bicāra	–
S17.210	wise	bidvān	–
S17.220	stupid	mūkhar	–
S17.230	mad	baulāhā	–
S17.240	to learn	siknu	Where did you learn to cook so well?
S17.242	to study	paḍhnu	I have to study for my test.
S17.250	to teach	paḍhāunu	–
S17.260	the pupil	-	There are 10 pupils in the class, aged 6-7.
S17.270	the teacher	adhyāpaka	–
S17.280	the school	iskula	The children go to school every morning.
S17.310	to remember	samjhanu	Do you remember the name of your first teacher?
S17.320	to forget	bisarnu	–
S17.340	clear	prasṭa	a clear explanation
S17.350	obscure	madhurō	an obscure reason
S17.360	secret	gupacupa	–
S17.370	certain	pakkā	It is certain that the theft occurred during the night.
S17.380	to explain	khulāunu	–
S17.410	the intention	icchā	It was not his intention to wake the baby up.
S17.420	the cause	káran; garáunnu	What was the cause of the accident?
S17.430	the doubt	kasara 	–
S17.440	to suspect	-	The police suspected that he was a drug dealer.
S17.441	to betray	-	–
S17.450	the need or necessity	-	–
S17.460	easy	sajilō	–
S17.470	difficult	apṭhyārō	–
S17.480	to try	koshish garnu	–
S17.490	the manner	prakāra	–
S17.510	and	ani	–
S17.520	because	kinabhanē	–
S17.530	if	bhanē	–
S17.540	or	athabā	–
S17.550	yes	huncha	–
S17.560	no	hōina	–
S17.610	how?	kasarī	–
S17.620	how many?	-	–
S17.630	how much?	kati	–
S17.640	what?	kē	What is that thing on the table?
S17.650	when?	kahilē 	–
S17.660	where?	kahā 	–
S17.670	which?	kun	–
S17.680	who?	-	–
S17.690	why?	kinabhanē	–
S18.110	the voice	svara	–
S18.120	to sing	gāunu	–
S18.130	to shout	karāunu	Be careful, he shouted, "a lion!"
S18.150	to whisper	phuknu 	–
S18.160	to mumble	-	The little boy mumbled something about wanting to go to the toilet.
S18.170	to whistle	suselnu	–
S18.180	to shriek	-	–
S18.190	to howl	-	–
S18.210	to speak or talk	bōlnu 	–
S18.211	to stutter or stammer	-	–
S18.220	to say	bhannu	She said she'd be late.
S18.221	to tell	bhannu	Our grandmother told us a story.
S18.222	the speech	bhāṣaṇa 	In his speech, the chief thanked the guests.
S18.230	to be silent	-	–
S18.240	the language	bhāṣā 	–
S18.260	the word	śabda	–
S18.280	the name	nāu	What's your name?
S18.310	to ask(1)	sōdhnu	Where is your mother?, he asked.
S18.320	to answer	uttar; javab; javaph; 	I asked him where his mother was, but he didn't answer.
S18.330	to admit	mānnu	The suspect admitted he stole the car.
S18.340	to deny	-	She denied she was the thief.
S18.350	to ask(2)	māgnu	She asked for a glass of water.
S18.360	to promise	bhannu	–
S18.370	to refuse	-	–
S18.380	to forbid	-	–
S18.390	to scold	-	–
S18.410	to call(1)	bōlāunu	The king called his ministers for a meeting.
S18.420	to call(2)	kahalaunu	The parents decided to call their son David.
S18.430	to announce	-	–
S18.440	to threaten	tasārunu	–
S18.450	to boast	-	–
S18.510	to write	lēkhnu 	–
S18.520	to read	paḍhnu	–
S18.560	the paper	kāgaja 	She took a piece of paper and wrote down her name.
S18.570	the pen	kalam	You must use a pen, not a pencil.
S18.610	the book	kitāpa	–
S18.670	the poet	kabi	–
S18.710	the flute	muralī	He plays the flute and she plays the violin.
S18.720	the drum	tambar; dhol	Don't beat the drum so hard, it's too loud.
S18.730	the horn or trumpet	sing	–
S18.740	the rattle	-	–
S19.110	the country	dēśa	He has traveled to Japan, China, India, and many other countries.
S19.120	the native country	-	After the civil war ended, the refugees were able to return to their native country.
S19.150	the town	nagara	Farmers come into town to sell their produce.
S19.160	the village	gāu	The farmers' fields are near their village.
S19.170	the boundary	simānā	The province boundary is also the border between the two countries.
S19.210	the people	janatā	The president is unpopular, but the people adore his daughter.
S19.230	the clan	pad, thar, kul, ját	The entire clan lives in one large house.
S19.240	the chieftain	mukhiyá	–
S19.250	the walking stick	laṭṭhī 	–
S19.310	to rule or govern	śāsana	The president ruled the country for 25 years.
S19.320	the king	rājā	King David
S19.330	the queen	rānī 	Queen Elizabeth
S19.360	the noble	-	Nobles are exempt from paying taxes.
S19.370	the citizen	nāgarika	a citizen of Germany
S19.410	the master	mālika	–
S19.420	the slave	das	–
S19.430	the servant	naukar; dás	–
S19.440	the freeman	-	His mother was a slave, but his father was a freeman.
S19.450	to command or order	bhannu 	The officer commanded them to line up against the wall.
S19.460	to obey	mānnu	Soldiers are expected to obey their superiors.
S19.470	to permit	-	I am afraid I cannot permit my daughter to marry you.
S19.510	the friend	mitra	–
S19.520	the enemy	dusmana	–
S19.540	the neighbour	chimēkī	It's hard to sleep because the neighbors are noisy.
S19.550	the stranger	-	She's not afraid of strangers.
S19.560	the guest	pāhunā 	–
S19.570	the host	-	The host offered his guests some wine.
S19.580	to help	sagaunu	–
S19.590	to prevent	rōknu	The police prevented the demonstrators from entering the building.
S19.610	the custom	calana	–
S19.620	the quarrel	laḍāi 	We have a quarrel with the neighbors over their noise.
S19.630	the plot	jāla	There was a plot to kill the queen.
S19.650	to meet	bhet hunu	We agreed to meet in front of the theatre.
S19.720	the prostitute	-	–
S20.110	to fight	ladnu	The two tribes have been fighting for weeks.
S20.130	the war or battle	yuddha	–
S20.140	the peace	mel; kushal; shánti	–
S20.150	the army	sēnā 	The Roman army conquered Jerusalem.
S20.170	the soldier	sipāhī	–
S20.210	the weapons	hatiyāra	–
S20.220	the club	gada	–
S20.222	the battle-axe	bancaro	generic axe
S20.230	the sling	-	–
S20.240	the bow	dhanu	–
S20.250	the arrow	bāṇa	–
S20.260	the spear	bhala	–
S20.270	the sword	tarabāra 	–
S20.280	the gun	banduka	She shot the thief with a gun.
S20.310	the armour	-	The knight wore a shining armor.
S20.330	the helmet	ṭōpa	Put on your helmet when you ride a motorcycle.
S20.340	the shield	-	He held up his shield to protect his head from the attack.
S20.350	the fortress	killá	Fort
S20.360	the tower	dharhara	From the tower you can see the entire town.
S20.410	the victory	bijaya	–
S20.420	the defeat	parajaya	–
S20.430	the attack	hamalā	–
S20.440	to defend	bacāunu	He defended himself but the robber took his wallet.
S20.450	to retreat	hatnu	–
S20.460	to surrender	-	–
S20.470	the captive or prisoner	kaidī	–
S20.471	the guard	-	I wanted to go in but the guard wouldn't let me.
S20.480	the booty	lut	–
S20.490	the ambush	chōpnu	–
S20.510	the fisherman	-	–
S20.520	the fishhook	balsi khelnu	–
S20.530	the fishing line	-	–
S20.540	the fishnet	-	–
S20.550	the fish trap	-	–
