ID,Language_ID,Language_name,Parameter_ID,Value,Transcription,Concept,Source,Comment,AlternativeValue,AlternativeTranscription
9-790-274-1,esee1248,Ese Ejja,1971,kʷaki-pexe,Phonemic,fan (noun),key19581964;wyma1962;shoemaker,,,
9-770-274-1,esee1248,Ese Ejja,195,ɓexepi,Phonemic,mat,key19581964;wyma1962;shoemaker,,,
9-760-274-1,esee1248,Ese Ejja,1539,xeepi,Phonemic,basket,key19581964;wyma1962;shoemaker,,,
9-760-274-3,esee1248,Ese Ejja,1539,eha,Phonemic,basket,key19581964;wyma1962;shoemaker,,,
9-760-274-5,esee1248,Ese Ejja,1539,ɓexepi,Phonemic,basket,key19581964;wyma1962;shoemaker,,,
9-750-274-1,esee1248,Ese Ejja,1729,sipi-nahe,Phonemic,"weave, plait",key19581964;wyma1962;shoemaker,,,
9-730-274-1,esee1248,Ese Ejja,1399,meši oši,Phonemic,clay,key19581964;wyma1962;shoemaker,Respectively: 'white dirt clay'; 'red dirt clay'. Also wašapa.,,
9-730-274-3,esee1248,Ese Ejja,1399,meši woʔo,Phonemic,clay,key19581964;wyma1962;shoemaker,Respectively: 'white dirt clay'; 'red dirt clay'. Also wašapa.,,
9-500-274-1,esee1248,Ese Ejja,502,ɓaʔako-xi,Phonemic,nail,key19581964;wyma1962;shoemaker,,,
9-490-274-1,esee1248,Ese Ejja,1481,ekakaxi,Phonemic,hammer,key19581964;wyma1962;shoemaker,,,
9-461-274-1,esee1248,Ese Ejja,46,kekʷa-wexa-,Phonemic,hollow out,key19581964;wyma1962;shoemaker,,,
9-461-274-3,esee1248,Ese Ejja,46,heawexaki-,Phonemic,hollow out,key19581964;wyma1962;shoemaker,,,
9-460-274-1,esee1248,Ese Ejja,1501,wexa-,Phonemic,bore,key19581964;wyma1962;shoemaker,,,
9-460-274-3,esee1248,Ese Ejja,1501,hea-wexa-,Phonemic,bore,key19581964;wyma1962;shoemaker,,,
9-440-274-1,esee1248,Ese Ejja,1840,iya-nahe,Phonemic,build,key19581964;wyma1962;shoemaker,'To build' (a house).,,
9-380-274-1,esee1248,Ese Ejja,245,ekʷeašaɓa-xi,Phonemic,broom,key19581964;wyma1962;shoemaker,,,
9-360-274-1,esee1248,Ese Ejja,1453,taxa-,Phonemic,wash,key19581964;wyma1962;shoemaker,Respectively: 'to wash' clothes; one's self; the face.,,
9-360-274-3,esee1248,Ese Ejja,1453,topo-,Phonemic,wash,key19581964;wyma1962;shoemaker,Respectively: 'to wash' clothes; one's self; the face.,,
9-360-274-5,esee1248,Ese Ejja,1453,šakʷa-,Phonemic,wash,key19581964;wyma1962;shoemaker,Respectively: 'to wash' clothes; one's self; the face.,,
9-370-274-1,esee1248,Ese Ejja,230,kʷeašaɓa-,Phonemic,sweep,key19581964;wyma1962;shoemaker,,,
9-370-274-3,esee1248,Ese Ejja,230,kʷeahaɓe-,Phonemic,sweep,key19581964;wyma1962;shoemaker,,,
9-350-274-1,esee1248,Ese Ejja,1487,woxohea-,Phonemic,pour,key19581964;wyma1962;shoemaker,,,
9-343-274-1,esee1248,Ese Ejja,1414,iɲaxasayo-,Phonemic,"squeeze, wring",key19581964;wyma1962;shoemaker,,,
9-343-274-3,esee1248,Ese Ejja,1414,iɲapowi,Phonemic,"squeeze, wring",key19581964;wyma1962;shoemaker,,,
9-341-274-1,esee1248,Ese Ejja,357,ɓaʔe-,Phonemic,hang up,key19581964;wyma1962;shoemaker,Also ɓaʔe-wanasowa-nahe.,,
9-330-274-1,esee1248,Ese Ejja,1455,xeki-yiye-,Phonemic,pull,key19581964;wyma1962;shoemaker,,,
9-310-274-1,esee1248,Ese Ejja,1449,šexahi- ~ šehaxi-,Phonemic,"rub, wipe",key19581964;wyma1962;shoemaker,,,
9-280-274-1,esee1248,Ese Ejja,1735,isa-,Phonemic,tear,key19581964;wyma1962;shoemaker,,,
9-270-274-1,esee1248,Ese Ejja,1437,poho-nahe,Phonemic,split,key19581964;wyma1962;shoemaker,,,
9-260-274-1,esee1248,Ese Ejja,680,saha-,Phonemic,break,key19581964;wyma1962;shoemaker,Also isa-; teaha-.,,
9-260-274-3,esee1248,Ese Ejja,680,kʷiasaxa-ki-,Phonemic,break,key19581964;wyma1962;shoemaker,Also isa-; teaha-.,,
9-250-274-1,esee1248,Ese Ejja,677,seweša,Phonemic,ax,key19581964;wyma1962;shoemaker,,,
9-250-274-3,esee1248,Ese Ejja,677,ehahaha akʷi/aki,Phonemic,ax,key19581964;wyma1962;shoemaker,,,
9-240-274-1,esee1248,Ese Ejja,356,ɗaki ixiameexe,Phonemic,"scissors, shears",key19581964;wyma1962;shoemaker,,,
9-230-274-1,esee1248,Ese Ejja,1352,ehewixi,Phonemic,knife,key19581964;wyma1962;shoemaker,,,
9-230-274-3,esee1248,Ese Ejja,1352,baa,Phonemic,knife,key19581964;wyma1962;shoemaker,,,
9-223-274-1,esee1248,Ese Ejja,1434,yakʷa-,Phonemic,stab,key19581964;wyma1962;shoemaker,,,
9-223-274-3,esee1248,Ese Ejja,1434,kekʷa,Phonemic,stab,key19581964;wyma1962;shoemaker,,,
9-222-274-1,esee1248,Ese Ejja,155,ixiaka-nahe,Phonemic,"chop, hew",key19581964;wyma1962;shoemaker,,,
9-221-274-1,esee1248,Ese Ejja,355,hea-ɓiča-,Phonemic,cut down,key19581964;wyma1962;shoemaker,,,
9-221-274-3,esee1248,Ese Ejja,355,haha-,Phonemic,cut down,key19581964;wyma1962;shoemaker,,,
9-220-274-1,esee1248,Ese Ejja,1432,hewi-,Phonemic,cut,key19581964;wyma1962;shoemaker,"Respectively, 'to cut' with knife, scissors'. Also haha-; xahahaki-, cut with ax.",,
9-220-274-3,esee1248,Ese Ejja,1432,ixiasexameeka-,Phonemic,cut,key19581964;wyma1962;shoemaker,"Respectively, 'to cut' with knife, scissors'. Also haha-; xahahaki-, cut with ax.",,
9-211-274-1,esee1248,Ese Ejja,354,kʷeakea-nahe,Phonemic,pound with fist,key19581964;wyma1962;shoemaker,,,
9-210-274-1,esee1248,Ese Ejja,2133,kʷea-nahe,Phonemic,"strike (hit, beat)",key19581964;wyma1962;shoemaker,,,
9-190-274-1,esee1248,Ese Ejja,1218,xono,Phonemic,"rope, cord",key19581964;wyma1962;shoemaker,,,
9-161-274-1,esee1248,Ese Ejja,352,pišo-,Phonemic,untie,key19581964;wyma1962;shoemaker,Cuei Ai clan dialect. Sonene clan dialect is pičo-hea-yo-.,,
9-160-274-1,esee1248,Ese Ejja,1917,heyo-,Phonemic,"tie, bind",key19581964;wyma1962;shoemaker,,,
9-150-274-1,esee1248,Ese Ejja,1470,ɗoɗo-yo-,Phonemic,fold,key19581964;wyma1962;shoemaker,Also kaɓoɓo-; xawišiki-.,,
9-140-274-1,esee1248,Ese Ejja,2004,heaxaxa-,Phonemic,bend,key19581964;wyma1962;shoemaker,,,
9-140-274-3,esee1248,Ese Ejja,2004,sahawiči-,Phonemic,bend,key19581964;wyma1962;shoemaker,,,
9-120-274-1,esee1248,Ese Ejja,984,čako-čako-,Phonemic,work,key19581964;wyma1962;shoemaker,,,
9-110-274-1,esee1248,Ese Ejja,2575,po-a-,Phonemic,"do, make",key19581964;wyma1962;shoemaker,,,
9-110-274-3,esee1248,Ese Ejja,2575,a-,Phonemic,"do, make",key19581964;wyma1962;shoemaker,,,
8-980-274-1,esee1248,Ese Ejja,641,ɗoo,Phonemic,mushroom,key19581964;wyma1962;shoemaker,,,
8-941-274-1,esee1248,Ese Ejja,146,eka iši,Phonemic,sugar cane,key19581964;wyma1962;shoemaker,,,
8-931-274-1,esee1248,Ese Ejja,864,xemi,Phonemic,"pumpkin, squash",key19581964;wyma1962;shoemaker,,,
8-930-274-1,esee1248,Ese Ejja,411,tepe ~ tepi,Phonemic,gourd,key19581964;wyma1962;shoemaker,,,
8-920-274-1,esee1248,Ese Ejja,925,exi ~ exe,Phonemic,"tapioca, manioc, cassava",key19581964;wyma1962;shoemaker,,,
8-910-274-1,esee1248,Ese Ejja,159,kʷaʔe(y)o,Phonemic,sweet potato,key19581964;wyma1962;shoemaker,"Also tana, a tuber.",,
8-910-274-3,esee1248,Ese Ejja,159,waʔeo,Phonemic,sweet potato,key19581964;wyma1962;shoemaker,"Also tana, a tuber.",,
8-840-274-1,esee1248,Ese Ejja,868,exawise,Phonemic,banana tree,key19581964;wyma1962;shoemaker,'Banana' is exawi.,,
8-810-274-1,esee1248,Ese Ejja,1181,mai,Phonemic,palm tree,key19581964;wyma1962;shoemaker,Refers to 'chima' palm.,,
8-760-274-1,esee1248,Ese Ejja,345,ema(ʔ)i,Phonemic,sap,key19581964;wyma1962;shoemaker,,,
8-750-274-1,esee1248,Ese Ejja,1204,e'he,Phonemic,bark,key19581964;wyma1962;shoemaker,Also means 'leather'. Cf. 'skin 04.120. Bark of the 'cedro' is ɓišehe.,,
8-730-274-1,esee1248,Ese Ejja,344,akʷi-woxa,Phonemic,tree trunk,key19581964;wyma1962;shoemaker,,,
8-690-274-1,esee1248,Ese Ejja,1689,ixia-wičača-ka-,Phonemic,smoke (tobacco),key19581964;wyma1962;shoemaker,,,
8-680-274-1,esee1248,Ese Ejja,974,kiaʔe,Phonemic,tobacco,key19581964;wyma1962;shoemaker,,,
8-670-274-1,esee1248,Ese Ejja,343,xono,Phonemic,vine,key19581964;wyma1962;shoemaker,Also bakipi. Also means 'navel' 04.430.,,
8-600-274-1,esee1248,Ese Ejja,906,akʷi,Phonemic,tree,key19581964;wyma1962;shoemaker,,,
8-570-274-1,esee1248,Ese Ejja,239,šaaša,Phonemic,flower,key19581964;wyma1962;shoemaker,,,
8-560-274-1,esee1248,Ese Ejja,628,iɲa,Phonemic,leaf,key19581964;wyma1962;shoemaker,,,
8-550-274-1,esee1248,Ese Ejja,1531,i-yaa ~ e-yaa,Phonemic,branch,key19581964;wyma1962;shoemaker,Also means 'arm'.,,
8-540-274-1,esee1248,Ese Ejja,670,e-saxa,Phonemic,root,key19581964;wyma1962;shoemaker,,,
8-540-274-3,esee1248,Ese Ejja,670,ɓisiʔikʷi,Phonemic,root,key19581964;wyma1962;shoemaker,,,
8-531-274-1,esee1248,Ese Ejja,1486,ɓana-,Phonemic,plant (vb),key19581964;wyma1962;shoemaker,,,
8-520-274-1,esee1248,Ese Ejja,342,sipone,Phonemic,hay,key19581964;wyma1962;shoemaker,,,
8-510-274-1,esee1248,Ese Ejja,606,sipone,Phonemic,grass,key19581964;wyma1962;shoemaker,,,
8-510-274-3,esee1248,Ese Ejja,606,tata tiyani,Phonemic,grass,key19581964;wyma1962;shoemaker,,,
8-480-274-1,esee1248,Ese Ejja,926,[anoso],Phonemic,rice,key19581964;wyma1962;shoemaker,From Span. 'arroz'.,,
8-470-274-1,esee1248,Ese Ejja,506,šixe,Phonemic,"maize, corn",key19581964;wyma1962;shoemaker,,,
8-420-274-1,esee1248,Ese Ejja,605,e'soʔ,Phonemic,"grain (barley, oats etc)",key19581964;wyma1962;shoemaker,,,
8-410-274-1,esee1248,Ese Ejja,611,haha-sexa-,Phonemic,"crop, harvest",key19581964;wyma1962;shoemaker,"Also sexa-, 'harvest' rice.",,
8-311-274-1,esee1248,Ese Ejja,714,e'soʔ,Phonemic,seed,key19581964;wyma1962;shoemaker,,,
8-220-274-1,esee1248,Ese Ejja,1418,kišišaɓa-,Phonemic,dig,key19581964;wyma1962;shoemaker,,,
8-220-274-3,esee1248,Ese Ejja,1418,teo-,Phonemic,dig,key19581964;wyma1962;shoemaker,,,
8-160-274-1,esee1248,Ese Ejja,1690,hiiyo,Phonemic,fence,key19581964;wyma1962;shoemaker,,,
8-120-274-1,esee1248,Ese Ejja,212,kee,Phonemic,field (for cultivation),key19581964;wyma1962;shoemaker,,,
7-570-274-1,esee1248,Ese Ejja,1227,akʷi,Phonemic,board,key19581964;wyma1962;shoemaker,,,
7-560-274-1,esee1248,Ese Ejja,281,ehio,Phonemic,"post, pole",key19581964;wyma1962;shoemaker,Also wačaʔaxa.,,
7-560-274-3,esee1248,Ese Ejja,281,ekixasa,Phonemic,"post, pole",key19581964;wyma1962;shoemaker,Also wačaʔaxa.,,
7-520-274-1,esee1248,Ese Ejja,279,ewisawiʔtaxi,Phonemic,thatch,key19581964;wyma1962;shoemaker,,,
7-510-274-1,esee1248,Ese Ejja,769,ehamako,Phonemic,roof,key19581964;wyma1962;shoemaker,,,
7-510-274-3,esee1248,Ese Ejja,769,esipi,Phonemic,roof,key19581964;wyma1962;shoemaker,,,
7-421-274-1,esee1248,Ese Ejja,1044,e-sapa-haaxi,Phonemic,pillow,key19581964;wyma1962;shoemaker,,,
7-420-274-1,esee1248,Ese Ejja,1663,kiʔɓi,Phonemic,bed,key19581964;wyma1962;shoemaker,Means 'hammock'.,,
7-370-274-1,esee1248,Ese Ejja,1464,eheoxi,Phonemic,ladder,key19581964;wyma1962;shoemaker,,,
7-260-274-1,esee1248,Ese Ejja,1632,meši,Phonemic,floor,key19581964;wyma1962;shoemaker,Also 'ground'.,,
7-220-274-1,esee1248,Ese Ejja,1567,e-sekʷe,Phonemic,"door, gate",key19581964;wyma1962;shoemaker,,,
7-120-274-1,esee1248,Ese Ejja,1252,e'ki,Phonemic,house,key19581964;wyma1962;shoemaker,Peruvian group has eti.,,
7-110-274-1,esee1248,Ese Ejja,363,eše-nahe,Phonemic,"dwell, live",key19581964;wyma1962;shoemaker,,,
7-110-274-3,esee1248,Ese Ejja,363,baʔe-ʔya,Phonemic,"dwell, live",key19581964;wyma1962;shoemaker,,,
6-960-274-1,esee1248,Ese Ejja,1171,exakoxaɓakixi,Phonemic,mirror,key19581964;wyma1962;shoemaker,,,
6-950-274-1,esee1248,Ese Ejja,788,wapa-wapa,Phonemic,soap,key19581964;wyma1962;shoemaker,Cf. 'foam' 01.324.,,
6-921-274-1,esee1248,Ese Ejja,333,e-pašaxaxa,Phonemic,braid,key19581964;wyma1962;shoemaker,,,
6-920-274-1,esee1248,Ese Ejja,1821,ixiahewimee-nahe,Phonemic,brush,key19581964;wyma1962;shoemaker,,,
6-910-274-1,esee1248,Ese Ejja,1475,xaɓeki-,Phonemic,comb,key19581964;wyma1962;shoemaker,,,
6-810-274-1,esee1248,Ese Ejja,332,ɗaki-čii,Phonemic,"handkerchief, rag",key19581964;wyma1962;shoemaker,,,
6-770-274-1,esee1248,Ese Ejja,770,šaxa-ɓaʔe-wanaxi,Phonemic,earring,key19581964;wyma1962;shoemaker,,,
6-730-274-1,esee1248,Ese Ejja,1374,e'me-ɓaxi,Phonemic,ring (for finger),key19581964;wyma1962;shoemaker,,,
6-730-274-3,esee1248,Ese Ejja,1374,mekana,Phonemic,ring (for finger),key19581964;wyma1962;shoemaker,,,
6-620-274-1,esee1248,Ese Ejja,757,ɓaa'so,Phonemic,button,key19581964;wyma1962;shoemaker,,,
6-570-274-1,esee1248,Ese Ejja,772,waka'he,Phonemic,"belt, girdle",key19581964;wyma1962;shoemaker,Cf. 'leather' 06.290.,,
6-550-274-1,esee1248,Ese Ejja,2130,ehawoxa,Phonemic,"hat, cap",key19581964;wyma1962;shoemaker,,,
6-480-274-1,esee1248,Ese Ejja,809,ɗaki-sisi,Phonemic,trousers,key19581964;wyma1962;shoemaker,,,
6-460-274-1,esee1248,Ese Ejja,1600,ekise,Phonemic,skirt,key19581964;wyma1962;shoemaker,,,
6-450-274-1,esee1248,Ese Ejja,2012,eɓoɓi,Phonemic,collar,key19581964;wyma1962;shoemaker,,,
6-420-274-1,esee1248,Ese Ejja,474,ɗaki,Phonemic,woman's dress,key19581964;wyma1962;shoemaker,,,
6-380-274-1,esee1248,Ese Ejja,1161,mahii,Phonemic,thread,key19581964;wyma1962;shoemaker,,,
6-360-274-1,esee1248,Ese Ejja,1382,akʷiša ~ ekʷiša,Phonemic,needle,key19581964;wyma1962;shoemaker,Also means 'thorn'.,,
6-350-274-1,esee1248,Ese Ejja,1457,soko-,Phonemic,sew,key19581964;wyma1962;shoemaker,,,
6-330-274-1,esee1248,Ese Ejja,133,sipi-,Phonemic,weave,key19581964;wyma1962;shoemaker,,,
6-310-274-1,esee1248,Ese Ejja,121,ɓeyo- ~ meyo-,Phonemic,spin,key19581964;wyma1962;shoemaker,,,
6-290-274-1,esee1248,Ese Ejja,629,e'he,Phonemic,leather,key19581964;wyma1962;shoemaker,From Span. 'vaca (cow)'.,,
6-290-274-3,esee1248,Ese Ejja,629,[waka]he,Phonemic,leather,key19581964;wyma1962;shoemaker,From Span. 'vaca (cow)'.,,
6-240-274-1,esee1248,Ese Ejja,1850,wapehe,Phonemic,cotton,key19581964;wyma1962;shoemaker,,,
6-210-274-1,esee1248,Ese Ejja,1616,ɗaki,Phonemic,cloth,key19581964;wyma1962;shoemaker,,,
6-120-274-1,esee1248,Ese Ejja,1895,ɗaki,Phonemic,"clothing, clothes",key19581964;wyma1962;shoemaker,,,
6-110-274-1,esee1248,Ese Ejja,158,woʔišo-,Phonemic,put on (clothes),key19581964;wyma1962;shoemaker,,,
5-970-274-1,esee1248,Ese Ejja,744,exa,Phonemic,egg,key19581964;wyma1962;shoemaker,,,
5-940-274-1,esee1248,Ese Ejja,404,šixe-ʔena,Phonemic,fermented drink,key19581964;wyma1962;shoemaker,"Lit. 'corn-water', (chicha).",,
5-900-274-1,esee1248,Ese Ejja,731,axa,Phonemic,"beverage, drink",key19581964;wyma1962;shoemaker,,,
5-860-274-1,esee1248,Ese Ejja,635,emaʔi,Phonemic,milk (noun),key19581964;wyma1962;shoemaker,,,
5-840-274-1,esee1248,Ese Ejja,942,wini ~ widi,Phonemic,honey,key19581964;wyma1962;shoemaker,'Honey' and 'sugar syrup' respectively.,,
5-840-274-3,esee1248,Ese Ejja,942,eka'na,Phonemic,honey,key19581964;wyma1962;shoemaker,'Honey' and 'sugar syrup' respectively.,,
5-791-274-1,esee1248,Ese Ejja,323,e-sei,Phonemic,"grease, fat",key19581964;wyma1962;shoemaker,,,
5-790-274-1,esee1248,Ese Ejja,1484,esei,Phonemic,oil,key19581964;wyma1962;shoemaker,,,
5-790-274-3,esee1248,Ese Ejja,1484,heme-sei,Phonemic,oil,key19581964;wyma1962;shoemaker,,,
5-770-274-1,esee1248,Ese Ejja,191,šiwixaxa,Phonemic,nut,key19581964;wyma1962;shoemaker,Means 'Brazil nut'.,,
5-712-274-1,esee1248,Ese Ejja,1966,soe,Phonemic,bunch,key19581964;wyma1962;shoemaker,,,
5-710-274-1,esee1248,Ese Ejja,1507,e-xaxa,Phonemic,fruit,key19581964;wyma1962;shoemaker,"Also noi, a red berry.",,
5-610-274-1,esee1248,Ese Ejja,634,noe,Phonemic,meat,key19581964;wyma1962;shoemaker,,,
5-610-274-3,esee1248,Ese Ejja,634,e-yami,Phonemic,meat,key19581964;wyma1962;shoemaker,,,
5-590-274-1,esee1248,Ese Ejja,225,mei etaxaxi,Phonemic,pestle,key19581964;wyma1962;shoemaker,,,
5-560-274-1,esee1248,Ese Ejja,1033,taxa-ka-,Phonemic,"crush, grind",key19581964;wyma1962;shoemaker,Also kʷeaxasa-.,,
5-490-274-1,esee1248,Ese Ejja,2017,iɲapowi-,Phonemic,"stir, mix",key19581964;wyma1962;shoemaker,,,
5-490-274-3,esee1248,Ese Ejja,2017,wa-,Phonemic,"stir, mix",key19581964;wyma1962;shoemaker,,,
5-480-274-1,esee1248,Ese Ejja,1767,ɗiʔi-,Phonemic,scrape,key19581964;wyma1962;shoemaker,,,
5-470-274-1,esee1248,Ese Ejja,86,xekiheyo,Phonemic,"sieve, strain",key19581964;wyma1962;shoemaker,,,
5-460-274-1,esee1248,Ese Ejja,275,šiʔyo-,Phonemic,peel,key19581964;wyma1962;shoemaker,To peel rice is kekʷakoʔo-.,,
5-380-274-1,esee1248,Ese Ejja,1352,ehewixi,Phonemic,knife (2),key19581964;wyma1962;shoemaker,,,
5-340-274-1,esee1248,Ese Ejja,270,meši-misi,Phonemic,"pitcher, jug",key19581964;wyma1962;shoemaker,,,
5-320-274-1,esee1248,Ese Ejja,480,mexo,Phonemic,plate,key19581964;wyma1962;shoemaker,,,
5-240-274-1,esee1248,Ese Ejja,183,ɗawa-nahe,Phonemic,bake,key19581964;wyma1962;shoemaker,,,
5-230-274-1,esee1248,Ese Ejja,2146,ɗawa-,Phonemic,"roast, fry",key19581964;wyma1962;shoemaker,,,
5-220-274-1,esee1248,Ese Ejja,792,okʷa-okʷa- ~ kʷakʷa,Phonemic,boil (vb),key19581964;wyma1962;shoemaker,,,
5-210-274-1,esee1248,Ese Ejja,1100,kʷakʷa-nahe,Phonemic,cook,key19581964;wyma1962;shoemaker,,,
5-190-274-1,esee1248,Ese Ejja,129,wiʔi-nahe,Phonemic,choke,key19581964;wyma1962;shoemaker,,,
5-181-274-1,esee1248,Ese Ejja,897,ixia-hea-,Phonemic,swallow,key19581964;wyma1962;shoemaker,,,
5-160-274-1,esee1248,Ese Ejja,1421,toxo-iši-,Phonemic,suck,key19581964;wyma1962;shoemaker,,,
5-160-274-3,esee1248,Ese Ejja,1421,toxo-,Phonemic,suck,key19581964;wyma1962;shoemaker,,,
5-150-274-1,esee1248,Ese Ejja,848,-naɓataha,Phonemic,thirst,key19581964;wyma1962;shoemaker,,,
5-140-274-1,esee1248,Ese Ejja,1864,-šoʔe,Phonemic,hunger,key19581964;wyma1962;shoemaker,,,
5-130-274-1,esee1248,Ese Ejja,1401,iši-ka-,Phonemic,drink,key19581964;wyma1962;shoemaker,,,
5-125-274-1,esee1248,Ese Ejja,1728,-ʔiwi,Phonemic,rotten,key19581964;wyma1962;shoemaker,,,
5-125-274-3,esee1248,Ese Ejja,1728,-tai,Phonemic,rotten,key19581964;wyma1962;shoemaker,,,
5-123-274-1,esee1248,Ese Ejja,178,ke-ahawa,Phonemic,ripe,key19581964;wyma1962;shoemaker,,,
5-122-274-1,esee1248,Ese Ejja,1959,-eše,Phonemic,raw,key19581964;wyma1962;shoemaker,,,
5-121-274-1,esee1248,Ese Ejja,269,kʷakʷa-,Phonemic,cooked,key19581964;wyma1962;shoemaker,,,
5-121-274-3,esee1248,Ese Ejja,269,hiɲa-,Phonemic,cooked,key19581964;wyma1962;shoemaker,,,
5-120-274-1,esee1248,Ese Ejja,256,eixiaxi,Phonemic,food,key19581964;wyma1962;shoemaker,,,
5-110-274-1,esee1248,Ese Ejja,1336,ixia-,Phonemic,eat,key19581964;wyma1962;shoemaker,,,
4-970-274-1,esee1248,Ese Ejja,1653,e-koxa-'ma,Phonemic,blind,key19581964;wyma1962;shoemaker,Lit. 'poss.-eye-negative'.,,
4-980-274-1,esee1248,Ese Ejja,1463,kekʷaɲakaxi,Phonemic,intoxicated,key19581964;wyma1962;shoemaker,,,
4-960-274-1,esee1248,Ese Ejja,1666,-kahi,Phonemic,mute,key19581964;wyma1962;shoemaker,,,
4-950-274-1,esee1248,Ese Ejja,996,-keɓa,Phonemic,deaf,key19581964;wyma1962;shoemaker,,,
4-950-274-3,esee1248,Ese Ejja,996,hašaxaʔakiaha,Phonemic,deaf,key19581964;wyma1962;shoemaker,,,
4-930-274-1,esee1248,Ese Ejja,1125,sapa-ɲama,Phonemic,bald,key19581964;wyma1962;shoemaker,,,
4-930-274-3,esee1248,Ese Ejja,1125,sapa-pohi,Phonemic,bald,key19581964;wyma1962;shoemaker,,,
4-940-274-1,esee1248,Ese Ejja,320,heo-mihi-mihi-nahe,Phonemic,lame,key19581964;wyma1962;shoemaker,,,
4-920-274-1,esee1248,Ese Ejja,1564,-wea,Phonemic,lazy,key19581964;wyma1962;shoemaker,,,
4-912-274-1,esee1248,Ese Ejja,168,homišoka-,Phonemic,rest,key19581964;wyma1962;shoemaker,,,
4-910-274-1,esee1248,Ese Ejja,1757,-mano,Phonemic,"tired, weary",key19581964;wyma1962;shoemaker,,,
4-870-274-1,esee1248,Ese Ejja,597,e-yami-kekʷa-xi,Phonemic,physician,key19581964;wyma1962;shoemaker,One who heals.,,
4-860-274-1,esee1248,Ese Ejja,499,šikʷi-,Phonemic,"cure, heal",key19581964;wyma1962;shoemaker,Also xahaki-.,,
4-860-274-3,esee1248,Ese Ejja,499,čikʷi-,Phonemic,"cure, heal",key19581964;wyma1962;shoemaker,Also xahaki-.,,
4-860-274-5,esee1248,Ese Ejja,499,wakia,Phonemic,"cure, heal",key19581964;wyma1962;shoemaker,Also xahaki-.,,
4-857-274-1,esee1248,Ese Ejja,1808,esi,Phonemic,pus,key19581964;wyma1962;shoemaker,,,
4-856-274-1,esee1248,Ese Ejja,793,ɓoʔho,Phonemic,boil (noun),key19581964;wyma1962;shoemaker,,,
4-855-274-1,esee1248,Ese Ejja,1584,haši,Phonemic,blister,key19581964;wyma1962;shoemaker,,,
4-855-274-3,esee1248,Ese Ejja,1584,tooo,Phonemic,blister,key19581964;wyma1962;shoemaker,,,
4-854-274-1,esee1248,Ese Ejja,148,ehai,Phonemic,itch,key19581964;wyma1962;shoemaker,,,
4-853-274-1,esee1248,Ese Ejja,1903,šexe-,Phonemic,swelling,key19581964;wyma1962;shoemaker,,,
4-850-274-1,esee1248,Ese Ejja,1109,e-kekʷaʔaha,Phonemic,"wound, sore",key19581964;wyma1962;shoemaker,,,
4-843-274-1,esee1248,Ese Ejja,102,wiši-,Phonemic,cold (catarrh),key19581964;wyma1962;shoemaker,,,
4-842-274-1,esee1248,Ese Ejja,1957,enaa,Phonemic,goiter,key19581964;wyma1962;shoemaker,,,
4-841-274-1,esee1248,Ese Ejja,1534,kiyo-ani,Phonemic,fever,key19581964;wyma1962;shoemaker,,,
4-840-274-1,esee1248,Ese Ejja,1847,-mano,Phonemic,"sick, sickness",key19581964;wyma1962;shoemaker,,,
4-830-274-1,esee1248,Ese Ejja,1364,wakia-,Phonemic,"well, health",key19581964;wyma1962;shoemaker,,,
4-820-274-1,esee1248,Ese Ejja,1601,-šiwi,Phonemic,weak,key19581964;wyma1962;shoemaker,,,
4-820-274-3,esee1248,Ese Ejja,1601,kaʔaʔama,Phonemic,weak,key19581964;wyma1962;shoemaker,,,
4-810-274-1,esee1248,Ese Ejja,785,xanoɓaximanee,Phonemic,"strong, mighty, powerful",key19581964;wyma1962;shoemaker,,,
4-780-274-1,esee1248,Ese Ejja,1719,ɓohea-,Phonemic,bury (the dead),key19581964;wyma1962;shoemaker,,,
4-780-274-3,esee1248,Ese Ejja,1719,owahea-,Phonemic,bury (the dead),key19581964;wyma1962;shoemaker,,,
4-770-274-1,esee1248,Ese Ejja,767,e-mano-yo,Phonemic,corpse,key19581964;wyma1962;shoemaker,,,
4-760-274-1,esee1248,Ese Ejja,1417,kekʷa-,Phonemic,kill,key19581964;wyma1962;shoemaker,"This verb has many meanings that have to do with puncturing: e.g. 'pierce' 09.223, hunt, stab, planting (with dibble stick).",,
4-751-274-1,esee1248,Ese Ejja,1904,wiʔi-,Phonemic,drowned,key19581964;wyma1962;shoemaker,,,
4-751-274-3,esee1248,Ese Ejja,1904,siɓikayo-,Phonemic,drowned,key19581964;wyma1962;shoemaker,,,
4-750-274-1,esee1248,Ese Ejja,1494,mano-ʔyo-,Phonemic,"die, dead",key19581964;wyma1962;shoemaker,,,
4-740-274-1,esee1248,Ese Ejja,1422,eše-,Phonemic,"live, living, life",key19581964;wyma1962;shoemaker,,,
4-740-274-3,esee1248,Ese Ejja,1422,baʔe-,Phonemic,"live, living, life",key19581964;wyma1962;shoemaker,,,
4-730-274-1,esee1248,Ese Ejja,1123,xamehoki-,Phonemic,pregnant,key19581964;wyma1962;shoemaker,,,
4-730-274-3,esee1248,Ese Ejja,1123,oexi,Phonemic,pregnant,key19581964;wyma1962;shoemaker,,,
4-720-274-1,esee1248,Ese Ejja,1090,kʷaya-,Phonemic,born (to be),key19581964;wyma1962;shoemaker,Also means 'to come out'.,,
