entry_id	trans_english	Guaraní_Phonemic
9.34	spread out	pɨso; mɨ-asãi; mo-saraᵐbi
9.341	hang up	mo-saiŋo
9.342	press	ǰopɨ; huᵐbiri; poka
9.343	squeeze, wring	ǰopɨ
9.35	pour	ɲohẽ
9.36	wash	ǰo'hei
9.37	sweep	tɨpei
9.38	broom	tɨpɨča
9.422	tool	t-eᵐbiporu
9.43	carpenter	ɨvɨraᵐbaʔapo'hara
9.44	build	ǰoɣapo
9.46	bore	ᵐbo-kua
9.461	hollow out	mo-pɨkoʔẽ
9.48	saw	mokɨčĩʔiha; kičiʔĩ
9.49	hammer	ᵐbotaha
9.5	nail	itapɨɣʷa; kutuha
9.56	glue	ᵐbaʔeaɨsɨ
9.6	smith, blacksmith	itaᵐbaʔapoha
9.61	forge	ǰapo
9.62	anvil	ɲainupãha
9.63	cast (metals)	ᵐboɨku; meᵐbe
9.64	gold	kuarepoti-ǰu; ita-ǰu
9.65	silver	ita-tĩ; kuarepoti-tĩ
9.66	copper, bronze	
9.67	iron	itakaⁿdua
9.68	lead (noun)	itapo'hɨi
9.69	tin, tinplate	itaᵐbe
9.71	potter	ɲaiʔũavɨkɨha
9.72	mold (clay etc)	taʔaŋa rapo; mohaʔaŋa
9.73	clay	tuǰu
9.74	glass	ɲeaᵑgeča
9.75	weave, plait	pɨaha; ɲopẽ
9.76	basket	aǰaka
9.77	mat	piri
9.771	rug	karuha; pɨrũha
9.78	netbag	voko
9.79	fan (noun)	peǰuha
9.791	fan (vb)	ᵐboɨvɨtu
9.81	carve	mohaʔaᵑga
9.82	sculptor	mohaʔaŋa'hara
9.83	statue	teteraʔaŋa
9.84	chisel	ǰɨkuasoka
9.88	paint (noun)	ᵐbopara-ha
9.89	paint (vb)	ᵐbopara
10.11	move	mo-'mɨi; mo-ŋuʔe
10.12	turn over	ǰapaǰe'rei; ǰaparo
10.13	turn around	ǰere; ᵐbo-ǰere
10.14	wind, wrap	ᵐboapakua; ǰapakua
10.15	roll	ǰapaǰe'rei; ᵐboǰere; ᵐboapakua
10.16	drop (vb)	poi
10.17	twist	poka
10.21	rise	ǰupi
10.22	raise, lift	mopuʔã; ᵐbo-ǰupi
10.23	fall	a
10.24	drip	tɨkɨ; ᵐboɣʷa
10.25	throw	moᵐbo; itɨ
10.252	catch (ball)	pɨhɨ
10.26	shake	tɨvɨro; ᵐbokača
10.32	flow	sɨrɨ
10.33	sink	mo-ɲapɨmi; ᵐbo-ɨɣʷɨ
10.34	float	ve'vui
10.35	swim	ɨta
10.351	dive	ɲapɨmi; sapɨmi
10.352	splash	hɨ'pɨi
10.36	sail (vb)	ɣʷata ɨɣape
10.37	fly (vb)	veve
10.38	blow	peǰu
10.41	creep, crawl	poɲɨ
10.412	kneel	ɲesũ
10.413	crouch	ǰa-ɨvɨ
10.42	slide, slip	pɨsɨrɨ̃i; pɨsɨrɨ
10.43	jump, leap	(a)po; popo
10.431	kick	pɨvoi
10.44	dance	ǰerokɨ
10.45	walk	ɣʷata
10.451	limp	karẽ
10.46	run	ɲani
10.47	go	(a)ha; ho
10.471	go up	ǰu-pi
10.472	climb	ǰu-pi; [ɲekarama]
10.473	go down	ɣʷeǰɨ
10.474	go out	sẽ
10.48	come	ǰu
10.481	come back	ǰu-ǰeɨ; ǰevɨ
10.49	go away, depart	ho; poʔi 'pɨɣʷi
10.491	disappear	kaɲɨ
10.51	flee	kaɲɨ; ɣʷari; piã
10.52	follow	hohakɨku'eri; moɲa; muɲa
10.53	pursue	moɲa
10.55	reach, arrive	hupɨtɨ; ɣʷahẽ
10.56	approach	mo-ʔaɣʷĩ
10.57	enter	(a)ike
10.61	carry (bear)	raha; ɣʷe-raha
10.612	carry-in-hand	'pope ǰere-raha
10.613	carry-on-shoulder	a'pere ǰere-raha
10.614	carry-on-head	aka 'ari ǰere-raha
10.615	carry-underarm	ɣʷeraha ǰɨva'ɣʷɨpe
10.62	bring	ɣʷe-ru; ru
10.63	send	rahauka; moⁿdo
10.64	lead (vb)	saᵐbɨhɨ; ᵐbo-ɣʷata
10.65	drive	saᵐbɨhɨ
10.66	ride	ɣʷapɨ kavaǰu 'ari
10.67	push, shove	mɨaɲa; muaɲa
10.71	road	t-ape
10.72	path	tape; t-ape-poʔi
10.74	bridge	ɨvɨ-vorasaha
10.75	carriage, wagon, cart	ᵐbaʔɨru; [ka'rreta]; kačape
10.76	wheel	ᵐbaʔe-ǰere
10.77	axle	ǰereʔɨva
10.78	yoke	apɨrɨta; apirɨta
10.81	ship	ɨɣarata
10.83	boat	ɨɣa
10.831	canoe	ɨɣa
10.832	outrigger	itapa
10.84	raft	ɨɣape
10.85	oar	ɨɣa-ǰɨva; [patula]
10.851	paddle (noun)	ɨɣasoǰaᵐbɨkɨ
10.852	row (vb)	pɨ'kui
10.86	rudder	ɨɣa saᵐbɨhɨha; ɨɣa-kũ
10.87	mast	ɨvavusu; ɨɣa-rupa; naɨ
10.88	sail (noun)	ao ɨɣa ᵐboɣʷataha
10.89	anchor	ɨɣa-moᵐbɨtaha
10.91	harbor, port	ɨɣa ɣʷahẽha
10.92	land (vb)	sẽ ɨ'ɣaɣʷi
11.11	have	ɣʷe-reko; reko
11.12	own, possess	ᵐbaʔe-re-reko
11.13	take	ǰapɨhɨ; pɨhɨ
11.14	seize, grasp	pɨhɨ; ǰapɨhɨ
11.15	hold	pɨhɨ
11.16	get, obtain	hupitɨ; hupɨtɨ
11.17	keep, retain	ɲoŋatu; kopuku
11.18	thing	ᵐbaʔe
11.21	give	meʔẽ
11.22	give back	meʔẽ-ǰeɨ
11.24	preserve, look after	ɲoŋatu; ɲaŋareko
11.25	save, rescue	pɨsɨrõ
11.27	destroy	ᵐbɨ-ai; ᵐbo-kuʔi; ᵐbokusuɣʷe
11.28	harm, injure, damage	ᵐbɨ-ai; haru
11.31	seek, look for	heka
11.32	find	ǰuhu; [topa]
11.33	lose	kaɲɨ
11.34	release, let go	poi; so
11.43	money	pira-pire; viru
11.44	coin	viru
11.51	rich	ᵐbaʔererekoha; ᵐbaʔe-hetava
11.52	poor	ᵐboriahu; poriahu
11.53	beggar	tupa-ᵐbaʔe-'ǰara
11.54	avaricious, stingy	h-akateʔɨ̃-va; takateʔɨ̃
11.61	lend	puru; poru-ka
11.62	borrow	puru; poru; ǰerure
11.63	owe	tepɨmeʔẽ vaʔerã
11.64	debt	t-epɨmeʔrã
11.65	pay (vb)	hepɨ-meʔẽ
11.66	account, reckoning	ǰepapa; ᵐbaʔerepɨkue
11.69	tax, tribute	teᵐbirepɨkue
11.77	hire	poru
11.78	wages	teᵐbiaporepɨ
11.79	earn	ᵐbiatɨ viru
11.81	buy	ǰoɣʷa
11.82	sell	ɲemu
11.83	trade, barter	ᵐbɨ-ekovia; ᵐbu-ekovia
11.84	merchant	oᵐbaʔeɲe'muva; ɲemu-'hara
11.85	market (place)	ɲemuha
11.86	store, shop	ɲemu-ha
11.87	price	h-epɨ; t-epɨ; ᵐbaʔerepɨ
11.88	dear (costly, expensive)	hepɨ
11.89	cheap	ⁿda-he'pɨ-i
11.91	share (distribute)	ᵐbo-ǰaʔo
11.92	weigh	haʔã
12.1	after	uperire; u'pei; rire
12.11	behind	t-apɨkue; t-apɨ'kueri
12.2	beside	ɨ'ke-pe; ɨ'pɨ-pe
12.3	down, below	ɨ'vɨ-pe; 'ɣʷɨ-pe
12.4	before	t-enoⁿde; raẽ
12.41	front	t-enoⁿde-ɣʷa
12.5	inside, in	pɨpe; kotɨ'pɨpe
12.6	outside	oka; o'ka-pe
12.7	under	i'ɣɨpe; 'ɣʷɨ-pe
12.8	up, above	ɨvate; 'ari
12.11	place	t-eⁿda; mamo
12.12	put	moĩ
12.13	sit	ɣʷapɨ
12.14	lie down	ɲeno
12.15	stand	moɲeᵐboʔɨ; puʔã; ɲeᵐboʔɨ
12.16	remain, stay	pɨta
12.17	remains, left overs	t-eᵐbɨre
12.21	collect, gather	ᵐbɨatɨ; monoʔõ
12.212	pick up	monoʔõ
12.213	pile up	ᵐbɨatɨ
12.22	join, unite	monoʔõ; ᵐboǰuaǰu; ᵐbɨatɨ
12.23	separate	ᵐboǰei; peʔa
12.232	divide	ᵐbo-ǰaʔo; ᵐbo-vo
12.24	open	peʔa
12.25	shut, close	ᵐbotɨ
12.26	cover	ɲua; ɲuvã; ǰahoʔi; mama
12.27	hide, conceal	ɲomi; mo-kaɲɨ; ɲemi
12.31	high	ɨvate
12.32	low	karape; pe
12.33	top	r-uʔã; t-uʔã
12.34	bottom	t-uɣʷa
12.35	end	a'pɨra; apɨ
12.352	pointed	hakua; akua
12.353	edge	r-eᵐbeʔɨ; t-eᵐbe; t-eᵐbeʔɨ
12.36	side	ɨke
12.37	middle, center	ᵐbɨte
12.41	right (side)	aka'tua
12.42	left (side)	asu
12.43	near (adv)	aɣʷĩ
12.44	far (adv)	moᵐbɨrɨ
12.45	east	kuarahɨ-resẽ
12.46	west	kuarahɨ-reike
12.47	north	ɨvate ɣotɨo
12.48	south	ɨvɨ; ɨvɨ ɣotɨo; ɲeᵐbɨ
12.53	grow	kakuaa
12.54	measure	haʔã
12.541	span, fathom	hupɨtɨ; ᵐbope; po-ǰe-pɨso
12.55	large, big	tuiča; ɣʷasu
12.56	small, little	mičĩ
12.57	long	puku
12.58	tall	ɨvate
12.59	short	ᵐbɨkɨ
12.61	wide, broad	pe; pɨ; pɨ-ɣʷasu
12.62	narrow	pɨkaʔi; poʔi
12.63	thick (in dimension)	poɣʷasu; anaᵐbusu
12.65	thin (in dimension)	poʔi; pererĩ
12.67	deep	pɨ-puku; h-ɨpɨ
12.68	shallow	ⁿdahɨ'pɨi; karape; perẽrĩ
12.71	flat	apeǰoǰa; ǰoǰa
12.73	straight	ikareʔɨ̃va; ɨvi
12.74	crooked	karẽ; vã
12.75	hook	tɨ'ʔãi; po'tai
12.76	corner	t-uɣʷa
12.77	cross	[kurusu]
12.78	square	ɨkeʔiruⁿdɨ
12.81	round	apuʔa
12.82	circle	ᵐbaʔea-puʔa
12.83	sphere, ball	ᵐbaʔe-apuʔa
12.84	line	ǰepɨsoǰoǰa; hai
12.85	hole	kua
12.92	like, similar	ǰoɣaha; ǰoǰa; o-ǰo'ɣʷa-va
12.93	change	mo-ʔaᵐbue; ɣʷerova
13.0	zero, nothing	papaʔɨ̃; ᵐbaʔeve
13.1	one	peteĩ
13.2	two	mokõi
13.3	three	ᵐbohapɨ
13.4	four	iruⁿdɨ
13.5	five	po
13.6	six	poteĩ
13.7	seven	pokõi
13.8	eight	po-apɨ
13.9	nine	poruⁿdɨ
13.10	ten	pa
13.101	eleven	pateĩ
13.102	twelve	pakõi
13.103	fifteen	pa-po
13.104	twenty	mokõi-pa
13.105	hundred	sa
13.106	thousand	su
13.107	count	papa
13.14	every, all	maɨma; opa; opavave; ɲavõ
13.15	much, many	h-eta
13.16	more	-ve; heta-ve
13.17	little (quantity), few	ᵐbovɨ; mičĩ
13.18	enough	he'tama; heta-porã
13.181	some	ᵐbaʔe
13.19	multitude, crowd	atɨ-ɣʷasu; t-eta
13.21	full	henɨhẽ
13.22	empty	naⁿdi
13.23	part, piece	pehẽ-ŋʷe; vore
13.24	half	kuʔa; ᵐbɨte
13.33	alone, only	aɲo; ⁿte; maⁿte
13.34	first	peteiha; peteĩ-ha
13.35	last	ipahaɣʷe; pa-ha
13.36	second	mokõiha
13.37	pair	mokõi; kõi; ['hunta]
13.38	two times	mokõi ǰevɨ
13.42	third	ᵐbohapɨha
13.44	three times	ᵐbohapɨ ǰevɨ
14.11	time	'ara
14.12	age	araǰere
14.13	new	pɨahu
14.14	young	kɨrɨ̃i; mitã; pɨahu
14.15	old	tuǰa
14.16	early	voi
14.17	late	ɲeᵐbopɨhare; kaʔaru
14.18	now	ãɣa; ko'ãɣa
14.19	immediately	maⁿdi; koʔãɣa-ite
14.21	swift, fast, quick	pɨaʔe; hatã; voi
14.22	slow	ᵐbeɣʷe
14.23	hasten, hurry	(če) raŋe a'havo; pɨaʔe; taŋe
14.24	retard, delay	ᵐboʔare; are; mo-ᵐbuku
14.25	begin, beginning	ɲepɨrũ
14.252	last, endure	are
14.26	end (temporal)	pa-ha
14.27	finish	ᵐbo-paha; pa
14.28	cease, stop	ᵐbo-paha; pɨta
14.29	ready	haʔeve; poǰava
14.31	always	a'koiⁿte; tapia; meme
14.32	often	maⁿterei; pɨʔɨ̃i
14.33	sometimes	sapɨʔa-pɨʔa; a'mome
14.331	soon	pɨaʔe; voi
14.332	long-time (for a)	are
14.34	never	arakaʔeve
14.35	again	ǰevɨ; ǰeɨ
14.41	day	'ara
14.42	night	pɨhare
14.43	dawn	koʔẽtĩ; koʔẽ
14.44	morning	pɨhare-ve
14.45	noon, midday	asaǰe; asaǰe-pɨte
14.451	afternoon	kaʔaru
14.46	evening	arete renoⁿdeɣʷa; kaʔa'ru-ma
14.47	today	ko'ʔarape; ko'ʔara
14.48	tomorrow	koʔẽrõ
14.481	day-after-tomorrow	koʔẽ-aᵐbuerõ
14.49	yesterday	kuehe
14.491	day-before-yesterday	kuehe-ʔaᵐbue; ko-kuehe
14.51	hour	ara-vo
14.53	clock, timepiece	aravo-papa-ha
14.61	week	ara-pokõitɨ; ara-apo-puku
14.62	Sunday	ara-teĩ; arete-tapia
14.63	Monday	ara-kõi
14.64	Tuesday	ara-apɨ
14.65	Wednesday	ara-ruⁿdɨ
14.66	Thursday	ara-po
14.67	Friday	ara-poteĩ
14.68	Saturday	ara-pokõi; [savaro]
14.71	month	ǰasɨ-ǰere; ǰasɨ
14.73	year	ara-ǰere; roʔɨ; arɨ
14.74	winter	ara-roʔɨ
14.75	spring	ara-potĩ; ara-hakuve
14.76	summer	ara-haku
14.77	autumn	toɣʷeʔa; 'ara roʔɨve
14.78	season	araǰere
15.21	smell (vb intrans)	h-ɨakuã
15.212	sniff	h-etũ-h-etũ
15.22	smell (vb trans)	aⁿdu; h-etũ
15.25	fragrant, good smelling	hɨakuã porã; h-ɨakuãvu
15.26	stinking, bad smelling	tɨakuãvai; ne; katĩ
15.31	taste	h-aʔã; kũᵐbɨ
15.35	sweet	ᵐbaʔe-heʔẽ; h-eʔẽ
15.36	salty	heʔẽǰukɨ; h-eʔẽ
15.37	bitter	ro
15.38	acid, sour	'hai
15.39	brackish	heʔẽǰukɨ
15.41	hear	h-eⁿdu
15.42	listen	heⁿdu; ǰapɨsaka
15.44	sound, noise	pu; tɨapu
15.45	loud	hɨa'puva; aɨvu; tɨapu
15.46	quiet, silence	kirirĩ
15.51	see	h-eča
15.52	look, look at	maʔẽ; maɲa
15.55	show	h-eča-uka
15.56	shine	vera
15.57	bright	-ve'ra-va
15.61	color	saʔɨ
15.62	light (in color)	hesakã; sakã
15.63	dark (in color)	ɨ-pɨtũ
15.64	white	morotĩ
15.65	black	hũ
15.66	red	pɨtã
15.67	blue	hovɨ
15.68	green	hovɨ
15.69	yellow	saʔɨ-ǰu; ǰu
15.71	touch	poko
15.712	pinch	pičãi
15.72	feel	aⁿdu; ɲaⁿdu
15.74	hard	hatã
15.75	soft	huʔũ
15.76	rough	ko'ročo
15.77	smooth	'sɨ̃i
15.78	sharp	haiᵐbe
15.79	blunt, dull	hakuaʔɨ̃va; haiŋa
15.81	heavy	po'hɨi
15.82	light (in weight)	ve'vui
15.83	wet, damp	hɨkue; akɨ̃
15.84	dry	kã
15.85	hot	h-aku
15.851	warm	haku-vɨ
15.86	cold	r-oʔɨ; h-o'ʔɨsã
15.87	clean	potĩ
15.88	dirty, soiled	kɨʔa
15.89	wrinkled	čaʔĩ
16.11	soul, spirit	'aŋa; ã; pɨtu
16.15	surprised, astonished	ipɨʔa'ⁿdɨi; pɨʔa'ⁿdɨi; ǰuruǰa
16.18	good fortune, luck	poʔa
16.19	misfortune, bad luck	pane
16.23	joyful, glad, happy	h-orɨ; vɨʔa
16.25	laugh	puka
16.251	smile	puka-vɨ
16.26	play	ɲeᵐbosa'rai; mo-saraᵐbi
16.27	love	pota; h-aɨhu
16.29	kiss	h-etũ; ǰuru-pɨte
16.3	embrace	aɲuã
16.31	pain	t-asɨ
16.32	grief, sorrow, sadness	ɲe-ᵐbɨ-asɨ
16.33	anxiety, worry	aᵑgata; ǰe-pɨʔa-pɨ
16.34	regret, be sorry	ǰaheʔo; ᵐbɨasɨ; roᵐbɨasɨ
16.35	pity	poriahu-ve-reko
16.37	cry, weep	ǰaheʔo; h-asẽ
16.38	tear (noun)	t-esaɨ
16.39	groan	pɨahẽ
16.41	hate	pɨʔakoʔõ; roʔɨrõ; pɨʔa-ro
16.42	anger	počɨ
16.44	envy, jealousy	ɣʷerekose; pɨʔa-rasɨ; t-akateʔɨ̃
16.45	shame (noun)	otĩva reko; ɲe-mo-tĩ
16.48	proud	o-ǰe-ǰa'po-va; o-ǰe-ro-'vu-va
16.51	dare	t-ova-ʔatã; ɲarõ
16.52	brave	pɨʔa-ɣʷasu
16.53	fear, fright	kɨhɨǰe; pɨʔa-mirĩ
16.54	danger	kɨhɨǰeha; mo-ŋɨhɨǰe-ha
16.62	desire, want	teᵐbipota; pɨaho; aŋata
16.622	choose	poravo
16.63	hope	ǰe-rovia; t-aʔarõ
16.65	faithful	hekopete oi'kova
16.66	true	aɲe'teva; ete; ite; aɲete-ɣʷa
16.67	lie, tell lies	ǰapu
16.68	deceit	ᵐbo-tavɨ; po-karẽ
16.69	forgive	ɲeᵐbopočɨhara; ɲɨrõ
16.71	good	maraᵑgatu; porã; pɨʔa-porã
16.72	bad	ɲaɲa; aɲa
16.73	right, correct	oĩporã; h-eko-katu; h-eko-porã
16.74	wrong	h-ekopeʔɨ̃; o-ǰa'vɨ-va
16.76	fault	ǰe-ǰavɨ
16.77	mistake, error	ǰeǰavɨ; ǰavɨ
16.78	blame	ǰeǰavɨ; aŋaipa; marã
16.79	praise	momorã; ᵐbo-tuiča
16.81	beautiful	porã
16.82	ugly	vai
16.83	greedy	ika'ruva; karu; hɨvatã-ʔɨ̃
16.84	clever	katupɨrɨ; haʔeve
17.11	mind	apɨtuʔũ; akãreɲoiɣʷe; pɨʔa-moŋeta
17.13	think (= reflect)	akãŋeta; moʔã; ǰesareko
17.14	think (= be of the opinion)	rovia; moʔã
17.15	believe	rovia
17.16	understand	h-eča-kuaa; ǰekopɨtɨ
17.17	know	kuaa
17.171	guess	kuaaraẽ
17.172	imitate	haʔaŋa; h-aʔã; h-eko-r-aʔã
17.18	seem	hiʔã; ǰoɣʷa
17.19	idea, notion	apɨtuʔũrokɨ; t-emi-moʔã
17.21	wise	iɲara'ⁿduva; araⁿdu
17.22	foolish, stupid	tavɨ; 'vɨro
17.23	insane, crazy	tarova
17.24	learn	ɲemoaraⁿdu; tavɨʔo
17.242	study	ɲe-mo-araⁿdu
17.25	teach	ᵐboʔe
17.26	pupil	t-emi-ᵐboʔe
17.27	teacher	ᵐboʔe-'hara
17.28	school	ᵐboʔe-hao
17.31	remember	maⁿduʔa
17.32	forget	t-esa'rai; r-esa'rai
17.34	clear, plain	t-esakã
17.35	obscure	iɲɨpɨtũ; pɨtũ
17.36	secret	ɲeʔẽ-ɲemi; heruŋʷa; ɲemiᵐbɨ
17.37	sure, certain	aɲete; katuetei
17.38	explain	mo-h-esakã
17.41	intention, purpose	pɨʔapeteĩ; pota-pɨ; t-eᵐbi-pota
17.42	cause	apoha; mo; ᵐbo
17.43	doubt	pɨʔa-heta
17.44	suspect	kuaavɨ; ɲe-moʔã; moʔã-vai
17.441	betray	ɣʷasuʔapi; pɨʔa-ǰoɨvɨ
17.45	need, necessity	kotevẽ; t-ekotevẽ
17.46	easy	ⁿda-ha'sɨi
17.47	difficult	hasɨ
17.48	try, attempt	haʔã
17.49	way, manner	teko
17.51	and	ha
17.52	because	ɣʷi
17.53	if	rõ; ramo
17.54	or	'tẽra
17.55	yes, affirmative	heẽ
17.56	no, negative	na'haniri
17.61	how?	ᵐba'ʔeiča
17.62	how many?	ᵐbo'ɨpa
17.63	how much?	ᵐbo'ɨpa
17.64	what?	ᵐba'ʔepa
17.65	when?	arakaʔe
17.66	where?	moõ
17.67	which?	'mava; ᵐba'e
17.68	who?	'mavapa
17.69	why?	ᵐba'ʔere
18.11	voice	ɲeʔẽ; ahɨʔo
18.12	sing	pura'hei
18.13	shout, cry out	sapu'kai
18.15	whisper	ɲeʔẽ-ɣʷɨ-ɣʷɨ
18.16	mumble	ɲerãisuʔu; ɲeʔẽŋu; ɲeʔẽ-tavɨ
18.17	whistle	turu-ɲeʔẽ
18.18	shriek, screech	čiã; čiaʔã
18.19	howl	ɣʷahu
18.21	speak, talk	ɲeʔẽ
18.211	stutter, stammer	ɲeʔẽ-pɨta-pɨta; ɲeʔẽ-paʔã; kũᵐbe
18.22	say	e; i; ǰe
18.221	tell story	ᵐbaʔe-moᵐbeʔu; moᵐbeʔu
18.222	speech (make a)	ɲe-mo-ɲeʔẽ; ǰe-ǰuru-ʔo
18.23	silent (be)	kirirĩ
18.24	language	ɲeʔẽ
18.26	word	ɲeʔẽ
18.28	name	't-era
18.31	ask (question, inquire)	poraⁿdu
18.32	answer	ᵐboho'vai
18.33	admit, confess	moneĩ; ɲe-moᵐbeʔu
18.34	deny	ᵐbo-tove
18.35	ask, request	ǰerure
18.36	promise	ɲeʔẽ-meʔẽ
18.37	refuse	tove
18.38	forbid	ⁿdoǰehe'ǰai; ǰe-ǰapo-ʔɨ̃-vaʔerã
18.39	rebuke, scold	ᵐbokavaǰu; ǰaʔo; korõi
18.41	call (=summon)	h-e'noi
18.42	call (=name)	't-era; 'r-era
18.43	announce	mo-maraⁿdu
18.44	threaten	ǰaʔo; haʔaŋa
18.45	boast	ǰe-ro-vu; ǰe-ǰapo
18.51	write	hai
18.52	read	mo-ɲeʔẽ
18.56	paper	kuatia
18.57	pen	hai-ha
18.61	book	kuatia-ɲeʔẽ
18.67	poet	ɲeʔẽ-ɨvotɨ'hara; ɲeʔẽ-pa'pa-ra
18.71	flute	miᵐbɨ
18.72	drum	aᵑguʔa-tara; aŋuʔa-tarara
18.73	horn, trumpet	turu
18.74	rattle	ɨvɨra-pu; kata-kata
19.11	country	t-etã
19.12	one's native country	t-etã
19.15	city, town	'tava; tava-ɣʷasu
19.16	village	'tava
19.17	boundary	teᵐbeʔɨ; apɨ; a'pɨra
19.21	people (populace)	ɨvɨ-'pora; t-etã-ɨɣʷa-atɨ
19.23	tribe, clan	avaʔa'tɨra; teʔɨ̃i
19.24	chief, chieftain	ᵐburuviča
19.25	staff, walking stick	pokoka; ǰeǰokoha
19.31	rule, govern	sãᵐbɨkɨ; saᵐbɨhɨ; ǰo'kuai
19.32	king, ruler	tetãreⁿdota; teⁿdota
19.33	queen	kuɲa-porã; teⁿdota kuɲa
19.36	noble, nobleman	aŋaturã; maraŋatu
19.37	citizen, subject	tavaɨɣʷa; t-etã-ɣʷa; po-'ɣʷɨ-pe-ɣʷa
19.41	master	'ǰara; t-erekua
19.42	slave	teᵐbiǰo'kuai
19.43	servant	t-eᵐbi'ɣʷai; [servi]-ha
19.44	freeman	kuiᵐbaʔe haʔeɲo; karai
19.45	command, order	ɣʷerahauka; moⁿdo; ǰeǰapouka
19.46	obey	ɲeʔẽ-reⁿdu; ᵐboʔaǰe
19.47	let, permit	h-eǰa
19.51	friend, companion	aᵑgirũ; irũ
19.52	enemy	ⁿdoporohaɨ'huiva; ǰaʔeʔɨ̃; r-aɨhuʔɨ̃; iruʔɨ̃
19.54	neighbor	oɣa-ɨkeɣʷa; oɣa-pɨpe-ɣa; ɨke-re-ɣʷa
19.55	stranger	pɨtaɣʷa
19.56	guest	ᵐbo-hupa
19.57	host	moᵐbɨta'hara; ᵐbo-hupa-rã
19.58	help, aid	pɨtɨvõ
19.59	hinder, prevent	ǰoko; mopaʔã
19.61	custom	ǰepokuaa; t-eko
19.62	strife, quarrel	ɲorairõ
19.63	conspiracy, plot	ɲe-puʔã-se; ɣʷɨrɨrɨ
19.65	meet	ǰuhu; ɲuɣʷaitĩ
19.72	prostitute	kuɲa-reko-vai
20.11	fight (vb)	ɲorairõ
20.13	war, battle	ɲorairõ; ɲorairo ɣʷasu
20.14	peace	pɨʔa-ɣʷapɨ
20.15	army	ɣʷarinieta
20.17	soldier	tetãreᵐbi'ɣʷai
20.21	weapons, arms	poǰoapɨ
20.22	club	vororei; takape
20.222	battle-ax	ǰiakãŋʷa ɲorãirõrã; akãŋʷ
20.23	sling	itasã
20.24	bow	ɨvɨrapa; ɣʷɨrapa
20.25	arrow	huʔɨ
20.26	spear	huʔɨ; miᵐbuku
20.27	sword	kɨse-puku
20.28	gun, cannon	ᵐboka
20.31	armor (defensive)	temiɲua
20.33	helmet	akaŋaovata
20.34	shield	taʔaŋa
20.35	fortress	tekoᵐbarete
20.36	tower	itapureⁿda
20.41	victory	puʔakã; akã-rapuʔã
20.42	defeat	puʔaka hese; ᵐbue-poti
20.43	attack	kaɣʷai; rairõ
20.44	defend	moʔã; ɲuvã
20.45	retreat	ɲemohaʔeɲo; ɣʷari; piã
20.46	surrender	motiⁿdɨ; ɲemoĩ-po'ɣʷɨ-pe
20.47	captive, prisoner	mo-naᵐbi-pɨre; teᵐbi-ǰo'kuai
20.471	guard, sentinel	maɲa'ⁿdara; maɲa'ⁿdava
20.48	booty, spoils	heǰapɨre
20.49	ambush	mo-ɲuhã; hape-r-aʔarõ
20.51	fisherman	pira-kutu-ha
20.52	fishhook	piⁿda
20.53	fishing line	pira mosãha
20.54	fishnet	pɨha; pira-ɲuhã
20.55	fish trap	pira-ro'kai
20.56	bait	soʔokɨra; pira-reᵐbiʔu
20.61	hunt	ɣʷɨraʔapi; t-ɨᵐba-api; [mariska]
20.62	shoot	haʔã; ǰapi; ᵐbokapu
20.63	miss (target)	ǰavɨ; ⁿdo'koi
20.64	trap (noun)	ɲuhã
20.65	trap (vb)	po-paʔã
21.11	law	tekorape
21.15	court	moheⁿda reⁿda
21.16	judge (vb)	moheⁿda; moʔã
21.17	judgment	tekoǰoǰa reᵐbiapo; ɲemoheⁿda
21.18	judge (noun)	moheⁿda'hara; ɨvɨra-'ǰara; ɨvɨraǰa
21.21	plaintiff	ǰoǰarekaha
21.22	defendant	moʔã'hara; ǰekaɣʷaiha
21.23	witness	h-eča-hare; h-eⁿdu-hare
21.24	swear	tupãŋɨʔa; ɲeʔẽmeʔẽ
21.25	oath	ɲeʔẽmeʔẽ
21.31	accuse	moᵐbeʔu
21.32	condemn	moanᵑgaipa; ᵐbo-ǰa
21.33	convict (vb)	ǰeǰavɨčauka
21.34	acquit	ǰora; mo-ɲɨrõ
21.35	guilty	iɲaŋai'pava; aŋai'pa-va; marã-va
21.36	innocent	ipɨʔapotĩva; marã-ɨ̃; aŋaipaʔɨ̃
21.37	penalty, punishment	ɲe-nupã; ᵐbɨepoti
21.38	fine	pɨho-repɨ-kue
21.39	prison, jail	ɨvɨra-kua; kaʔirãi
21.42	murder	ǰeǰukarei; ǰe-ǰuka
21.43	adultery	momokõi
21.44	rape	ɲe-rairõ
21.46	arson	ǰehapɨ
21.47	perjury	ɲeʔẽ-meʔẽ-ɣʷaʔu
21.51	steal	moⁿda; ǰavɨkɨ
21.52	thief	moⁿda-ha; sope; po-piⁿda
22.11	religion	tupãrape; ǰe-rovia
22.12	God	ɲaⁿde-'ǰara; tupã
22.13	temple, church	tupão
22.14	altar	itakarai
22.15	sacrifice, offering	temi-kuaveʔẽ-karai; mo-ŋarai-pɨ
22.16	worship	tupaitũ
22.17	pray	ɲeᵐboʔe
22.18	priest	paʔi; avare
22.19	holy, sacred	maraŋatu; karai
22.22	preach	ɲe-mo-ɲeʔẽ
22.23	bless	h-ovasa; mo-ŋarai
22.24	curse	ɲeʔẽŋai
22.26	fast (vb)	karu-ʔi; karuʔɨ
22.31	heaven	ɨ'vaɣa
